"Metrics/step_episode","edqn_2024-12-11_13-29-49 - _step","edqn_2024-12-11_13-29-49 - _step__MIN","edqn_2024-12-11_13-29-49 - _step__MAX","edqn_2024-12-11_13-29-49 - Metrics/EpProgress","edqn_2024-12-11_13-29-49 - Metrics/EpProgress__MIN","edqn_2024-12-11_13-29-49 - Metrics/EpProgress__MAX","no_dueling_2024-12-10_13-06-23 - _step","no_dueling_2024-12-10_13-06-23 - _step__MIN","no_dueling_2024-12-10_13-06-23 - _step__MAX","no_dueling_2024-12-10_13-06-23 - Metrics/EpProgress","no_dueling_2024-12-10_13-06-23 - Metrics/EpProgress__MIN","no_dueling_2024-12-10_13-06-23 - Metrics/EpProgress__MAX","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step__MIN","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step__MAX","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Metrics/EpProgress","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Metrics/EpProgress__MIN","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Metrics/EpProgress__MAX","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - _step","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - _step__MIN","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - _step__MAX","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - Metrics/EpProgress","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - Metrics/EpProgress__MIN","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - Metrics/EpProgress__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Metrics/EpProgress","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Metrics/EpProgress__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Metrics/EpProgress__MAX","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - _step","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - _step__MIN","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - _step__MAX","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - Metrics/EpProgress","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - Metrics/EpProgress__MIN","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - Metrics/EpProgress__MAX"
"24456","","","","","","","41049","41049","41049","1","1","1","","","","","","","","","","","","","40748","40748","40748","1","1","1","","","","","",""
"24457","","","","","","","41050","41050","41050","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"24458","40889","40889","40889","1","1","1","41053","41053","41053","1","1","1","75973","75973","75973","1","1","1","","","","","","","40752","40752","40752","1","1","1","","","","","",""
"24459","","","","","","","41054","41054","41054","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"24460","","","","","","","41055","41055","41055","1","1","1","","","","","","","","","","","","","","","","","","","40849","40849","40849","1","1","1"
"24461","40895","40895","40895","1","1","1","41056","41056","41056","1","1","1","","","","","","","40765","40765","40765","1","1","1","40756","40756","40756","1","1","1","","","","","",""
"24462","40896","40896","40896","1","1","1","41058","41058","41058","1","1","1","","","","","","","","","","","","","40759","40759","40759","1","1","1","40852","40852","40852","1","1","1"
"24463","40897","40897","40897","1","1","1","41061","41061","41061","1","1","1","75989","75989","75989","1","1","1","40767","40767","40767","1","1","1","","","","","","","","","","","",""
"24464","","","","","","","41062","41062","41062","1","1","1","","","","","","","40771","40771","40771","1","1","1","40761","40761","40761","1","1","1","","","","","",""
"24465","","","","","","","41063","41063","41063","1","1","1","","","","","","","40772","40772","40772","1","1","1","","","","","","","40857","40857","40857","1","1","1"
"24466","","","","","","","","","","","","","75998","75998","75998","1","1","1","","","","","","","40764","40764","40764","1","1","1","40858","40858","40858","1","1","1"
"24467","","","","","","","","","","","","","","","","","","","40774","40774","40774","1","1","1","40767","40767","40767","1","1","1","","","","","",""
"24468","","","","","","","","","","","","","","","","","","","40775","40775","40775","1","1","1","","","","","","","","","","","",""
"24469","","","","","","","","","","","","","76007","76007","76007","1","1","1","","","","","","","","","","","","","","","","","",""
"24470","40909","40909","40909","1","1","1","41071","41071","41071","1","1","1","76011","76011","76011","1","1","1","","","","","","","","","","","","","40865","40865","40865","1","1","1"
"24471","40910","40910","40910","1","1","1","","","","","","","","","","","","","40781","40781","40781","1","1","1","","","","","","","40866","40866","40866","1","1","1"
"24472","","","","","","","","","","","","","76017","76017","76017","1","1","1","","","","","","","40774","40774","40774","1","1","1","","","","","",""
"24474","40916","40916","40916","1","1","1","","","","","","","76023","76023","76023","0.8","0.8","0.8","40786","40786","40786","1","1","1","40777","40777","40777","1","1","1","40871","40871","40871","1","1","1"
"24475","","","","","","","","","","","","","76026","76026","76026","1","1","1","","","","","","","40778","40778","40778","1","1","1","40872","40872","40872","1","1","1"
"24476","40918","40918","40918","1","1","1","","","","","","","","","","","","","","","","","","","40779","40779","40779","1","1","1","","","","","",""
"24477","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40875","40875","40875","1","1","1"
"24478","40920","40920","40920","1","1","1","","","","","","","","","","","","","40791","40791","40791","1","1","1","40783","40783","40783","1","1","1","40878","40878","40878","1","1","1"
"24479","40923","40923","40923","1","1","1","","","","","","","76039","76039","76039","0.8","0.8","0.8","","","","","","","40784","40784","40784","1","1","1","40879","40879","40879","1","1","1"
"24481","40926","40926","40926","1","1","1","41087","41087","41087","1","1","1","76045","76045","76045","1","1","1","40796","40796","40796","1","1","1","","","","","","","","","","","",""
"24482","","","","","","","41088","41088","41088","1","1","1","","","","","","","40797","40797","40797","1","1","1","","","","","","","","","","","",""
"24483","","","","","","","41092","41092","41092","1","1","1","","","","","","","","","","","","","40791","40791","40791","1","1","1","40886","40886","40886","1","1","1"
"24484","","","","","","","","","","","","","76055","76055","76055","1","1","1","40801","40801","40801","1","1","1","","","","","","","","","","","",""
"24485","40932","40932","40932","1","1","1","","","","","","","","","","","","","","","","","","","40793","40793","40793","1","1","1","40888","40888","40888","1","1","1"
"24486","","","","","","","","","","","","","","","","","","","40804","40804","40804","1","1","1","40794","40794","40794","1","1","1","","","","","",""
"24487","40934","40934","40934","1","1","1","41096","41096","41096","1","1","1","","","","","","","40805","40805","40805","1","1","1","40798","40798","40798","1","1","1","","","","","",""
"24488","","","","","","","","","","","","","76067","76067","76067","1","1","1","40806","40806","40806","1","1","1","","","","","","","","","","","",""
"24489","40939","40939","40939","1","1","1","41100","41100","41100","1","1","1","76070","76070","76070","1","1","1","40809","40809","40809","1","1","1","","","","","","","40894","40894","40894","1","1","1"
"24490","40940","40940","40940","1","1","1","41102","41102","41102","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"24491","","","","","","","","","","","","","76077","76077","76077","1","1","1","","","","","","","40802","40802","40802","1","1","1","","","","","",""
"24492","","","","","","","","","","","","","","","","","","","","","","","","","40805","40805","40805","1","1","1","","","","","",""
"24493","","","","","","","","","","","","","","","","","","","","","","","","","40806","40806","40806","1","1","1","","","","","",""
"24494","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40902","40902","40902","1","1","1"
"24495","40948","40948","40948","1","1","1","","","","","","","76089","76089","76089","1","1","1","","","","","","","40809","40809","40809","1","1","1","","","","","",""
"24496","","","","","","","","","","","","","76092","76092","76092","0.8","0.8","0.8","","","","","","","40810","40810","40810","1","1","1","40904","40904","40904","1","1","1"
"24497","","","","","","","","","","","","","","","","","","","40820","40820","40820","1","1","1","40813","40813","40813","1","1","1","40906","40906","40906","1","1","1"
"24498","40951","40951","40951","1","1","1","","","","","","","76099","76099","76099","1","1","1","40822","40822","40822","1","1","1","","","","","","","40909","40909","40909","1","1","1"
"24499","40954","40954","40954","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","40910","40910","40910","1","1","1"
"24500","","","","","","","","","","","","","","","","","","","40826","40826","40826","1","1","1","40816","40816","40816","1","1","1","","","","","",""
"24501","40975","40975","40975","1","1","1","","","","","","","76126","76126","76126","0.8","0.8","0.8","40846","40846","40846","1","1","1","40837","40837","40837","1","1","1","40931","40931","40931","1","1","1"
"24502","","","","","","","41138","41138","41138","1","1","1","76129","76129","76129","1","1","1","","","","","","","40840","40840","40840","1","1","1","","","","","",""
"24503","","","","","","","","","","","","","","","","","","","40848","40848","40848","1","1","1","","","","","","","","","","","",""
"24504","","","","","","","","","","","","","76135","76135","76135","0.8","0.8","0.8","40851","40851","40851","1","1","1","","","","","","","40937","40937","40937","1","1","1"
"24505","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40938","40938","40938","1","1","1"
"24506","40983","40983","40983","1","1","1","41145","41145","41145","1","1","1","76142","76142","76142","0.8","0.8","0.8","40854","40854","40854","1","1","1","","","","","","","","","","","",""
"24507","40984","40984","40984","1","1","1","41146","41146","41146","1","1","1","","","","","","","40855","40855","40855","1","1","1","","","","","","","","","","","",""
"24508","","","","","","","41149","41149","41149","1","1","1","76148","76148","76148","1","1","1","40856","40856","40856","1","1","1","","","","","","","","","","","",""
"24509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40944","40944","40944","1","1","1"
"24510","","","","","","","","","","","","","","","","","","","","","","","","","40851","40851","40851","1","1","1","","","","","",""
"24511","","","","","","","41153","41153","41153","1","1","1","","","","","","","","","","","","","","","","","","","40947","40947","40947","1","1","1"
"24512","","","","","","","41154","41154","41154","1","1","1","","","","","","","40863","40863","40863","1","1","1","","","","","","","","","","","",""
"24514","40996","40996","40996","0.8","0.8","0.8","","","","","","","","","","","","","","","","","","","","","","","","","40952","40952","40952","1","1","1"
"24515","","","","","","","","","","","","","","","","","","","40868","40868","40868","1","1","1","","","","","","","40953","40953","40953","1","1","1"
"24516","","","","","","","41160","41160","41160","1","1","1","76173","76173","76173","1","1","1","","","","","","","","","","","","","","","","","",""
"24517","41002","41002","41002","1","1","1","","","","","","","","","","","","","40870","40870","40870","1","1","1","","","","","","","","","","","",""
"24518","","","","","","","","","","","","","","","","","","","","","","","","","40864","40864","40864","1","1","1","","","","","",""
"24519","41004","41004","41004","1","1","1","41166","41166","41166","1","1","1","","","","","","","","","","","","","40865","40865","40865","1","1","1","","","","","",""
"24520","","","","","","","41167","41167","41167","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"24521","","","","","","","41168","41168","41168","1","1","1","","","","","","","","","","","","","40867","40867","40867","1","1","1","40962","40962","40962","1","1","1"
"24522","","","","","","","41169","41169","41169","1","1","1","","","","","","","40878","40878","40878","1","1","1","40871","40871","40871","0.8","0.8","0.8","","","","","",""
"24523","41011","41011","41011","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24524","","","","","","","","","","","","","76198","76198","76198","1","1","1","40882","40882","40882","1","1","1","","","","","","","","","","","",""
"24525","","","","","","","41175","41175","41175","1","1","1","76201","76201","76201","1","1","1","","","","","","","40876","40876","40876","1","1","1","","","","","",""
"24526","","","","","","","41176","41176","41176","1","1","1","76205","76205","76205","1","1","1","","","","","","","","","","","","","","","","","",""
"24527","","","","","","","","","","","","","76208","76208","76208","1","1","1","","","","","","","","","","","","","40971","40971","40971","1","1","1"
"24528","","","","","","","","","","","","","76211","76211","76211","0.8","0.8","0.8","","","","","","","","","","","","","40974","40974","40974","1","1","1"
"24529","41019","41019","41019","1","1","1","","","","","","","","","","","","","40890","40890","40890","1","1","1","","","","","","","","","","","",""
"24530","41023","41023","41023","1","1","1","41182","41182","41182","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"24531","","","","","","","41183","41183","41183","1","1","1","","","","","","","","","","","","","","","","","","","40977","40977","40977","1","1","1"
"24532","","","","","","","","","","","","","","","","","","","40893","40893","40893","1","1","1","40888","40888","40888","1","1","1","40979","40979","40979","1","1","1"
"24533","41026","41026","41026","1","1","1","","","","","","","76227","76227","76227","1","1","1","40895","40895","40895","1","1","1","","","","","","","","","","","",""
"24534","41027","41027","41027","1","1","1","","","","","","","76230","76230","76230","0.8","0.8","0.8","","","","","","","","","","","","","","","","","",""
"24535","","","","","","","41190","41190","41190","1","1","1","","","","","","","40899","40899","40899","1","1","1","40894","40894","40894","1","1","1","40984","40984","40984","1","1","1"
"24536","41031","41031","41031","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","40985","40985","40985","1","1","1"
"24537","","","","","","","41192","41192","41192","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"24538","","","","","","","","","","","","","","","","","","","40902","40902","40902","1","1","1","","","","","","","40989","40989","40989","1","1","1"
"24539","","","","","","","41197","41197","41197","1","1","1","76246","76246","76246","1","1","1","40905","40905","40905","1","1","1","40900","40900","40900","1","1","1","","","","","",""
"24540","","","","","","","41198","41198","41198","1","1","1","","","","","","","","","","","","","40901","40901","40901","1","1","1","","","","","",""
"24541","","","","","","","","","","","","","76252","76252","76252","1","1","1","40908","40908","40908","1","1","1","","","","","","","40993","40993","40993","1","1","1"
"24542","41040","41040","41040","1","1","1","41200","41200","41200","1","1","1","","","","","","","40909","40909","40909","1","1","1","40904","40904","40904","1","1","1","","","","","",""
"24543","","","","","","","","","","","","","","","","","","","40910","40910","40910","1","1","1","40905","40905","40905","1","1","1","40997","40997","40997","1","1","1"
"24544","","","","","","","41204","41204","41204","1","1","1","76261","76261","76261","1","1","1","","","","","","","","","","","","","40998","40998","40998","1","1","1"
"24545","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40999","40999","40999","1","1","1"
"24546","","","","","","","","","","","","","","","","","","","","","","","","","40910","40910","40910","1","1","1","","","","","",""
"24547","41048","41048","41048","1","1","1","41208","41208","41208","1","1","1","76271","76271","76271","1","1","1","40917","40917","40917","1","1","1","","","","","","","41002","41002","41002","1","1","1"
"24548","41049","41049","41049","1","1","1","41211","41211","41211","1","1","1","","","","","","","","","","","","","","","","","","","41005","41005","41005","1","1","1"
"24549","","","","","","","41212","41212","41212","1","1","1","76277","76277","76277","0.8","0.8","0.8","40921","40921","40921","1","1","1","40916","40916","40916","1","1","1","41006","41006","41006","1","1","1"
"24550","41053","41053","41053","1","1","1","41213","41213","41213","1","1","1","76280","76280","76280","1","1","1","40922","40922","40922","1","1","1","40917","40917","40917","1","1","1","41007","41007","41007","1","1","1"
"24551","","","","","","","","","","","","","","","","","","","40923","40923","40923","1","1","1","","","","","","","","","","","",""
"24552","","","","","","","41216","41216","41216","1","1","1","76286","76286","76286","1","1","1","","","","","","","40919","40919","40919","1","1","1","","","","","",""
"24553","","","","","","","41219","41219","41219","1","1","1","76290","76290","76290","1","1","1","","","","","","","40920","40920","40920","1","1","1","41013","41013","41013","1","1","1"
"24554","41058","41058","41058","1","1","1","","","","","","","","","","","","","40929","40929","40929","1","1","1","","","","","","","","","","","",""
"24555","","","","","","","41221","41221","41221","1","1","1","76296","76296","76296","1","1","1","","","","","","","","","","","","","41015","41015","41015","1","1","1"
"24556","","","","","","","41222","41222","41222","1","1","1","76299","76299","76299","1","1","1","40931","40931","40931","1","1","1","","","","","","","","","","","",""
"24557","","","","","","","41223","41223","41223","1","1","1","","","","","","","","","","","","","40927","40927","40927","1","1","1","41017","41017","41017","1","1","1"
"24558","","","","","","","","","","","","","76305","76305","76305","0.8","0.8","0.8","","","","","","","","","","","","","","","","","",""
"24559","","","","","","","","","","","","","76308","76308","76308","1","1","1","","","","","","","40931","40931","40931","1","1","1","41022","41022","41022","1","1","1"
"24560","","","","","","","","","","","","","76312","76312","76312","1","1","1","40938","40938","40938","1","1","1","","","","","","","","","","","",""
"24561","","","","","","","","","","","","","","","","","","","","","","","","","40933","40933","40933","1","1","1","","","","","",""
"24562","","","","","","","41231","41231","41231","1","1","1","","","","","","","","","","","","","","","","","","","41025","41025","41025","1","1","1"
"24563","","","","","","","","","","","","","","","","","","","","","","","","","40936","40936","40936","1","1","1","","","","","",""
"24564","41074","41074","41074","1","1","1","","","","","","","","","","","","","40944","40944","40944","1","1","1","40939","40939","40939","1","1","1","","","","","",""
"24565","","","","","","","41236","41236","41236","1","1","1","","","","","","","40945","40945","40945","1","1","1","","","","","","","","","","","",""
"24566","","","","","","","","","","","","","","","","","","","40946","40946","40946","1","1","1","","","","","","","41032","41032","41032","1","1","1"
"24567","","","","","","","41239","41239","41239","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"24568","41080","41080","41080","1","1","1","","","","","","","76337","76337","76337","1","1","1","","","","","","","40943","40943","40943","1","1","1","41036","41036","41036","1","1","1"
"24569","","","","","","","41243","41243","41243","1","1","1","76340","76340","76340","1","1","1","40952","40952","40952","1","1","1","","","","","","","","","","","",""
"24570","","","","","","","","","","","","","","","","","","","40953","40953","40953","1","1","1","","","","","","","","","","","",""
"24571","","","","","","","41245","41245","41245","1","1","1","","","","","","","40954","40954","40954","1","1","1","40949","40949","40949","1","1","1","","","","","",""
"24572","","","","","","","","","","","","","76349","76349","76349","1","1","1","","","","","","","","","","","","","41040","41040","41040","1","1","1"
"24573","","","","","","","41250","41250","41250","1","1","1","76352","76352","76352","0.8","0.8","0.8","","","","","","","40951","40951","40951","1","1","1","","","","","",""
"24574","","","","","","","41251","41251","41251","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"24575","","","","","","","","","","","","","","","","","","","","","","","","","40955","40955","40955","1","1","1","41046","41046","41046","1","1","1"
"24576","41093","41093","41093","1","1","1","","","","","","","","","","","","","","","","","","","40956","40956","40956","1","1","1","","","","","",""
"24577","41094","41094","41094","1","1","1","41254","41254","41254","1","1","1","76365","76365","76365","1","1","1","40963","40963","40963","1","1","1","","","","","","","41048","41048","41048","1","1","1"
"24579","41097","41097","41097","1","1","1","41258","41258","41258","1","1","1","","","","","","","","","","","","","40962","40962","40962","1","1","1","","","","","",""
"24580","","","","","","","41260","41260","41260","1","1","1","","","","","","","40968","40968","40968","1","1","1","","","","","","","","","","","",""
"24581","","","","","","","","","","","","","","","","","","","40970","40970","40970","1","1","1","","","","","","","41055","41055","41055","1","1","1"
"24582","","","","","","","41262","41262","41262","1","1","1","","","","","","","40971","40971","40971","1","1","1","","","","","","","","","","","",""
"24583","41103","41103","41103","1","1","1","41265","41265","41265","1","1","1","","","","","","","40972","40972","40972","1","1","1","","","","","","","41059","41059","41059","1","1","1"
"24584","","","","","","","41266","41266","41266","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"24585","","","","","","","41267","41267","41267","1","1","1","76390","76390","76390","0.8","0.8","0.8","40976","40976","40976","1","1","1","40971","40971","40971","1","1","1","","","","","",""
"24586","","","","","","","41268","41268","41268","1","1","1","76393","76393","76393","1","1","1","","","","","","","","","","","","","","","","","",""
"24587","","","","","","","","","","","","","76396","76396","76396","1","1","1","","","","","","","","","","","","","41064","41064","41064","1","1","1"
"24588","41111","41111","41111","1","1","1","41273","41273","41273","1","1","1","","","","","","","","","","","","","","","","","","","41067","41067","41067","1","1","1"
"24589","","","","","","","","","","","","","","","","","","","40983","40983","40983","1","1","1","","","","","","","","","","","",""
"24590","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41069","41069","41069","1","1","1"
"24591","41116","41116","41116","1","1","1","","","","","","","","","","","","","40985","40985","40985","1","1","1","","","","","","","41070","41070","41070","1","1","1"
"24592","41118","41118","41118","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","41071","41071","41071","1","1","1"
"24593","41119","41119","41119","1","1","1","","","","","","","","","","","","","40987","40987","40987","1","1","1","","","","","","","","","","","",""
"24594","","","","","","","41284","41284","41284","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"24595","","","","","","","41285","41285","41285","1","1","1","76422","76422","76422","1","1","1","","","","","","","40986","40986","40986","1","1","1","","","","","",""
"24596","","","","","","","41286","41286","41286","1","1","1","76425","76425","76425","1","1","1","","","","","","","","","","","","","","","","","",""
"24597","","","","","","","41287","41287","41287","1","1","1","","","","","","","40994","40994","40994","1","1","1","40988","40988","40988","1","1","1","","","","","",""
"24598","41126","41126","41126","1","1","1","","","","","","","76431","76431","76431","1","1","1","","","","","","","","","","","","","41082","41082","41082","1","1","1"
"24599","41128","41128","41128","1","1","1","41291","41291","41291","1","1","1","76434","76434","76434","1","1","1","40998","40998","40998","1","1","1","","","","","","","41083","41083","41083","1","1","1"
"24600","","","","","","","","","","","","","","","","","","","40999","40999","40999","1","1","1","","","","","","","41084","41084","41084","1","1","1"
"24601","41151","41151","41151","1","1","1","","","","","","","76458","76458","76458","1","1","1","","","","","","","41014","41014","41014","1","1","1","","","","","",""
"24602","","","","","","","41313","41313","41313","1","1","1","","","","","","","41020","41020","41020","1","1","1","","","","","","","","","","","",""
"24604","","","","","","","41317","41317","41317","1","1","1","76468","76468","76468","1","1","1","","","","","","","41019","41019","41019","1","1","1","41110","41110","41110","1","1","1"
"24605","","","","","","","","","","","","","","","","","","","","","","","","","41021","41021","41021","1","1","1","","","","","",""
"24606","41161","41161","41161","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24607","41162","41162","41162","1","1","1","41320","41320","41320","1","1","1","76477","76477","76477","1","1","1","41027","41027","41027","1","1","1","41023","41023","41023","1","1","1","","","","","",""
"24608","","","","","","","","","","","","","76480","76480","76480","1","1","1","41028","41028","41028","1","1","1","41024","41024","41024","1","1","1","","","","","",""
"24609","","","","","","","","","","","","","76484","76484","76484","0.8","0.8","0.8","41032","41032","41032","1","1","1","","","","","","","","","","","",""
"24610","41165","41165","41165","1","1","1","41326","41326","41326","1","1","1","","","","","","","41033","41033","41033","1","1","1","","","","","","","","","","","",""
"24611","","","","","","","41327","41327","41327","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"24612","","","","","","","41328","41328","41328","1","1","1","","","","","","","","","","","","","41031","41031","41031","1","1","1","","","","","",""
"24613","41171","41171","41171","1","1","1","41329","41329","41329","1","1","1","76496","76496","76496","1","1","1","41036","41036","41036","1","1","1","41032","41032","41032","1","1","1","","","","","",""
"24614","41172","41172","41172","1","1","1","41332","41332","41332","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"24615","41173","41173","41173","1","1","1","41334","41334","41334","1","1","1","76502","76502","76502","0.8","0.8","0.8","41040","41040","41040","1","1","1","41038","41038","41038","0.8","0.8","0.8","","","","","",""
"24616","41176","41176","41176","1","1","1","","","","","","","76506","76506","76506","1","1","1","","","","","","","","","","","","","41128","41128","41128","1","1","1"
"24617","","","","","","","","","","","","","76509","76509","76509","1","1","1","","","","","","","","","","","","","","","","","",""
"24618","41178","41178","41178","1","1","1","","","","","","","76512","76512","76512","1","1","1","41044","41044","41044","1","1","1","","","","","","","41132","41132","41132","0.8","0.8","0.8"
"24619","","","","","","","","","","","","","76515","76515","76515","1","1","1","","","","","","","41045","41045","41045","1","1","1","41135","41135","41135","0.8","0.8","0.8"
"24620","41181","41181","41181","1","1","1","41341","41341","41341","1","1","1","","","","","","","41048","41048","41048","1","1","1","","","","","","","41138","41138","41138","1","1","1"
"24621","","","","","","","","","","","","","","","","","","","41049","41049","41049","1","1","1","","","","","","","","","","","",""
"24623","","","","","","","41345","41345","41345","1","1","1","76528","76528","76528","1","1","1","","","","","","","","","","","","","41142","41142","41142","1","1","1"
"24624","41187","41187","41187","1","1","1","","","","","","","","","","","","","","","","","","","41052","41052","41052","1","1","1","41143","41143","41143","1","1","1"
"24625","","","","","","","","","","","","","76534","76534","76534","1","1","1","41056","41056","41056","1","1","1","","","","","","","","","","","",""
"24626","41192","41192","41192","1","1","1","41350","41350","41350","1","1","1","","","","","","","41057","41057","41057","1","1","1","","","","","","","41147","41147","41147","1","1","1"
"24627","41193","41193","41193","1","1","1","41351","41351","41351","1","1","1","76540","76540","76540","1","1","1","","","","","","","41058","41058","41058","1","1","1","","","","","",""
"24628","41194","41194","41194","1","1","1","41352","41352","41352","1","1","1","76543","76543","76543","1","1","1","","","","","","","41059","41059","41059","1","1","1","41149","41149","41149","1","1","1"
"24629","","","","","","","","","","","","","","","","","","","41063","41063","41063","1","1","1","","","","","","","41151","41151","41151","1","1","1"
"24630","","","","","","","","","","","","","76550","76550","76550","0.8","0.8","0.8","41064","41064","41064","1","1","1","","","","","","","41154","41154","41154","1","1","1"
"24631","","","","","","","41358","41358","41358","1","1","1","","","","","","","41065","41065","41065","1","1","1","","","","","","","","","","","",""
"24632","41200","41200","41200","1","1","1","","","","","","","","","","","","","","","","","","","41066","41066","41066","1","1","1","","","","","",""
"24633","41202","41202","41202","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","41157","41157","41157","1","1","1"
"24634","41203","41203","41203","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24635","","","","","","","41364","41364","41364","1","1","1","","","","","","","41071","41071","41071","1","1","1","","","","","","","41161","41161","41161","1","1","1"
"24636","","","","","","","41366","41366","41366","1","1","1","76568","76568","76568","0.8","0.8","0.8","","","","","","","","","","","","","","","","","",""
"24637","41208","41208","41208","1","1","1","","","","","","","","","","","","","","","","","","","41073","41073","41073","1","1","1","","","","","",""
"24638","41209","41209","41209","1","1","1","","","","","","","","","","","","","41075","41075","41075","1","1","1","","","","","","","","","","","",""
"24639","41210","41210","41210","1","1","1","41371","41371","41371","0.8","0.8","0.8","","","","","","","41078","41078","41078","1","1","1","41076","41076","41076","1","1","1","","","","","",""
"24641","","","","","","","41375","41375","41375","1","1","1","","","","","","","","","","","","","","","","","","","41170","41170","41170","1","1","1"
"24642","41216","41216","41216","1","1","1","41376","41376","41376","1","1","1","","","","","","","41081","41081","41081","1","1","1","","","","","","","","","","","",""
"24643","","","","","","","","","","","","","","","","","","","","","","","","","41082","41082","41082","1","1","1","41173","41173","41173","1","1","1"
"24644","41218","41218","41218","1","1","1","41379","41379","41379","1","1","1","","","","","","","41086","41086","41086","1","1","1","","","","","","","","","","","",""
"24645","","","","","","","","","","","","","76597","76597","76597","0.8","0.8","0.8","","","","","","","","","","","","","","","","","",""
"24646","","","","","","","","","","","","","","","","","","","41088","41088","41088","1","1","1","","","","","","","","","","","",""
"24647","","","","","","","41384","41384","41384","1","1","1","","","","","","","","","","","","","41089","41089","41089","1","1","1","","","","","",""
"24648","","","","","","","","","","","","","76606","76606","76606","1","1","1","","","","","","","","","","","","","","","","","",""
"24649","41226","41226","41226","1","1","1","41386","41386","41386","1","1","1","76609","76609","76609","1","1","1","41093","41093","41093","1","1","1","","","","","","","","","","","",""
"24650","41227","41227","41227","1","1","1","","","","","","","76612","76612","76612","0.8","0.8","0.8","","","","","","","41092","41092","41092","1","1","1","","","","","",""
"24651","","","","","","","41391","41391","41391","1","1","1","76616","76616","76616","0.8","0.8","0.8","41096","41096","41096","1","1","1","","","","","","","","","","","",""
"24652","","","","","","","","","","","","","76619","76619","76619","1","1","1","","","","","","","","","","","","","41187","41187","41187","1","1","1"
"24653","","","","","","","","","","","","","76622","76622","76622","1","1","1","41098","41098","41098","1","1","1","","","","","","","","","","","",""
"24654","","","","","","","","","","","","","76625","76625","76625","1","1","1","","","","","","","","","","","","","41189","41189","41189","1","1","1"
"24655","41235","41235","41235","1","1","1","41397","41397","41397","1","1","1","","","","","","","41102","41102","41102","1","1","1","41102","41102","41102","1","1","1","","","","","",""
"24656","","","","","","","","","","","","","76631","76631","76631","1","1","1","41103","41103","41103","1","1","1","","","","","","","","","","","",""
"24657","","","","","","","41400","41400","41400","1","1","1","","","","","","","","","","","","","41106","41106","41106","1","1","1","","","","","",""
