"Evaluate/step_episode","edqn_2024-12-11_13-29-49 - _step","edqn_2024-12-11_13-29-49 - _step__MIN","edqn_2024-12-11_13-29-49 - _step__MAX","edqn_2024-12-11_13-29-49 - Evaluate/EpEnvLen","edqn_2024-12-11_13-29-49 - Evaluate/EpEnvLen__MIN","edqn_2024-12-11_13-29-49 - Evaluate/EpEnvLen__MAX","no_dueling_2024-12-10_13-06-23 - _step","no_dueling_2024-12-10_13-06-23 - _step__MIN","no_dueling_2024-12-10_13-06-23 - _step__MAX","no_dueling_2024-12-10_13-06-23 - Evaluate/EpEnvLen","no_dueling_2024-12-10_13-06-23 - Evaluate/EpEnvLen__MIN","no_dueling_2024-12-10_13-06-23 - Evaluate/EpEnvLen__MAX","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step__MIN","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step__MAX","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Evaluate/EpEnvLen","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Evaluate/EpEnvLen__MIN","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Evaluate/EpEnvLen__MAX","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - _step","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - _step__MIN","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - _step__MAX","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - Evaluate/EpEnvLen","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - Evaluate/EpEnvLen__MIN","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - Evaluate/EpEnvLen__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpEnvLen","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpEnvLen__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpEnvLen__MAX","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - _step","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - _step__MIN","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - _step__MAX","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - Evaluate/EpEnvLen","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - Evaluate/EpEnvLen__MIN","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - Evaluate/EpEnvLen__MAX"
"1594","36727","36727","36727","941","941","941","36913","36913","36913","966","966","966","69129","69129","69129","950","950","950","37131","37131","37131","939","939","939","37140","37140","37140","974","974","974","37231","37231","37231","976","976","976"
"1595","36729","36729","36729","923","923","923","36915","36915","36915","945","945","945","69131","69131","69131","949","949","949","37133","37133","37133","927","927","927","37142","37142","37142","926","926","926","37233","37233","37233","922","922","922"
"1596","36731","36731","36731","778","778","778","36917","36917","36917","756","756","756","69133","69133","69133","999","999","999","37135","37135","37135","764","764","764","37144","37144","37144","757","757","757","37235","37235","37235","748","748","748"
"1597","36733","36733","36733","729","729","729","36919","36919","36919","912","912","912","69135","69135","69135","870","870","870","37137","37137","37137","734","734","734","37146","37146","37146","734","734","734","37237","37237","37237","811","811","811"
"1598","36735","36735","36735","724","724","724","36921","36921","36921","734","734","734","69137","69137","69137","712","712","712","37139","37139","37139","723","723","723","37148","37148","37148","719","719","719","37239","37239","37239","718","718","718"
"1599","36737","36737","36737","747","747","747","36923","36923","36923","744","744","744","69139","69139","69139","999","999","999","37141","37141","37141","765","765","765","37150","37150","37150","727","727","727","37241","37241","37241","760","760","760"
"1600","36739","36739","36739","673","673","673","36925","36925","36925","680","680","680","69141","69141","69141","866","866","866","37143","37143","37143","694","694","694","37152","37152","37152","694","694","694","37243","37243","37243","675","675","675"
"1601","36741","36741","36741","695","695","695","36927","36927","36927","678","678","678","69143","69143","69143","790","790","790","37145","37145","37145","698","698","698","37154","37154","37154","678","678","678","37245","37245","37245","697","697","697"
"1602","36899","36899","36899","932","932","932","37084","37084","37084","924","924","924","69459","69459","69459","1249","1249","1249","37306","37306","37306","921","921","921","37314","37314","37314","976","976","976","37406","37406","37406","970","970","970"
"1603","36901","36901","36901","942","942","942","37086","37086","37086","962","962","962","69461","69461","69461","921","921","921","37308","37308","37308","971","971","971","37316","37316","37316","964","964","964","37408","37408","37408","998","998","998"
"1604","36903","36903","36903","956","956","956","37088","37088","37088","1249","1249","1249","69463","69463","69463","1249","1249","1249","37310","37310","37310","958","958","958","37318","37318","37318","939","939","939","37410","37410","37410","948","948","948"
"1605","36905","36905","36905","766","766","766","37090","37090","37090","766","766","766","69465","69465","69465","999","999","999","37312","37312","37312","762","762","762","37320","37320","37320","758","758","758","37412","37412","37412","747","747","747"
"1606","36907","36907","36907","716","716","716","37092","37092","37092","758","758","758","69467","69467","69467","871","871","871","37314","37314","37314","713","713","713","37322","37322","37322","747","747","747","37414","37414","37414","713","713","713"
"1607","36909","36909","36909","744","744","744","37094","37094","37094","733","733","733","69469","69469","69469","751","751","751","37316","37316","37316","732","732","732","37324","37324","37324","999","999","999","37416","37416","37416","764","764","764"
"1608","36911","36911","36911","772","772","772","37096","37096","37096","754","754","754","69471","69471","69471","784","784","784","37318","37318","37318","766","766","766","37326","37326","37326","777","777","777","37418","37418","37418","750","750","750"
"1609","36913","36913","36913","691","691","691","37098","37098","37098","745","745","745","69473","69473","69473","867","867","867","37320","37320","37320","696","696","696","37328","37328","37328","699","699","699","37420","37420","37420","947","947","947"
"1610","36915","36915","36915","697","697","697","37100","37100","37100","714","714","714","69475","69475","69475","695","695","695","37322","37322","37322","694","694","694","37330","37330","37330","674","674","674","37422","37422","37422","774","774","774"
"1611","37078","37078","37078","958","958","958","37261","37261","37261","931","931","931","69791","69791","69791","1249","1249","1249","37482","37482","37482","1249","1249","1249","37486","37486","37486","943","943","943","37581","37581","37581","930","930","930"
"1612","37080","37080","37080","947","947","947","37263","37263","37263","967","967","967","69793","69793","69793","1014","1014","1014","37484","37484","37484","1249","1249","1249","37488","37488","37488","955","955","955","37583","37583","37583","959","959","959"
"1613","37082","37082","37082","930","930","930","37265","37265","37265","954","954","954","69795","69795","69795","960","960","960","37486","37486","37486","1249","1249","1249","37490","37490","37490","948","948","948","37585","37585","37585","949","949","949"
"1614","37084","37084","37084","759","759","759","37267","37267","37267","754","754","754","69797","69797","69797","999","999","999","37488","37488","37488","746","746","746","37492","37492","37492","759","759","759","37587","37587","37587","759","759","759"
"1615","37086","37086","37086","745","745","745","37269","37269","37269","749","749","749","69799","69799","69799","732","732","732","37490","37490","37490","735","735","735","37494","37494","37494","730","730","730","37589","37589","37589","734","734","734"
"1616","37088","37088","37088","737","737","737","37271","37271","37271","999","999","999","69801","69801","69801","747","747","747","37492","37492","37492","739","739","739","37496","37496","37496","745","745","745","37591","37591","37591","755","755","755"
"1617","37090","37090","37090","752","752","752","37273","37273","37273","747","747","747","69803","69803","69803","890","890","890","37494","37494","37494","749","749","749","37498","37498","37498","760","760","760","37593","37593","37593","762","762","762"
"1618","37092","37092","37092","712","712","712","37275","37275","37275","697","697","697","69805","69805","69805","699","699","699","37496","37496","37496","683","683","683","37500","37500","37500","691","691","691","37595","37595","37595","694","694","694"
"1619","37094","37094","37094","692","692","692","37277","37277","37277","693","693","693","69807","69807","69807","758","758","758","37498","37498","37498","774","774","774","37502","37502","37502","999","999","999","37597","37597","37597","761","761","761"
"1620","37255","37255","37255","968","968","968","37439","37439","37439","931","931","931","70123","70123","70123","1249","1249","1249","37660","37660","37660","979","979","979","37659","37659","37659","986","986","986","37757","37757","37757","930","930","930"
"1621","37257","37257","37257","930","930","930","37441","37441","37441","916","916","916","70125","70125","70125","968","968","968","37662","37662","37662","991","991","991","37661","37661","37661","992","992","992","37759","37759","37759","1028","1028","1028"
"1622","37259","37259","37259","922","922","922","37443","37443","37443","927","927","927","70127","70127","70127","1249","1249","1249","37664","37664","37664","971","971","971","37663","37663","37663","927","927","927","37761","37761","37761","1249","1249","1249"
"1623","37261","37261","37261","759","759","759","37445","37445","37445","740","740","740","70129","70129","70129","999","999","999","37666","37666","37666","766","766","766","37665","37665","37665","761","761","761","37763","37763","37763","778","778","778"
"1624","37263","37263","37263","734","734","734","37447","37447","37447","999","999","999","70131","70131","70131","749","749","749","37668","37668","37668","727","727","727","37667","37667","37667","741","741","741","37765","37765","37765","772","772","772"
"1625","37265","37265","37265","733","733","733","37449","37449","37449","734","734","734","70133","70133","70133","746","746","746","37670","37670","37670","717","717","717","37669","37669","37669","754","754","754","37767","37767","37767","765","765","765"
"1626","37267","37267","37267","747","747","747","37451","37451","37451","725","725","725","70135","70135","70135","999","999","999","37672","37672","37672","748","748","748","37671","37671","37671","749","749","749","37769","37769","37769","744","744","744"
"1627","37269","37269","37269","678","678","678","37453","37453","37453","686","686","686","70137","70137","70137","680","680","680","37674","37674","37674","678","678","678","37673","37673","37673","698","698","698","37771","37771","37771","695","695","695"
"1628","37271","37271","37271","676","676","676","37455","37455","37455","678","678","678","70139","70139","70139","762","762","762","37676","37676","37676","678","678","678","37675","37675","37675","691","691","691","37773","37773","37773","680","680","680"
"1629","37429","37429","37429","958","958","958","37616","37616","37616","965","965","965","70456","70456","70456","1249","1249","1249","37834","37834","37834","958","958","958","37834","37834","37834","965","965","965","37929","37929","37929","931","931","931"
"1630","37431","37431","37431","977","977","977","37618","37618","37618","919","919","919","70458","70458","70458","961","961","961","37836","37836","37836","959","959","959","37836","37836","37836","972","972","972","37931","37931","37931","956","956","956"
"1631","37433","37433","37433","911","911","911","37620","37620","37620","916","916","916","70460","70460","70460","962","962","962","37838","37838","37838","940","940","940","37838","37838","37838","928","928","928","37933","37933","37933","922","922","922"
"1632","37435","37435","37435","761","761","761","37622","37622","37622","759","759","759","70462","70462","70462","999","999","999","37840","37840","37840","761","761","761","37840","37840","37840","836","836","836","37935","37935","37935","787","787","787"
"1633","37437","37437","37437","735","735","735","37624","37624","37624","733","733","733","70464","70464","70464","889","889","889","37842","37842","37842","726","726","726","37842","37842","37842","735","735","735","37937","37937","37937","817","817","817"
"1634","37439","37439","37439","733","733","733","37626","37626","37626","729","729","729","70466","70466","70466","735","735","735","37844","37844","37844","739","739","739","37844","37844","37844","714","714","714","37939","37939","37939","719","719","719"
"1635","37441","37441","37441","752","752","752","37628","37628","37628","755","755","755","70468","70468","70468","999","999","999","37846","37846","37846","761","761","761","37846","37846","37846","746","746","746","37941","37941","37941","747","747","747"
"1636","37443","37443","37443","682","682","682","37630","37630","37630","691","691","691","70470","70470","70470","895","895","895","37848","37848","37848","695","695","695","37848","37848","37848","699","699","699","37943","37943","37943","678","678","678"
"1637","37445","37445","37445","687","687","687","37632","37632","37632","696","696","696","70472","70472","70472","854","854","854","37850","37850","37850","695","695","695","37850","37850","37850","698","698","698","37945","37945","37945","677","677","677"
"1638","37608","37608","37608","948","948","948","37791","37791","37791","976","976","976","70788","70788","70788","1249","1249","1249","38009","38009","38009","935","935","935","38007","38007","38007","971","971","971","38111","38111","38111","914","914","914"
"1639","37610","37610","37610","951","951","951","37793","37793","37793","953","953","953","70790","70790","70790","1249","1249","1249","38011","38011","38011","998","998","998","38009","38009","38009","954","954","954","38113","38113","38113","1011","1011","1011"
"1640","37612","37612","37612","913","913","913","37795","37795","37795","949","949","949","70792","70792","70792","1249","1249","1249","38013","38013","38013","970","970","970","38011","38011","38011","937","937","937","38115","38115","38115","928","928","928"
"1641","37614","37614","37614","754","754","754","37797","37797","37797","779","779","779","70794","70794","70794","999","999","999","38015","38015","38015","759","759","759","38013","38013","38013","759","759","759","38117","38117","38117","761","761","761"
"1642","37616","37616","37616","734","734","734","37799","37799","37799","744","744","744","70796","70796","70796","887","887","887","38017","38017","38017","745","745","745","38015","38015","38015","737","737","737","38119","38119","38119","749","749","749"
"1643","37618","37618","37618","733","733","733","37801","37801","37801","734","734","734","70798","70798","70798","740","740","740","38019","38019","38019","721","721","721","38017","38017","38017","734","734","734","38121","38121","38121","719","719","719"
"1644","37620","37620","37620","739","739","739","37803","37803","37803","761","761","761","70800","70800","70800","834","834","834","38021","38021","38021","749","749","749","38019","38019","38019","774","774","774","38123","38123","38123","751","751","751"
"1645","37622","37622","37622","683","683","683","37805","37805","37805","699","699","699","70802","70802","70802","717","717","717","38023","38023","38023","694","694","694","38021","38021","38021","696","696","696","38125","38125","38125","696","696","696"
"1646","37624","37624","37624","696","696","696","37807","37807","37807","676","676","676","70804","70804","70804","696","696","696","38025","38025","38025","691","691","691","38023","38023","38023","680","680","680","38127","38127","38127","695","695","695"
"1647","37786","37786","37786","930","930","930","37966","37966","37966","970","970","970","71120","71120","71120","1249","1249","1249","38183","38183","38183","921","921","921","38185","38185","38185","970","970","970","38288","38288","38288","977","977","977"
"1648","37788","37788","37788","1002","1002","1002","37968","37968","37968","965","965","965","71122","71122","71122","961","961","961","38185","38185","38185","955","955","955","38187","38187","38187","978","978","978","38290","38290","38290","955","955","955"
"1649","37790","37790","37790","952","952","952","37970","37970","37970","960","960","960","71124","71124","71124","988","988","988","38187","38187","38187","975","975","975","38189","38189","38189","960","960","960","38292","38292","38292","922","922","922"
"1650","37792","37792","37792","759","759","759","37972","37972","37972","766","766","766","71126","71126","71126","999","999","999","38189","38189","38189","779","779","779","38191","38191","38191","740","740","740","38294","38294","38294","778","778","778"
"1651","37794","37794","37794","749","749","749","37974","37974","37974","733","733","733","71128","71128","71128","825","825","825","38191","38191","38191","738","738","738","38193","38193","38193","734","734","734","38296","38296","38296","721","721","721"
"1652","37796","37796","37796","729","729","729","37976","37976","37976","733","733","733","71130","71130","71130","741","741","741","38193","38193","38193","721","721","721","38195","38195","38195","729","729","729","38298","38298","38298","733","733","733"
"1653","37798","37798","37798","720","720","720","37978","37978","37978","780","780","780","71132","71132","71132","999","999","999","38195","38195","38195","754","754","754","38197","38197","38197","758","758","758","38300","38300","38300","733","733","733"
"1654","37800","37800","37800","694","694","694","37980","37980","37980","700","700","700","71134","71134","71134","774","774","774","38197","38197","38197","696","696","696","38199","38199","38199","680","680","680","38302","38302","38302","696","696","696"
"1655","37802","37802","37802","999","999","999","37982","37982","37982","695","695","695","71136","71136","71136","692","692","692","38199","38199","38199","695","695","695","38201","38201","38201","696","696","696","38304","38304","38304","696","696","696"
"1656","37960","37960","37960","949","949","949","38146","38146","38146","950","950","950","71453","71453","71453","1249","1249","1249","38358","38358","38358","933","933","933","38362","38362","38362","1044","1044","1044","38463","38463","38463","998","998","998"
"1657","37962","37962","37962","965","965","965","38148","38148","38148","949","949","949","71455","71455","71455","985","985","985","38360","38360","38360","1004","1004","1004","38364","38364","38364","976","976","976","38465","38465","38465","1066","1066","1066"
"1658","37964","37964","37964","924","924","924","38150","38150","38150","959","959","959","71457","71457","71457","944","944","944","38362","38362","38362","982","982","982","38366","38366","38366","932","932","932","38467","38467","38467","926","926","926"
"1659","37966","37966","37966","742","742","742","38152","38152","38152","767","767","767","71459","71459","71459","999","999","999","38364","38364","38364","775","775","775","38368","38368","38368","748","748","748","38469","38469","38469","746","746","746"
"1660","37968","37968","37968","733","733","733","38154","38154","38154","733","733","733","71461","71461","71461","809","809","809","38366","38366","38366","999","999","999","38370","38370","38370","744","744","744","38471","38471","38471","736","736","736"
"1661","37970","37970","37970","733","733","733","38156","38156","38156","999","999","999","71463","71463","71463","751","751","751","38368","38368","38368","751","751","751","38372","38372","38372","746","746","746","38473","38473","38473","716","716","716"
"1662","37972","37972","37972","722","722","722","38158","38158","38158","749","749","749","71465","71465","71465","802","802","802","38370","38370","38370","777","777","777","38374","38374","38374","771","771","771","38475","38475","38475","772","772","772"
"1663","37974","37974","37974","691","691","691","38160","38160","38160","694","694","694","71467","71467","71467","698","698","698","38372","38372","38372","694","694","694","38376","38376","38376","844","844","844","38477","38477","38477","691","691","691"
"1664","37976","37976","37976","696","696","696","38162","38162","38162","712","712","712","71469","71469","71469","768","768","768","38374","38374","38374","676","676","676","38378","38378","38378","694","694","694","38479","38479","38479","691","691","691"
"1665","38138","38138","38138","980","980","980","38320","38320","38320","950","950","950","71785","71785","71785","1249","1249","1249","38533","38533","38533","955","955","955","38538","38538","38538","967","967","967","38639","38639","38639","998","998","998"
"1666","38140","38140","38140","946","946","946","38322","38322","38322","962","962","962","71787","71787","71787","996","996","996","38535","38535","38535","960","960","960","38540","38540","38540","965","965","965","38641","38641","38641","1088","1088","1088"
"1667","38142","38142","38142","925","925","925","38324","38324","38324","948","948","948","71789","71789","71789","986","986","986","38537","38537","38537","940","940","940","38542","38542","38542","939","939","939","38643","38643","38643","913","913","913"
"1668","38144","38144","38144","747","747","747","38326","38326","38326","765","765","765","71791","71791","71791","999","999","999","38539","38539","38539","756","756","756","38544","38544","38544","754","754","754","38645","38645","38645","777","777","777"
"1669","38146","38146","38146","718","718","718","38328","38328","38328","999","999","999","71793","71793","71793","746","746","746","38541","38541","38541","999","999","999","38546","38546","38546","716","716","716","38647","38647","38647","713","713","713"
"1670","38148","38148","38148","764","764","764","38330","38330","38330","717","717","717","71795","71795","71795","731","731","731","38543","38543","38543","733","733","733","38548","38548","38548","734","734","734","38649","38649","38649","734","734","734"
"1671","38150","38150","38150","735","735","735","38332","38332","38332","751","751","751","71797","71797","71797","999","999","999","38545","38545","38545","736","736","736","38550","38550","38550","727","727","727","38651","38651","38651","742","742","742"
"1672","38152","38152","38152","695","695","695","38334","38334","38334","696","696","696","71799","71799","71799","708","708","708","38547","38547","38547","696","696","696","38552","38552","38552","696","696","696","38653","38653","38653","696","696","696"
"1673","38154","38154","38154","695","695","695","38336","38336","38336","692","692","692","71801","71801","71801","682","682","682","38549","38549","38549","696","696","696","38554","38554","38554","693","693","693","38655","38655","38655","697","697","697"
"1674","38317","38317","38317","1249","1249","1249","38493","38493","38493","1045","1045","1045","72118","72118","72118","1249","1249","1249","38709","38709","38709","933","933","933","38711","38711","38711","965","965","965","38812","38812","38812","970","970","970"
"1675","38319","38319","38319","941","941","941","38495","38495","38495","934","934","934","72120","72120","72120","966","966","966","38711","38711","38711","958","958","958","38713","38713","38713","1029","1029","1029","38814","38814","38814","954","954","954"
"1676","38321","38321","38321","956","956","956","38497","38497","38497","984","984","984","72122","72122","72122","964","964","964","38713","38713","38713","1249","1249","1249","38715","38715","38715","936","936","936","38816","38816","38816","925","925","925"
"1677","38323","38323","38323","754","754","754","38499","38499","38499","747","747","747","72124","72124","72124","999","999","999","38715","38715","38715","745","745","745","38717","38717","38717","767","767","767","38818","38818","38818","759","759","759"
"1678","38325","38325","38325","740","740","740","38501","38501","38501","750","750","750","72126","72126","72126","830","830","830","38717","38717","38717","718","718","718","38719","38719","38719","728","728","728","38820","38820","38820","735","735","735"
"1679","38327","38327","38327","755","755","755","38503","38503","38503","757","757","757","72128","72128","72128","747","747","747","38719","38719","38719","799","799","799","38721","38721","38721","745","745","745","38822","38822","38822","716","716","716"
"1680","38329","38329","38329","734","734","734","38505","38505","38505","749","749","749","72130","72130","72130","999","999","999","38721","38721","38721","743","743","743","38723","38723","38723","761","761","761","38824","38824","38824","775","775","775"
"1681","38331","38331","38331","716","716","716","38507","38507","38507","678","678","678","72132","72132","72132","726","726","726","38723","38723","38723","692","692","692","38725","38725","38725","678","678","678","38826","38826","38826","680","680","680"
"1682","38333","38333","38333","692","692","692","38509","38509","38509","691","691","691","72134","72134","72134","777","777","777","38725","38725","38725","696","696","696","38727","38727","38727","673","673","673","38828","38828","38828","676","676","676"
"1683","38494","38494","38494","934","934","934","38670","38670","38670","925","925","925","72450","72450","72450","1249","1249","1249","38881","38881","38881","972","972","972","38887","38887","38887","959","959","959","38986","38986","38986","1013","1013","1013"
"1684","38496","38496","38496","930","930","930","38672","38672","38672","959","959","959","72452","72452","72452","958","958","958","38883","38883","38883","991","991","991","38889","38889","38889","976","976","976","38988","38988","38988","954","954","954"
"1685","38498","38498","38498","966","966","966","38674","38674","38674","930","930","930","72454","72454","72454","951","951","951","38885","38885","38885","966","966","966","38891","38891","38891","982","982","982","38990","38990","38990","925","925","925"
"1686","38500","38500","38500","750","750","750","38676","38676","38676","759","759","759","72456","72456","72456","999","999","999","38887","38887","38887","766","766","766","38893","38893","38893","761","761","761","38992","38992","38992","761","761","761"
"1687","38502","38502","38502","728","728","728","38678","38678","38678","880","880","880","72458","72458","72458","807","807","807","38889","38889","38889","746","746","746","38895","38895","38895","749","749","749","38994","38994","38994","724","724","724"
"1688","38504","38504","38504","749","749","749","38680","38680","38680","717","717","717","72460","72460","72460","733","733","733","38891","38891","38891","999","999","999","38897","38897","38897","723","723","723","38996","38996","38996","722","722","722"
"1689","38506","38506","38506","752","752","752","38682","38682","38682","752","752","752","72462","72462","72462","999","999","999","38893","38893","38893","751","751","751","38899","38899","38899","749","749","749","38998","38998","38998","779","779","779"
"1690","38508","38508","38508","696","696","696","38684","38684","38684","707","707","707","72464","72464","72464","739","739","739","38895","38895","38895","693","693","693","38901","38901","38901","694","694","694","39000","39000","39000","694","694","694"
"1691","38510","38510","38510","695","695","695","38686","38686","38686","697","697","697","72466","72466","72466","696","696","696","38897","38897","38897","691","691","691","38903","38903","38903","695","695","695","39002","39002","39002","696","696","696"
"1692","38669","38669","38669","996","996","996","38846","38846","38846","928","928","928","72782","72782","72782","1249","1249","1249","39060","39060","39060","918","918","918","39060","39060","39060","980","980","980","39167","39167","39167","997","997","997"
"1693","38671","38671","38671","941","941","941","38848","38848","38848","1005","1005","1005","72784","72784","72784","998","998","998","39062","39062","39062","952","952","952","39062","39062","39062","954","954","954","39169","39169","39169","991","991","991"
"1694","38673","38673","38673","944","944","944","38850","38850","38850","933","933","933","72786","72786","72786","1249","1249","1249","39064","39064","39064","961","961","961","39064","39064","39064","931","931","931","39171","39171","39171","948","948","948"
"1695","38675","38675","38675","756","756","756","38852","38852","38852","759","759","759","72788","72788","72788","999","999","999","39066","39066","39066","765","765","765","39066","39066","39066","745","745","745","39173","39173","39173","746","746","746"
"1696","38677","38677","38677","749","749","749","38854","38854","38854","999","999","999","72790","72790","72790","830","830","830","39068","39068","39068","722","722","722","39068","39068","39068","771","771","771","39175","39175","39175","767","767","767"
"1697","38679","38679","38679","734","734","734","38856","38856","38856","999","999","999","72792","72792","72792","717","717","717","39070","39070","39070","721","721","721","39070","39070","39070","747","747","747","39177","39177","39177","735","735","735"
"1698","38681","38681","38681","774","774","774","38858","38858","38858","773","773","773","72794","72794","72794","853","853","853","39072","39072","39072","773","773","773","39072","39072","39072","750","750","750","39179","39179","39179","749","749","749"
"1699","38683","38683","38683","680","680","680","38860","38860","38860","697","697","697","72796","72796","72796","712","712","712","39074","39074","39074","693","693","693","39074","39074","39074","678","678","678","39181","39181","39181","696","696","696"
"1700","38685","38685","38685","700","700","700","38862","38862","38862","698","698","698","72798","72798","72798","867","867","867","39076","39076","39076","698","698","698","39076","39076","39076","692","692","692","39183","39183","39183","692","692","692"
"1701","38845","38845","38845","924","924","924","39020","39020","39020","973","973","973","73115","73115","73115","1249","1249","1249","39233","39233","39233","963","963","963","39234","39234","39234","981","981","981","39342","39342","39342","989","989","989"
"1702","38847","38847","38847","942","942","942","39022","39022","39022","956","956","956","73117","73117","73117","1048","1048","1048","39235","39235","39235","974","974","974","39236","39236","39236","969","969","969","39344","39344","39344","960","960","960"
"1703","38849","38849","38849","956","956","956","39024","39024","39024","948","948","948","73119","73119","73119","1012","1012","1012","39237","39237","39237","917","917","917","39238","39238","39238","925","925","925","39346","39346","39346","963","963","963"
"1704","38851","38851","38851","750","750","750","39026","39026","39026","745","745","745","73121","73121","73121","999","999","999","39239","39239","39239","779","779","779","39240","39240","39240","745","745","745","39348","39348","39348","762","762","762"
"1705","38853","38853","38853","733","733","733","39028","39028","39028","788","788","788","73123","73123","73123","866","866","866","39241","39241","39241","730","730","730","39242","39242","39242","999","999","999","39350","39350","39350","720","720","720"
"1706","38855","38855","38855","734","734","734","39030","39030","39030","734","734","734","73125","73125","73125","738","738","738","39243","39243","39243","747","747","747","39244","39244","39244","718","718","718","39352","39352","39352","735","735","735"
"1707","38857","38857","38857","755","755","755","39032","39032","39032","749","749","749","73127","73127","73127","999","999","999","39245","39245","39245","773","773","773","39246","39246","39246","750","750","750","39354","39354","39354","776","776","776"
"1708","38859","38859","38859","696","696","696","39034","39034","39034","678","678","678","73129","73129","73129","706","706","706","39247","39247","39247","693","693","693","39248","39248","39248","711","711","711","39356","39356","39356","697","697","697"
"1709","38861","38861","38861","861","861","861","39036","39036","39036","695","695","695","73131","73131","73131","691","691","691","39249","39249","39249","695","695","695","39250","39250","39250","695","695","695","39358","39358","39358","693","693","693"
"1710","39018","39018","39018","974","974","974","39193","39193","39193","947","947","947","73447","73447","73447","1249","1249","1249","39409","39409","39409","974","974","974","39406","39406","39406","998","998","998","39516","39516","39516","940","940","940"
"1711","39020","39020","39020","946","946","946","39195","39195","39195","980","980","980","73449","73449","73449","922","922","922","39411","39411","39411","958","958","958","39408","39408","39408","951","951","951","39518","39518","39518","955","955","955"
"1712","39022","39022","39022","956","956","956","39197","39197","39197","946","946","946","73451","73451","73451","923","923","923","39413","39413","39413","940","940","940","39410","39410","39410","936","936","936","39520","39520","39520","934","934","934"
"1713","39024","39024","39024","747","747","747","39199","39199","39199","743","743","743","73453","73453","73453","999","999","999","39415","39415","39415","764","764","764","39412","39412","39412","748","748","748","39522","39522","39522","761","761","761"
"1714","39026","39026","39026","744","744","744","39201","39201","39201","786","786","786","73455","73455","73455","811","811","811","39417","39417","39417","735","735","735","39414","39414","39414","999","999","999","39524","39524","39524","749","749","749"
"1715","39028","39028","39028","722","722","722","39203","39203","39203","717","717","717","73457","73457","73457","739","739","739","39419","39419","39419","717","717","717","39416","39416","39416","735","735","735","39526","39526","39526","748","748","748"
"1716","39030","39030","39030","768","768","768","39205","39205","39205","742","742","742","73459","73459","73459","824","824","824","39421","39421","39421","735","735","735","39418","39418","39418","766","766","766","39528","39528","39528","749","749","749"
"1717","39032","39032","39032","673","673","673","39207","39207","39207","691","691","691","73461","73461","73461","731","731","731","39423","39423","39423","693","693","693","39420","39420","39420","695","695","695","39530","39530","39530","699","699","699"
"1718","39034","39034","39034","691","691","691","39209","39209","39209","693","693","693","73463","73463","73463","779","779","779","39425","39425","39425","679","679","679","39422","39422","39422","678","678","678","39532","39532","39532","707","707","707"
"1719","39196","39196","39196","932","932","932","39367","39367","39367","979","979","979","73779","73779","73779","1249","1249","1249","39586","39586","39586","952","952","952","39582","39582","39582","971","971","971","39689","39689","39689","985","985","985"
"1720","39198","39198","39198","931","931","931","39369","39369","39369","919","919","919","73781","73781","73781","965","965","965","39588","39588","39588","960","960","960","39584","39584","39584","968","968","968","39691","39691","39691","979","979","979"
"1721","39200","39200","39200","956","956","956","39371","39371","39371","934","934","934","73783","73783","73783","961","961","961","39590","39590","39590","937","937","937","39586","39586","39586","958","958","958","39693","39693","39693","1029","1029","1029"
"1722","39202","39202","39202","755","755","755","39373","39373","39373","757","757","757","73785","73785","73785","999","999","999","39592","39592","39592","779","779","779","39588","39588","39588","754","754","754","39695","39695","39695","759","759","759"
"1723","39204","39204","39204","749","749","749","39375","39375","39375","999","999","999","73787","73787","73787","809","809","809","39594","39594","39594","716","716","716","39590","39590","39590","731","731","731","39697","39697","39697","722","722","722"
