"Evaluate/step_episode","no_spatial_rainbowmini_2024-12-23_18-12-29 - _step","no_spatial_rainbowmini_2024-12-23_18-12-29 - _step__MIN","no_spatial_rainbowmini_2024-12-23_18-12-29 - _step__MAX","no_spatial_rainbowmini_2024-12-23_18-12-29 - Evaluate/EpProgress","no_spatial_rainbowmini_2024-12-23_18-12-29 - Evaluate/EpProgress__MIN","no_spatial_rainbowmini_2024-12-23_18-12-29 - Evaluate/EpProgress__MAX","edqn_2024-12-11_13-29-49 - _step","edqn_2024-12-11_13-29-49 - _step__MIN","edqn_2024-12-11_13-29-49 - _step__MAX","edqn_2024-12-11_13-29-49 - Evaluate/EpProgress","edqn_2024-12-11_13-29-49 - Evaluate/EpProgress__MIN","edqn_2024-12-11_13-29-49 - Evaluate/EpProgress__MAX","no_dueling_2024-12-10_13-06-23 - _step","no_dueling_2024-12-10_13-06-23 - _step__MIN","no_dueling_2024-12-10_13-06-23 - _step__MAX","no_dueling_2024-12-10_13-06-23 - Evaluate/EpProgress","no_dueling_2024-12-10_13-06-23 - Evaluate/EpProgress__MIN","no_dueling_2024-12-10_13-06-23 - Evaluate/EpProgress__MAX","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step__MIN","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step__MAX","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Evaluate/EpProgress","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Evaluate/EpProgress__MIN","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Evaluate/EpProgress__MAX","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - _step","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - _step__MIN","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - _step__MAX","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - Evaluate/EpProgress","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - Evaluate/EpProgress__MIN","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - Evaluate/EpProgress__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress__MAX","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - _step","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - _step__MIN","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - _step__MAX","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - Evaluate/EpProgress","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - Evaluate/EpProgress__MIN","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - Evaluate/EpProgress__MAX"
"1358","32586","32586","32586","1","1","1","31985","31985","31985","1","1","1","32164","32164","32164","1","1","1","60169","60169","60169","1","1","1","32420","32420","32420","1","1","1","32389","32389","32389","1","1","1","32500","32500","32500","1","1","1"
"1359","32748","32748","32748","0.8","0.8","0.8","32149","32149","32149","0.8","0.8","0.8","32328","32328","32328","1","1","1","60485","60485","60485","0.8","0.8","0.8","32579","32579","32579","1","1","1","32546","32546","32546","0.8","0.8","0.8","32660","32660","32660","1","1","1"
"1360","32750","32750","32750","1","1","1","32151","32151","32151","1","1","1","32330","32330","32330","1","1","1","60487","60487","60487","0.8","0.8","0.8","32581","32581","32581","1","1","1","32548","32548","32548","1","1","1","32662","32662","32662","1","1","1"
"1361","32752","32752","32752","0.8","0.8","0.8","32153","32153","32153","1","1","1","32332","32332","32332","1","1","1","60489","60489","60489","1","1","1","32583","32583","32583","1","1","1","32550","32550","32550","1","1","1","32664","32664","32664","1","1","1"
"1362","32754","32754","32754","1","1","1","32155","32155","32155","1","1","1","32334","32334","32334","1","1","1","60491","60491","60491","1","1","1","32585","32585","32585","1","1","1","32552","32552","32552","1","1","1","32666","32666","32666","1","1","1"
"1363","32756","32756","32756","1","1","1","32157","32157","32157","1","1","1","32336","32336","32336","1","1","1","60493","60493","60493","1","1","1","32587","32587","32587","0.8","0.8","0.8","32554","32554","32554","1","1","1","32668","32668","32668","1","1","1"
"1364","32758","32758","32758","1","1","1","32159","32159","32159","1","1","1","32338","32338","32338","1","1","1","60495","60495","60495","1","1","1","32589","32589","32589","0.8","0.8","0.8","32556","32556","32556","1","1","1","32670","32670","32670","1","1","1"
"1365","32760","32760","32760","1","1","1","32161","32161","32161","1","1","1","32340","32340","32340","1","1","1","60497","60497","60497","0.8","0.8","0.8","32591","32591","32591","1","1","1","32558","32558","32558","1","1","1","32672","32672","32672","1","1","1"
"1366","32762","32762","32762","1","1","1","32163","32163","32163","1","1","1","32342","32342","32342","1","1","1","60499","60499","60499","1","1","1","32593","32593","32593","1","1","1","32560","32560","32560","1","1","1","32674","32674","32674","1","1","1"
"1367","32764","32764","32764","1","1","1","32165","32165","32165","1","1","1","32344","32344","32344","1","1","1","60501","60501","60501","1","1","1","32595","32595","32595","1","1","1","32562","32562","32562","1","1","1","32676","32676","32676","1","1","1"
"1368","32931","32931","32931","0.8","0.8","0.8","32324","32324","32324","1","1","1","32503","32503","32503","1","1","1","60817","60817","60817","0.8","0.8","0.8","32752","32752","32752","1","1","1","32725","32725","32725","1","1","1","32837","32837","32837","1","1","1"
"1369","32933","32933","32933","1","1","1","32326","32326","32326","1","1","1","32505","32505","32505","1","1","1","60819","60819","60819","1","1","1","32754","32754","32754","1","1","1","32727","32727","32727","1","1","1","32839","32839","32839","1","1","1"
"1370","32935","32935","32935","1","1","1","32328","32328","32328","1","1","1","32507","32507","32507","1","1","1","60821","60821","60821","0.8","0.8","0.8","32756","32756","32756","1","1","1","32729","32729","32729","1","1","1","32841","32841","32841","1","1","1"
"1371","32937","32937","32937","1","1","1","32330","32330","32330","1","1","1","32509","32509","32509","1","1","1","60823","60823","60823","1","1","1","32758","32758","32758","1","1","1","32731","32731","32731","1","1","1","32843","32843","32843","1","1","1"
"1372","32939","32939","32939","1","1","1","32332","32332","32332","1","1","1","32511","32511","32511","1","1","1","60825","60825","60825","1","1","1","32760","32760","32760","1","1","1","32733","32733","32733","1","1","1","32845","32845","32845","1","1","1"
"1373","32941","32941","32941","1","1","1","32334","32334","32334","0.8","0.8","0.8","32513","32513","32513","1","1","1","60827","60827","60827","1","1","1","32762","32762","32762","1","1","1","32735","32735","32735","1","1","1","32847","32847","32847","0.8","0.8","0.8"
"1374","32943","32943","32943","1","1","1","32336","32336","32336","1","1","1","32515","32515","32515","1","1","1","60829","60829","60829","0.8","0.8","0.8","32764","32764","32764","1","1","1","32737","32737","32737","1","1","1","32849","32849","32849","1","1","1"
"1375","32945","32945","32945","1","1","1","32338","32338","32338","1","1","1","32517","32517","32517","1","1","1","60831","60831","60831","1","1","1","32766","32766","32766","0.8","0.8","0.8","32739","32739","32739","1","1","1","32851","32851","32851","1","1","1"
"1376","32947","32947","32947","1","1","1","32340","32340","32340","1","1","1","32519","32519","32519","1","1","1","60833","60833","60833","1","1","1","32768","32768","32768","1","1","1","32741","32741","32741","0.8","0.8","0.8","32853","32853","32853","1","1","1"
"1377","33109","33109","33109","0.8","0.8","0.8","32502","32502","32502","1","1","1","32679","32679","32679","1","1","1","61150","61150","61150","0.8","0.8","0.8","32924","32924","32924","1","1","1","32897","32897","32897","1","1","1","33012","33012","33012","1","1","1"
"1378","33111","33111","33111","0.8","0.8","0.8","32504","32504","32504","1","1","1","32681","32681","32681","1","1","1","61152","61152","61152","1","1","1","32926","32926","32926","1","1","1","32899","32899","32899","1","1","1","33014","33014","33014","1","1","1"
"1379","33113","33113","33113","1","1","1","32506","32506","32506","1","1","1","32683","32683","32683","1","1","1","61154","61154","61154","1","1","1","32928","32928","32928","1","1","1","32901","32901","32901","1","1","1","33016","33016","33016","0.8","0.8","0.8"
"1380","33115","33115","33115","1","1","1","32508","32508","32508","1","1","1","32685","32685","32685","1","1","1","61156","61156","61156","1","1","1","32930","32930","32930","1","1","1","32903","32903","32903","1","1","1","33018","33018","33018","1","1","1"
"1381","33117","33117","33117","1","1","1","32510","32510","32510","1","1","1","32687","32687","32687","1","1","1","61158","61158","61158","1","1","1","32932","32932","32932","1","1","1","32905","32905","32905","1","1","1","33020","33020","33020","1","1","1"
"1382","33119","33119","33119","0.8","0.8","0.8","32512","32512","32512","0.8","0.8","0.8","32689","32689","32689","1","1","1","61160","61160","61160","1","1","1","32934","32934","32934","0.8","0.8","0.8","32907","32907","32907","1","1","1","33022","33022","33022","1","1","1"
"1383","33121","33121","33121","1","1","1","32514","32514","32514","1","1","1","32691","32691","32691","1","1","1","61162","61162","61162","0.8","0.8","0.8","32936","32936","32936","1","1","1","32909","32909","32909","1","1","1","33024","33024","33024","1","1","1"
"1384","33123","33123","33123","1","1","1","32516","32516","32516","1","1","1","32693","32693","32693","1","1","1","61164","61164","61164","1","1","1","32938","32938","32938","1","1","1","32911","32911","32911","1","1","1","33026","33026","33026","1","1","1"
"1385","33125","33125","33125","1","1","1","32518","32518","32518","1","1","1","32695","32695","32695","1","1","1","61166","61166","61166","1","1","1","32940","32940","32940","1","1","1","32913","32913","32913","1","1","1","33028","33028","33028","1","1","1"
"1386","33290","33290","33290","1","1","1","32676","32676","32676","0.8","0.8","0.8","32858","32858","32858","1","1","1","61482","61482","61482","0.8","0.8","0.8","33097","33097","33097","1","1","1","33073","33073","33073","0.8","0.8","0.8","33184","33184","33184","1","1","1"
"1387","33292","33292","33292","1","1","1","32678","32678","32678","1","1","1","32860","32860","32860","1","1","1","61484","61484","61484","1","1","1","33099","33099","33099","1","1","1","33075","33075","33075","1","1","1","33186","33186","33186","1","1","1"
"1388","33294","33294","33294","1","1","1","32680","32680","32680","1","1","1","32862","32862","32862","1","1","1","61486","61486","61486","1","1","1","33101","33101","33101","1","1","1","33077","33077","33077","1","1","1","33188","33188","33188","1","1","1"
"1389","33296","33296","33296","1","1","1","32682","32682","32682","1","1","1","32864","32864","32864","1","1","1","61488","61488","61488","1","1","1","33103","33103","33103","1","1","1","33079","33079","33079","1","1","1","33190","33190","33190","1","1","1"
"1390","33298","33298","33298","1","1","1","32684","32684","32684","1","1","1","32866","32866","32866","1","1","1","61490","61490","61490","1","1","1","33105","33105","33105","1","1","1","33081","33081","33081","1","1","1","33192","33192","33192","1","1","1"
"1391","33300","33300","33300","1","1","1","32686","32686","32686","1","1","1","32868","32868","32868","1","1","1","61492","61492","61492","1","1","1","33107","33107","33107","1","1","1","33083","33083","33083","1","1","1","33194","33194","33194","1","1","1"
"1392","33302","33302","33302","1","1","1","32688","32688","32688","1","1","1","32870","32870","32870","1","1","1","61494","61494","61494","0.8","0.8","0.8","33109","33109","33109","1","1","1","33085","33085","33085","1","1","1","33196","33196","33196","1","1","1"
"1393","33304","33304","33304","1","1","1","32690","32690","32690","1","1","1","32872","32872","32872","1","1","1","61496","61496","61496","1","1","1","33111","33111","33111","1","1","1","33087","33087","33087","1","1","1","33198","33198","33198","1","1","1"
"1394","33306","33306","33306","1","1","1","32692","32692","32692","1","1","1","32874","32874","32874","1","1","1","61498","61498","61498","1","1","1","33113","33113","33113","1","1","1","33089","33089","33089","1","1","1","33200","33200","33200","1","1","1"
"1395","33467","33467","33467","0.8","0.8","0.8","32851","32851","32851","1","1","1","33032","33032","33032","1","1","1","61814","61814","61814","0.8","0.8","0.8","33272","33272","33272","1","1","1","33249","33249","33249","1","1","1","33365","33365","33365","1","1","1"
"1396","33469","33469","33469","1","1","1","32853","32853","32853","1","1","1","33034","33034","33034","1","1","1","61816","61816","61816","1","1","1","33274","33274","33274","1","1","1","33251","33251","33251","1","1","1","33367","33367","33367","1","1","1"
"1397","33471","33471","33471","1","1","1","32855","32855","32855","1","1","1","33036","33036","33036","1","1","1","61818","61818","61818","1","1","1","33276","33276","33276","1","1","1","33253","33253","33253","1","1","1","33369","33369","33369","1","1","1"
"1398","33473","33473","33473","1","1","1","32857","32857","32857","1","1","1","33038","33038","33038","1","1","1","61820","61820","61820","0.8","0.8","0.8","33278","33278","33278","1","1","1","33255","33255","33255","1","1","1","33371","33371","33371","1","1","1"
"1399","33475","33475","33475","1","1","1","32859","32859","32859","1","1","1","33040","33040","33040","1","1","1","61822","61822","61822","1","1","1","33280","33280","33280","1","1","1","33257","33257","33257","1","1","1","33373","33373","33373","1","1","1"
"1400","33477","33477","33477","1","1","1","32861","32861","32861","1","1","1","33042","33042","33042","1","1","1","61824","61824","61824","1","1","1","33282","33282","33282","1","1","1","33259","33259","33259","1","1","1","33375","33375","33375","1","1","1"
"1401","33479","33479","33479","1","1","1","32863","32863","32863","1","1","1","33044","33044","33044","1","1","1","61826","61826","61826","0.8","0.8","0.8","33284","33284","33284","1","1","1","33261","33261","33261","1","1","1","33377","33377","33377","1","1","1"
"1402","33481","33481","33481","1","1","1","32865","32865","32865","1","1","1","33046","33046","33046","1","1","1","61828","61828","61828","1","1","1","33286","33286","33286","1","1","1","33263","33263","33263","1","1","1","33379","33379","33379","1","1","1"
"1403","33483","33483","33483","1","1","1","32867","32867","32867","1","1","1","33048","33048","33048","1","1","1","61830","61830","61830","0.8","0.8","0.8","33288","33288","33288","1","1","1","33265","33265","33265","1","1","1","33381","33381","33381","0.9","0.9","0.9"
"1404","33647","33647","33647","0.8","0.8","0.8","33028","33028","33028","1","1","1","33211","33211","33211","1","1","1","62147","62147","62147","0.8","0.8","0.8","33447","33447","33447","1","1","1","33427","33427","33427","0.8","0.8","0.8","33540","33540","33540","1","1","1"
"1405","33649","33649","33649","1","1","1","33030","33030","33030","1","1","1","33213","33213","33213","1","1","1","62149","62149","62149","0.8","0.8","0.8","33449","33449","33449","1","1","1","33429","33429","33429","1","1","1","33542","33542","33542","1","1","1"
"1406","33651","33651","33651","1","1","1","33032","33032","33032","1","1","1","33215","33215","33215","1","1","1","62151","62151","62151","1","1","1","33451","33451","33451","1","1","1","33431","33431","33431","1","1","1","33544","33544","33544","1","1","1"
"1407","33653","33653","33653","1","1","1","33034","33034","33034","1","1","1","33217","33217","33217","1","1","1","62153","62153","62153","1","1","1","33453","33453","33453","1","1","1","33433","33433","33433","1","1","1","33546","33546","33546","1","1","1"
"1408","33655","33655","33655","1","1","1","33036","33036","33036","1","1","1","33219","33219","33219","1","1","1","62155","62155","62155","1","1","1","33455","33455","33455","0.8","0.8","0.8","33435","33435","33435","1","1","1","33548","33548","33548","1","1","1"
"1409","33657","33657","33657","1","1","1","33038","33038","33038","0.8","0.8","0.8","33221","33221","33221","1","1","1","62157","62157","62157","1","1","1","33457","33457","33457","1","1","1","33437","33437","33437","1","1","1","33550","33550","33550","1","1","1"
"1410","33659","33659","33659","1","1","1","33040","33040","33040","1","1","1","33223","33223","33223","1","1","1","62159","62159","62159","1","1","1","33459","33459","33459","1","1","1","33439","33439","33439","1","1","1","33552","33552","33552","1","1","1"
"1411","33661","33661","33661","1","1","1","33042","33042","33042","1","1","1","33225","33225","33225","1","1","1","62161","62161","62161","1","1","1","33461","33461","33461","1","1","1","33441","33441","33441","1","1","1","33554","33554","33554","1","1","1"
"1412","33663","33663","33663","1","1","1","33044","33044","33044","1","1","1","33227","33227","33227","1","1","1","62163","62163","62163","1","1","1","33463","33463","33463","1","1","1","33443","33443","33443","1","1","1","33556","33556","33556","1","1","1"
"1413","33820","33820","33820","0.8","0.8","0.8","33201","33201","33201","1","1","1","33387","33387","33387","1","1","1","62479","62479","62479","0.8","0.8","0.8","33620","33620","33620","1","1","1","33599","33599","33599","1","1","1","33715","33715","33715","1","1","1"
"1414","33822","33822","33822","1","1","1","33203","33203","33203","1","1","1","33389","33389","33389","1","1","1","62481","62481","62481","1","1","1","33622","33622","33622","1","1","1","33601","33601","33601","1","1","1","33717","33717","33717","1","1","1"
"1415","33824","33824","33824","1","1","1","33205","33205","33205","1","1","1","33391","33391","33391","1","1","1","62483","62483","62483","0.8","0.8","0.8","33624","33624","33624","1","1","1","33603","33603","33603","1","1","1","33719","33719","33719","0.8","0.8","0.8"
"1416","33826","33826","33826","1","1","1","33207","33207","33207","1","1","1","33393","33393","33393","1","1","1","62485","62485","62485","1","1","1","33626","33626","33626","1","1","1","33605","33605","33605","1","1","1","33721","33721","33721","1","1","1"
"1417","33828","33828","33828","1","1","1","33209","33209","33209","1","1","1","33395","33395","33395","1","1","1","62487","62487","62487","1","1","1","33628","33628","33628","1","1","1","33607","33607","33607","1","1","1","33723","33723","33723","1","1","1"
"1418","33830","33830","33830","1","1","1","33211","33211","33211","1","1","1","33397","33397","33397","1","1","1","62489","62489","62489","1","1","1","33630","33630","33630","0.8","0.8","0.8","33609","33609","33609","1","1","1","33725","33725","33725","1","1","1"
"1419","33832","33832","33832","1","1","1","33213","33213","33213","1","1","1","33399","33399","33399","1","1","1","62491","62491","62491","0.8","0.8","0.8","33632","33632","33632","1","1","1","33611","33611","33611","1","1","1","33727","33727","33727","1","1","1"
"1420","33834","33834","33834","1","1","1","33215","33215","33215","1","1","1","33401","33401","33401","1","1","1","62493","62493","62493","1","1","1","33634","33634","33634","1","1","1","33613","33613","33613","1","1","1","33729","33729","33729","1","1","1"
"1421","33836","33836","33836","1","1","1","33217","33217","33217","1","1","1","33403","33403","33403","1","1","1","62495","62495","62495","1","1","1","33636","33636","33636","1","1","1","33615","33615","33615","1","1","1","33731","33731","33731","1","1","1"
"1422","33996","33996","33996","0.8","0.8","0.8","33376","33376","33376","0.8","0.8","0.8","33560","33560","33560","1","1","1","62811","62811","62811","0.8","0.8","0.8","33792","33792","33792","1","1","1","33773","33773","33773","1","1","1","33894","33894","33894","1","1","1"
"1423","33998","33998","33998","1","1","1","33378","33378","33378","1","1","1","33562","33562","33562","1","1","1","62813","62813","62813","1","1","1","33794","33794","33794","1","1","1","33775","33775","33775","1","1","1","33896","33896","33896","1","1","1"
"1424","34000","34000","34000","1","1","1","33380","33380","33380","1","1","1","33564","33564","33564","1","1","1","62815","62815","62815","0.8","0.8","0.8","33796","33796","33796","1","1","1","33777","33777","33777","1","1","1","33898","33898","33898","1","1","1"
"1425","34002","34002","34002","1","1","1","33382","33382","33382","1","1","1","33566","33566","33566","1","1","1","62817","62817","62817","1","1","1","33798","33798","33798","1","1","1","33779","33779","33779","1","1","1","33900","33900","33900","1","1","1"
"1426","34004","34004","34004","1","1","1","33384","33384","33384","1","1","1","33568","33568","33568","1","1","1","62819","62819","62819","1","1","1","33800","33800","33800","1","1","1","33781","33781","33781","1","1","1","33902","33902","33902","1","1","1"
"1427","34006","34006","34006","1","1","1","33386","33386","33386","1","1","1","33570","33570","33570","1","1","1","62821","62821","62821","1","1","1","33802","33802","33802","0.8","0.8","0.8","33783","33783","33783","1","1","1","33904","33904","33904","1","1","1"
"1428","34008","34008","34008","1","1","1","33388","33388","33388","1","1","1","33572","33572","33572","1","1","1","62823","62823","62823","0.8","0.8","0.8","33804","33804","33804","1","1","1","33785","33785","33785","1","1","1","33906","33906","33906","1","1","1"
"1429","34010","34010","34010","1","1","1","33390","33390","33390","1","1","1","33574","33574","33574","1","1","1","62825","62825","62825","1","1","1","33806","33806","33806","1","1","1","33787","33787","33787","1","1","1","33908","33908","33908","1","1","1"
"1430","34012","34012","34012","1","1","1","33392","33392","33392","1","1","1","33576","33576","33576","1","1","1","62827","62827","62827","1","1","1","33808","33808","33808","1","1","1","33789","33789","33789","1","1","1","33910","33910","33910","1","1","1"
"1431","34177","34177","34177","0.8","0.8","0.8","33555","33555","33555","1","1","1","33737","33737","33737","1","1","1","63144","63144","63144","0.8","0.8","0.8","33967","33967","33967","1","1","1","33950","33950","33950","1","1","1","34069","34069","34069","1","1","1"
"1432","34179","34179","34179","1","1","1","33557","33557","33557","1","1","1","33739","33739","33739","1","1","1","63146","63146","63146","1","1","1","33969","33969","33969","1","1","1","33952","33952","33952","1","1","1","34071","34071","34071","1","1","1"
"1433","34181","34181","34181","1","1","1","33559","33559","33559","1","1","1","33741","33741","33741","1","1","1","63148","63148","63148","1","1","1","33971","33971","33971","1","1","1","33954","33954","33954","1","1","1","34073","34073","34073","1","1","1"
"1434","34183","34183","34183","1","1","1","33561","33561","33561","1","1","1","33743","33743","33743","1","1","1","63150","63150","63150","0.8","0.8","0.8","33973","33973","33973","1","1","1","33956","33956","33956","1","1","1","34075","34075","34075","1","1","1"
"1435","34185","34185","34185","1","1","1","33563","33563","33563","1","1","1","33745","33745","33745","1","1","1","63152","63152","63152","1","1","1","33975","33975","33975","1","1","1","33958","33958","33958","1","1","1","34077","34077","34077","1","1","1"
"1436","34187","34187","34187","1","1","1","33565","33565","33565","1","1","1","33747","33747","33747","1","1","1","63154","63154","63154","1","1","1","33977","33977","33977","1","1","1","33960","33960","33960","1","1","1","34079","34079","34079","1","1","1"
"1437","34189","34189","34189","1","1","1","33567","33567","33567","1","1","1","33749","33749","33749","1","1","1","63156","63156","63156","1","1","1","33979","33979","33979","1","1","1","33962","33962","33962","1","1","1","34081","34081","34081","1","1","1"
"1438","34191","34191","34191","1","1","1","33569","33569","33569","1","1","1","33751","33751","33751","1","1","1","63158","63158","63158","1","1","1","33981","33981","33981","1","1","1","33964","33964","33964","1","1","1","34083","34083","34083","1","1","1"
"1439","34193","34193","34193","1","1","1","33571","33571","33571","1","1","1","33753","33753","33753","1","1","1","63160","63160","63160","1","1","1","33983","33983","33983","1","1","1","33966","33966","33966","1","1","1","34085","34085","34085","1","1","1"
"1440","34353","34353","34353","0.8","0.8","0.8","33730","33730","33730","1","1","1","33915","33915","33915","1","1","1","63476","63476","63476","0.8","0.8","0.8","34144","34144","34144","1","1","1","34128","34128","34128","1","1","1","34246","34246","34246","1","1","1"
"1441","34355","34355","34355","1","1","1","33732","33732","33732","1","1","1","33917","33917","33917","1","1","1","63478","63478","63478","1","1","1","34146","34146","34146","1","1","1","34130","34130","34130","1","1","1","34248","34248","34248","1","1","1"
"1442","34357","34357","34357","1","1","1","33734","33734","33734","1","1","1","33919","33919","33919","1","1","1","63480","63480","63480","1","1","1","34148","34148","34148","1","1","1","34132","34132","34132","1","1","1","34250","34250","34250","1","1","1"
"1443","34359","34359","34359","1","1","1","33736","33736","33736","1","1","1","33921","33921","33921","1","1","1","63482","63482","63482","1","1","1","34150","34150","34150","1","1","1","34134","34134","34134","1","1","1","34252","34252","34252","1","1","1"
"1444","34361","34361","34361","1","1","1","33738","33738","33738","1","1","1","33923","33923","33923","1","1","1","63484","63484","63484","1","1","1","34152","34152","34152","1","1","1","34136","34136","34136","1","1","1","34254","34254","34254","1","1","1"
"1445","34363","34363","34363","1","1","1","33740","33740","33740","1","1","1","33925","33925","33925","0.8","0.8","0.8","63486","63486","63486","1","1","1","34154","34154","34154","1","1","1","34138","34138","34138","1","1","1","34256","34256","34256","1","1","1"
"1446","34365","34365","34365","1","1","1","33742","33742","33742","1","1","1","33927","33927","33927","1","1","1","63488","63488","63488","1","1","1","34156","34156","34156","1","1","1","34140","34140","34140","1","1","1","34258","34258","34258","1","1","1"
"1447","34367","34367","34367","1","1","1","33744","33744","33744","1","1","1","33929","33929","33929","1","1","1","63490","63490","63490","1","1","1","34158","34158","34158","1","1","1","34142","34142","34142","1","1","1","34260","34260","34260","1","1","1"
"1448","34369","34369","34369","1","1","1","33746","33746","33746","1","1","1","33931","33931","33931","1","1","1","63492","63492","63492","1","1","1","34160","34160","34160","1","1","1","34144","34144","34144","1","1","1","34262","34262","34262","1","1","1"
"1449","34531","34531","34531","0.8","0.8","0.8","33904","33904","33904","1","1","1","34091","34091","34091","0.8","0.8","0.8","63809","63809","63809","0.8","0.8","0.8","34322","34322","34322","1","1","1","34301","34301","34301","1","1","1","34422","34422","34422","1","1","1"
"1450","34533","34533","34533","1","1","1","33906","33906","33906","1","1","1","34093","34093","34093","1","1","1","63811","63811","63811","1","1","1","34324","34324","34324","1","1","1","34303","34303","34303","1","1","1","34424","34424","34424","1","1","1"
"1451","34535","34535","34535","1","1","1","33908","33908","33908","1","1","1","34095","34095","34095","1","1","1","63813","63813","63813","1","1","1","34326","34326","34326","1","1","1","34305","34305","34305","1","1","1","34426","34426","34426","1","1","1"
"1452","34537","34537","34537","1","1","1","33910","33910","33910","1","1","1","34097","34097","34097","1","1","1","63815","63815","63815","1","1","1","34328","34328","34328","1","1","1","34307","34307","34307","1","1","1","34428","34428","34428","1","1","1"
"1453","34539","34539","34539","1","1","1","33912","33912","33912","1","1","1","34099","34099","34099","1","1","1","63817","63817","63817","1","1","1","34330","34330","34330","1","1","1","34309","34309","34309","1","1","1","34430","34430","34430","1","1","1"
"1454","34541","34541","34541","1","1","1","33914","33914","33914","1","1","1","34101","34101","34101","1","1","1","63819","63819","63819","1","1","1","34332","34332","34332","1","1","1","34311","34311","34311","1","1","1","34432","34432","34432","1","1","1"
"1455","34543","34543","34543","1","1","1","33916","33916","33916","1","1","1","34103","34103","34103","1","1","1","63821","63821","63821","1","1","1","34334","34334","34334","1","1","1","34313","34313","34313","1","1","1","34434","34434","34434","1","1","1"
"1456","34545","34545","34545","1","1","1","33918","33918","33918","1","1","1","34105","34105","34105","1","1","1","63823","63823","63823","1","1","1","34336","34336","34336","1","1","1","34315","34315","34315","1","1","1","34436","34436","34436","1","1","1"
"1457","34547","34547","34547","1","1","1","33920","33920","33920","1","1","1","34107","34107","34107","1","1","1","63825","63825","63825","1","1","1","34338","34338","34338","1","1","1","34317","34317","34317","1","1","1","34438","34438","34438","1","1","1"
"1458","34706","34706","34706","0.8","0.8","0.8","34081","34081","34081","1","1","1","34268","34268","34268","1","1","1","64141","64141","64141","1","1","1","34497","34497","34497","1","1","1","34479","34479","34479","0.8","0.8","0.8","34597","34597","34597","1","1","1"
"1459","34708","34708","34708","1","1","1","34083","34083","34083","1","1","1","34270","34270","34270","1","1","1","64143","64143","64143","0.8","0.8","0.8","34499","34499","34499","1","1","1","34481","34481","34481","1","1","1","34599","34599","34599","1","1","1"
"1460","34710","34710","34710","1","1","1","34085","34085","34085","1","1","1","34272","34272","34272","1","1","1","64145","64145","64145","1","1","1","34501","34501","34501","1","1","1","34483","34483","34483","1","1","1","34601","34601","34601","1","1","1"
"1461","34712","34712","34712","1","1","1","34087","34087","34087","1","1","1","34274","34274","34274","1","1","1","64147","64147","64147","0.8","0.8","0.8","34503","34503","34503","1","1","1","34485","34485","34485","1","1","1","34603","34603","34603","1","1","1"
"1462","34714","34714","34714","1","1","1","34089","34089","34089","1","1","1","34276","34276","34276","1","1","1","64149","64149","64149","1","1","1","34505","34505","34505","1","1","1","34487","34487","34487","1","1","1","34605","34605","34605","1","1","1"
"1463","34716","34716","34716","1","1","1","34091","34091","34091","1","1","1","34278","34278","34278","1","1","1","64151","64151","64151","1","1","1","34507","34507","34507","1","1","1","34489","34489","34489","1","1","1","34607","34607","34607","1","1","1"
"1464","34718","34718","34718","1","1","1","34093","34093","34093","1","1","1","34280","34280","34280","1","1","1","64153","64153","64153","0.8","0.8","0.8","34509","34509","34509","1","1","1","34491","34491","34491","1","1","1","34609","34609","34609","1","1","1"
"1465","34720","34720","34720","1","1","1","34095","34095","34095","1","1","1","34282","34282","34282","1","1","1","64155","64155","64155","1","1","1","34511","34511","34511","1","1","1","34493","34493","34493","1","1","1","34611","34611","34611","1","1","1"
