"Metrics/step_episode","ppo_discrete_2025-05-21_16-02-29 - _step","ppo_discrete_2025-05-21_16-02-29 - _step__MIN","ppo_discrete_2025-05-21_16-02-29 - _step__MAX","ppo_discrete_2025-05-21_16-02-29 - Metrics/EpEnvLen","ppo_discrete_2025-05-21_16-02-29 - Metrics/EpEnvLen__MIN","ppo_discrete_2025-05-21_16-02-29 - Metrics/EpEnvLen__MAX","edqn_2024-12-11_13-29-49 - _step","edqn_2024-12-11_13-29-49 - _step__MIN","edqn_2024-12-11_13-29-49 - _step__MAX","edqn_2024-12-11_13-29-49 - Metrics/EpEnvLen","edqn_2024-12-11_13-29-49 - Metrics/EpEnvLen__MIN","edqn_2024-12-11_13-29-49 - Metrics/EpEnvLen__MAX","no_dueling_2024-12-10_13-06-23 - _step","no_dueling_2024-12-10_13-06-23 - _step__MIN","no_dueling_2024-12-10_13-06-23 - _step__MAX","no_dueling_2024-12-10_13-06-23 - Metrics/EpEnvLen","no_dueling_2024-12-10_13-06-23 - Metrics/EpEnvLen__MIN","no_dueling_2024-12-10_13-06-23 - Metrics/EpEnvLen__MAX","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - _step","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - _step__MIN","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - _step__MAX","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - Metrics/EpEnvLen","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - Metrics/EpEnvLen__MIN","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - Metrics/EpEnvLen__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Metrics/EpEnvLen","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Metrics/EpEnvLen__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Metrics/EpEnvLen__MAX","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - _step","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - _step__MIN","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - _step__MAX","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - Metrics/EpEnvLen","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - Metrics/EpEnvLen__MIN","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - Metrics/EpEnvLen__MAX"
"22852","","","","","","","38062","38062","38062","980","980","980","","","","","","","","","","","","","","","","","","","","","","","",""
"22853","","","","","","","38063","38063","38063","980","980","980","38244","38244","38244","735","735","735","37932","37932","37932","769","769","769","","","","","","","38034","38034","38034","1009","1009","1009"
"22854","","","","","","","38064","38064","38064","980","980","980","38247","38247","38247","999","999","999","","","","","","","","","","","","","38035","38035","38035","1009","1009","1009"
"22855","","","","","","","38065","38065","38065","980","980","980","","","","","","","","","","","","","","","","","","","","","","","",""
"22856","","","","","","","38068","38068","38068","923","923","923","","","","","","","","","","","","","","","","","","","","","","","",""
"22857","","","","","","","38070","38070","38070","923","923","923","38252","38252","38252","780","780","780","","","","","","","","","","","","","38038","38038","38038","1009","1009","1009"
"22858","","","","","","","38071","38071","38071","923","923","923","","","","","","","37940","37940","37940","678","678","678","","","","","","","","","","","",""
"22859","38717","38717","38717","827","827","827","38072","38072","38072","923","923","923","38254","38254","38254","780","780","780","","","","","","","","","","","","","38045","38045","38045","812","812","812"
"22860","","","","","","","38073","38073","38073","923","923","923","","","","","","","37944","37944","37944","695","695","695","37945","37945","37945","768","768","768","","","","","",""
"22861","","","","","","","","","","","","","","","","","","","","","","","","","37946","37946","37946","768","768","768","","","","","",""
"22863","","","","","","","38078","38078","38078","926","926","926","38261","38261","38261","774","774","774","","","","","","","37950","37950","37950","691","691","691","38049","38049","38049","812","812","812"
"22864","","","","","","","38080","38080","38080","926","926","926","","","","","","","37951","37951","37951","918","918","918","","","","","","","","","","","",""
"22865","38725","38725","38725","747","747","747","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22866","38728","38728","38728","726","726","726","","","","","","","","","","","","","37953","37953","37953","918","918","918","","","","","","","","","","","",""
"22867","","","","","","","","","","","","","","","","","","","","","","","","","37955","37955","37955","691","691","691","","","","","",""
"22869","","","","","","","38087","38087","38087","751","751","751","","","","","","","","","","","","","37959","37959","37959","693","693","693","","","","","",""
"22870","38732","38732","38732","726","726","726","","","","","","","","","","","","","37960","37960","37960","980","980","980","37960","37960","37960","693","693","693","","","","","",""
"22871","","","","","","","","","","","","","","","","","","","","","","","","","37961","37961","37961","693","693","693","","","","","",""
"22872","","","","","","","38093","38093","38093","755","755","755","","","","","","","","","","","","","37962","37962","37962","693","693","693","","","","","",""
"22873","","","","","","","38094","38094","38094","755","755","755","","","","","","","","","","","","","37966","37966","37966","1018","1018","1018","","","","","",""
"22874","38748","38748","38748","791","791","791","","","","","","","","","","","","","","","","","","","37967","37967","37967","1018","1018","1018","","","","","",""
"22875","38749","38749","38749","791","791","791","","","","","","","","","","","","","37967","37967","37967","951","951","951","","","","","","","","","","","",""
"22876","38752","38752","38752","1249","1249","1249","","","","","","","38282","38282","38282","942","942","942","","","","","","","37969","37969","37969","1018","1018","1018","38070","38070","38070","740","740","740"
"22877","","","","","","","","","","","","","38283","38283","38283","942","942","942","","","","","","","37970","37970","37970","1018","1018","1018","38071","38071","38071","740","740","740"
"22878","38756","38756","38756","1067","1067","1067","","","","","","","","","","","","","37971","37971","37971","951","951","951","","","","","","","","","","","",""
"22879","38757","38757","38757","1067","1067","1067","","","","","","","38285","38285","38285","942","942","942","37974","37974","37974","753","753","753","","","","","","","38076","38076","38076","999","999","999"
"22880","","","","","","","38104","38104","38104","719","719","719","","","","","","","","","","","","","37976","37976","37976","987","987","987","","","","","",""
"22881","38759","38759","38759","1067","1067","1067","","","","","","","","","","","","","37976","37976","37976","753","753","753","37977","37977","37977","987","987","987","","","","","",""
"22882","38762","38762","38762","1084","1084","1084","","","","","","","","","","","","","","","","","","","37978","37978","37978","987","987","987","","","","","",""
"22883","","","","","","","38109","38109","38109","752","752","752","38292","38292","38292","926","926","926","37979","37979","37979","753","753","753","","","","","","","38084","38084","38084","1001","1001","1001"
"22884","","","","","","","","","","","","","38293","38293","38293","926","926","926","37982","37982","37982","737","737","737","37982","37982","37982","996","996","996","38085","38085","38085","1001","1001","1001"
"22885","38765","38765","38765","1084","1084","1084","","","","","","","38296","38296","38296","745","745","745","37983","37983","37983","737","737","737","37983","37983","37983","996","996","996","38086","38086","38086","1001","1001","1001"
"22886","38766","38766","38766","1084","1084","1084","","","","","","","","","","","","","37984","37984","37984","737","737","737","37984","37984","37984","996","996","996","","","","","",""
"22887","","","","","","","38116","38116","38116","678","678","678","","","","","","","37985","37985","37985","737","737","737","","","","","","","","","","","",""
"22888","38770","38770","38770","829","829","829","","","","","","","38300","38300","38300","745","745","745","","","","","","","37989","37989","37989","750","750","750","38092","38092","38092","1064","1064","1064"
"22889","","","","","","","","","","","","","38301","38301","38301","745","745","745","","","","","","","37990","37990","37990","750","750","750","","","","","",""
"22890","38772","38772","38772","829","829","829","38119","38119","38119","678","678","678","","","","","","","","","","","","","","","","","","","","","","","",""
"22892","38776","38776","38776","808","808","808","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22893","38777","38777","38777","808","808","808","38125","38125","38125","679","679","679","","","","","","","37994","37994","37994","732","732","732","","","","","","","","","","","",""
"22894","38778","38778","38778","808","808","808","38126","38126","38126","679","679","679","38308","38308","38308","719","719","719","","","","","","","","","","","","","38101","38101","38101","935","935","935"
"22895","","","","","","","38127","38127","38127","679","679","679","","","","","","","","","","","","","37999","37999","37999","737","737","737","","","","","",""
"22896","","","","","","","38130","38130","38130","1249","1249","1249","38313","38313","38313","722","722","722","38000","38000","38000","769","769","769","","","","","","","38105","38105","38105","761","761","761"
"22897","38783","38783","38783","770","770","770","","","","","","","38314","38314","38314","722","722","722","","","","","","","38001","38001","38001","737","737","737","38106","38106","38106","761","761","761"
"22898","","","","","","","","","","","","","","","","","","","38002","38002","38002","769","769","769","38004","38004","38004","722","722","722","","","","","",""
"22899","","","","","","","38136","38136","38136","953","953","953","","","","","","","","","","","","","38005","38005","38005","722","722","722","","","","","",""
"22900","38786","38786","38786","770","770","770","38137","38137","38137","953","953","953","","","","","","","","","","","","","38006","38006","38006","722","722","722","","","","","",""
"22901","","","","","","","38157","38157","38157","953","953","953","","","","","","","38028","38028","38028","700","700","700","38027","38027","38027","722","722","722","","","","","",""
"22902","","","","","","","","","","","","","38340","38340","38340","745","745","745","","","","","","","","","","","","","38133","38133","38133","945","945","945"
"22903","38809","38809","38809","934","934","934","","","","","","","","","","","","","38031","38031","38031","700","700","700","","","","","","","","","","","",""
"22905","","","","","","","38165","38165","38165","745","745","745","","","","","","","","","","","","","38033","38033","38033","695","695","695","","","","","",""
"22906","","","","","","","","","","","","","38346","38346","38346","696","696","696","","","","","","","","","","","","","38139","38139","38139","761","761","761"
"22907","","","","","","","38168","38168","38168","745","745","745","","","","","","","","","","","","","","","","","","","","","","","",""
"22908","","","","","","","","","","","","","38348","38348","38348","696","696","696","","","","","","","","","","","","","38142","38142","38142","761","761","761"
"22910","","","","","","","38173","38173","38173","737","737","737","","","","","","","","","","","","","38041","38041","38041","696","696","696","","","","","",""
"22911","","","","","","","","","","","","","38354","38354","38354","692","692","692","","","","","","","","","","","","","38147","38147","38147","801","801","801"
"22912","","","","","","","38175","38175","38175","737","737","737","","","","","","","38045","38045","38045","969","969","969","","","","","","","","","","","",""
"22913","","","","","","","38179","38179","38179","733","733","733","","","","","","","","","","","","","38046","38046","38046","681","681","681","","","","","",""
"22914","","","","","","","38180","38180","38180","733","733","733","","","","","","","","","","","","","","","","","","","","","","","",""
"22915","","","","","","","38181","38181","38181","733","733","733","","","","","","","","","","","","","","","","","","","","","","","",""
"22917","","","","","","","38183","38183","38183","733","733","733","","","","","","","","","","","","","","","","","","","","","","","",""
"22918","38832","38832","38832","1015","1015","1015","38186","38186","38186","752","752","752","","","","","","","38054","38054","38054","1006","1006","1006","38054","38054","38054","1249","1249","1249","","","","","",""
"22919","","","","","","","38187","38187","38187","752","752","752","","","","","","","","","","","","","38057","38057","38057","935","935","935","","","","","",""
"22920","","","","","","","38189","38189","38189","752","752","752","","","","","","","38058","38058","38058","777","777","777","38058","38058","38058","935","935","935","","","","","",""
"22921","38835","38835","38835","1015","1015","1015","38190","38190","38190","752","752","752","38369","38369","38369","975","975","975","38059","38059","38059","777","777","777","38059","38059","38059","935","935","935","38163","38163","38163","692","692","692"
"22922","","","","","","","","","","","","","","","","","","","38060","38060","38060","777","777","777","","","","","","","","","","","",""
"22924","","","","","","","","","","","","","38373","38373","38373","975","975","975","38063","38063","38063","777","777","777","38065","38065","38065","966","966","966","38168","38168","38168","976","976","976"
"22925","","","","","","","38196","38196","38196","696","696","696","","","","","","","","","","","","","38066","38066","38066","966","966","966","","","","","",""
"22926","38842","38842","38842","1025","1025","1025","","","","","","","38377","38377","38377","965","965","965","","","","","","","","","","","","","38170","38170","38170","976","976","976"
"22928","","","","","","","38202","38202","38202","692","692","692","","","","","","","38069","38069","38069","728","728","728","","","","","","","","","","","",""
"22929","","","","","","","","","","","","","38380","38380","38380","965","965","965","","","","","","","","","","","","","38176","38176","38176","1042","1042","1042"
"22930","","","","","","","","","","","","","","","","","","","38073","38073","38073","731","731","731","38074","38074","38074","756","756","756","","","","","",""
"22931","38849","38849","38849","745","745","745","","","","","","","","","","","","","","","","","","","38075","38075","38075","756","756","756","","","","","",""
"22932","38850","38850","38850","745","745","745","","","","","","","","","","","","","38076","38076","38076","731","731","731","","","","","","","","","","","",""
"22933","","","","","","","38210","38210","38210","1249","1249","1249","38387","38387","38387","740","740","740","","","","","","","38077","38077","38077","756","756","756","38182","38182","38182","1000","1000","1000"
"22934","","","","","","","","","","","","","38388","38388","38388","740","740","740","38078","38078","38078","731","731","731","38080","38080","38080","728","728","728","38183","38183","38183","1000","1000","1000"
"22935","38855","38855","38855","760","760","760","","","","","","","","","","","","","","","","","","","38082","38082","38082","728","728","728","","","","","",""
"22936","","","","","","","38215","38215","38215","956","956","956","","","","","","","","","","","","","","","","","","","","","","","",""
"22937","","","","","","","38216","38216","38216","956","956","956","38394","38394","38394","777","777","777","38083","38083","38083","746","746","746","","","","","","","38189","38189","38189","759","759","759"
"22938","","","","","","","38217","38217","38217","956","956","956","38395","38395","38395","777","777","777","","","","","","","38085","38085","38085","728","728","728","38190","38190","38190","759","759","759"
"22939","","","","","","","","","","","","","38396","38396","38396","777","777","777","","","","","","","38088","38088","38088","747","747","747","38191","38191","38191","759","759","759"
"22940","","","","","","","","","","","","","38399","38399","38399","711","711","711","38089","38089","38089","999","999","999","","","","","","","38192","38192","38192","759","759","759"
"22941","","","","","","","","","","","","","","","","","","","38092","38092","38092","714","714","714","","","","","","","","","","","",""
"22942","","","","","","","38224","38224","38224","936","936","936","38401","38401","38401","711","711","711","","","","","","","","","","","","","38197","38197","38197","744","744","744"
"22943","","","","","","","38225","38225","38225","936","936","936","","","","","","","","","","","","","","","","","","","","","","","",""
"22944","38868","38868","38868","911","911","911","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22945","38869","38869","38869","911","911","911","38229","38229","38229","756","756","756","","","","","","","","","","","","","","","","","","","","","","","",""
"22946","","","","","","","38230","38230","38230","756","756","756","38408","38408","38408","748","748","748","38100","38100","38100","975","975","975","38098","38098","38098","752","752","752","38201","38201","38201","744","744","744"
"22947","38871","38871","38871","911","911","911","","","","","","","38409","38409","38409","748","748","748","","","","","","","38099","38099","38099","752","752","752","38204","38204","38204","999","999","999"
"22948","","","","","","","38233","38233","38233","756","756","756","38410","38410","38410","748","748","748","38102","38102","38102","975","975","975","","","","","","","38207","38207","38207","724","724","724"
"22949","38875","38875","38875","714","714","714","38236","38236","38236","716","716","716","38411","38411","38411","748","748","748","","","","","","","38104","38104","38104","691","691","691","38209","38209","38209","724","724","724"
"22950","","","","","","","38237","38237","38237","716","716","716","","","","","","","38104","38104","38104","975","975","975","","","","","","","","","","","",""
"22951","","","","","","","","","","","","","38416","38416","38416","694","694","694","","","","","","","","","","","","","38211","38211","38211","724","724","724"
"22952","","","","","","","38239","38239","38239","716","716","716","38417","38417","38417","694","694","694","38109","38109","38109","945","945","945","","","","","","","38212","38212","38212","724","724","724"
"22953","38881","38881","38881","948","948","948","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22954","38882","38882","38882","948","948","948","38244","38244","38244","999","999","999","","","","","","","38111","38111","38111","945","945","945","","","","","","","","","","","",""
"22955","38883","38883","38883","948","948","948","","","","","","","","","","","","","","","","","","","38112","38112","38112","691","691","691","","","","","",""
"22956","","","","","","","","","","","","","","","","","","","","","","","","","38114","38114","38114","691","691","691","","","","","",""
"22957","38885","38885","38885","948","948","948","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22958","","","","","","","","","","","","","38426","38426","38426","692","692","692","38118","38118","38118","949","949","949","","","","","","","38223","38223","38223","680","680","680"
"22959","","","","","","","","","","","","","","","","","","","","","","","","","38119","38119","38119","1249","1249","1249","","","","","",""
"22960","38892","38892","38892","1104","1104","1104","","","","","","","","","","","","","38120","38120","38120","949","949","949","","","","","","","","","","","",""
"22962","","","","","","","38257","38257","38257","694","694","694","","","","","","","38124","38124","38124","762","762","762","","","","","","","","","","","",""
"22963","38895","38895","38895","1104","1104","1104","","","","","","","38435","38435","38435","937","937","937","38125","38125","38125","762","762","762","38126","38126","38126","949","949","949","38231","38231","38231","919","919","919"
"22964","38898","38898","38898","1077","1077","1077","38259","38259","38259","694","694","694","","","","","","","38126","38126","38126","762","762","762","38127","38127","38127","949","949","949","","","","","",""
"22965","38899","38899","38899","1077","1077","1077","38262","38262","38262","678","678","678","","","","","","","","","","","","","","","","","","","","","","","",""
"22966","","","","","","","","","","","","","38441","38441","38441","959","959","959","","","","","","","","","","","","","38234","38234","38234","919","919","919"
"22967","","","","","","","","","","","","","","","","","","","38132","38132","38132","738","738","738","","","","","","","","","","","",""
"22968","","","","","","","38266","38266","38266","678","678","678","","","","","","","38133","38133","38133","738","738","738","","","","","","","","","","","",""
"22969","38905","38905","38905","756","756","756","38267","38267","38267","678","678","678","","","","","","","38134","38134","38134","738","738","738","","","","","","","","","","","",""
"22970","","","","","","","","","","","","","38445","38445","38445","959","959","959","38135","38135","38135","738","738","738","","","","","","","38241","38241","38241","1013","1013","1013"
"22971","","","","","","","","","","","","","","","","","","","","","","","","","38139","38139","38139","764","764","764","","","","","",""
"22972","","","","","","","","","","","","","","","","","","","38140","38140","38140","727","727","727","","","","","","","","","","","",""
"22973","","","","","","","38275","38275","38275","1012","1012","1012","","","","","","","","","","","","","38141","38141","38141","764","764","764","","","","","",""
"22974","38912","38912","38912","826","826","826","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22975","38913","38913","38913","826","826","826","","","","","","","","","","","","","38143","38143","38143","727","727","727","","","","","","","","","","","",""
"22976","","","","","","","38281","38281","38281","901","901","901","","","","","","","","","","","","","38146","38146","38146","786","786","786","","","","","",""
"22977","","","","","","","","","","","","","38457","38457","38457","746","746","746","38147","38147","38147","763","763","763","","","","","","","38251","38251","38251","896","896","896"
"22978","38916","38916","38916","826","826","826","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22979","","","","","","","38284","38284","38284","901","901","901","","","","","","","38150","38150","38150","763","763","763","","","","","","","","","","","",""
"22981","","","","","","","38288","38288","38288","747","747","747","","","","","","","38154","38154","38154","678","678","678","38154","38154","38154","727","727","727","","","","","",""
"22982","","","","","","","38290","38290","38290","747","747","747","38465","38465","38465","731","731","731","","","","","","","","","","","","","38258","38258","38258","763","763","763"
"22983","","","","","","","38291","38291","38291","747","747","747","38466","38466","38466","731","731","731","","","","","","","","","","","","","38261","38261","38261","728","728","728"
"22984","","","","","","","38292","38292","38292","747","747","747","38467","38467","38467","731","731","731","","","","","","","38158","38158","38158","727","727","727","38263","38263","38263","728","728","728"
"22985","","","","","","","38293","38293","38293","747","747","747","38469","38469","38469","731","731","731","38158","38158","38158","678","678","678","38161","38161","38161","747","747","747","38264","38264","38264","728","728","728"
"22986","","","","","","","38296","38296","38296","737","737","737","","","","","","","","","","","","","","","","","","","","","","","",""
"22987","","","","","","","","","","","","","","","","","","","","","","","","","38163","38163","38163","747","747","747","","","","","",""
"22988","","","","","","","38298","38298","38298","737","737","737","38474","38474","38474","749","749","749","","","","","","","","","","","","","38269","38269","38269","727","727","727"
"22989","","","","","","","38300","38300","38300","737","737","737","","","","","","","","","","","","","","","","","","","","","","","",""
"22990","38934","38934","38934","835","835","835","","","","","","","","","","","","","38166","38166","38166","676","676","676","38168","38168","38168","676","676","676","","","","","",""
"22991","38935","38935","38935","835","835","835","","","","","","","","","","","","","38169","38169","38169","936","936","936","","","","","","","","","","","",""
"22992","","","","","","","","","","","","","","","","","","","","","","","","","38171","38171","38171","676","676","676","","","","","",""
"22993","","","","","","","","","","","","","","","","","","","","","","","","","38172","38172","38172","676","676","676","","","","","",""
"22994","38940","38940","38940","723","723","723","","","","","","","38483","38483","38483","698","698","698","38173","38173","38173","936","936","936","","","","","","","38278","38278","38278","739","739","739"
"22995","","","","","","","","","","","","","38484","38484","38484","698","698","698","","","","","","","","","","","","","38279","38279","38279","739","739","739"
"22996","","","","","","","","","","","","","38487","38487","38487","697","697","697","38177","38177","38177","998","998","998","38177","38177","38177","695","695","695","38280","38280","38280","739","739","739"
"22997","","","","","","","38313","38313","38313","747","747","747","38488","38488","38488","697","697","697","","","","","","","","","","","","","38281","38281","38281","739","739","739"
"22998","38944","38944","38944","723","723","723","","","","","","","","","","","","","38179","38179","38179","998","998","998","","","","","","","","","","","",""
"22999","38947","38947","38947","1249","1249","1249","","","","","","","","","","","","","38180","38180","38180","998","998","998","38181","38181","38181","695","695","695","","","","","",""
"23000","38950","38950","38950","1082","1082","1082","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23001","38969","38969","38969","1082","1082","1082","","","","","","","","","","","","","38204","38204","38204","693","693","693","","","","","","","","","","","",""
"23003","","","","","","","","","","","","","38516","38516","38516","696","696","696","38206","38206","38206","693","693","693","38208","38208","38208","749","749","749","38311","38311","38311","677","677","677"
"23004","38972","38972","38972","1082","1082","1082","","","","","","","38517","38517","38517","696","696","696","","","","","","","38210","38210","38210","749","749","749","38313","38313","38313","677","677","677"
"23005","38975","38975","38975","1038","1038","1038","","","","","","","38518","38518","38518","696","696","696","38208","38208","38208","693","693","693","38211","38211","38211","749","749","749","38314","38314","38314","677","677","677"
"23006","","","","","","","","","","","","","38522","38522","38522","987","987","987","","","","","","","","","","","","","38315","38315","38315","677","677","677"
"23007","38977","38977","38977","1038","1038","1038","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23008","38978","38978","38978","1038","1038","1038","","","","","","","","","","","","","","","","","","","38216","38216","38216","951","951","951","","","","","",""
"23009","38979","38979","38979","1038","1038","1038","38349","38349","38349","769","769","769","","","","","","","38215","38215","38215","758","758","758","38217","38217","38217","951","951","951","","","","","",""
"23010","38982","38982","38982","761","761","761","38350","38350","38350","769","769","769","","","","","","","38216","38216","38216","758","758","758","38218","38218","38218","951","951","951","","","","","",""
"23011","","","","","","","","","","","","","38529","38529","38529","946","946","946","","","","","","","","","","","","","38322","38322","38322","936","936","936"
"23012","","","","","","","","","","","","","38531","38531","38531","946","946","946","","","","","","","","","","","","","38324","38324","38324","936","936","936"
"23013","38985","38985","38985","761","761","761","","","","","","","38532","38532","38532","946","946","946","","","","","","","","","","","","","38327","38327","38327","1249","1249","1249"
"23014","38986","38986","38986","761","761","761","","","","","","","38533","38533","38533","946","946","946","","","","","","","38225","38225","38225","757","757","757","38330","38330","38330","962","962","962"
"23015","38989","38989","38989","758","758","758","38359","38359","38359","975","975","975","","","","","","","","","","","","","38226","38226","38226","757","757","757","","","","","",""
"23016","38990","38990","38990","758","758","758","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23018","","","","","","","38365","38365","38365","979","979","979","","","","","","","","","","","","","","","","","","","","","","","",""
"23019","38993","38993","38993","758","758","758","","","","","","","","","","","","","38230","38230","38230","747","747","747","","","","","","","","","","","",""
"23020","","","","","","","38367","38367","38367","979","979","979","38542","38542","38542","754","754","754","","","","","","","","","","","","","38339","38339","38339","840","840","840"
"23022","","","","","","","38371","38371","38371","766","766","766","","","","","","","","","","","","","38238","38238","38238","719","719","719","","","","","",""
"23023","","","","","","","","","","","","","38547","38547","38547","744","744","744","","","","","","","","","","","","","38342","38342","38342","840","840","840"
"23024","39000","39000","39000","843","843","843","38374","38374","38374","766","766","766","","","","","","","","","","","","","","","","","","","","","","","",""
"23025","","","","","","","","","","","","","38549","38549","38549","744","744","744","","","","","","","38242","38242","38242","719","719","719","38346","38346","38346","726","726","726"
"23026","39004","39004","39004","843","843","843","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23027","39005","39005","39005","843","843","843","","","","","","","38554","38554","38554","721","721","721","","","","","","","","","","","","","38349","38349","38349","726","726","726"
"23028","","","","","","","38380","38380","38380","720","720","720","38555","38555","38555","721","721","721","","","","","","","","","","","","","38350","38350","38350","726","726","726"
"23029","","","","","","","","","","","","","","","","","","","","","","","","","38248","38248","38248","751","751","751","","","","","",""
"23030","","","","","","","38383","38383","38383","720","720","720","","","","","","","","","","","","","","","","","","","","","","","",""
"23031","39011","39011","39011","835","835","835","","","","","","","38560","38560","38560","722","722","722","","","","","","","","","","","","","38355","38355","38355","750","750","750"
"23032","39012","39012","39012","835","835","835","","","","","","","38561","38561","38561","722","722","722","38253","38253","38253","917","917","917","","","","","","","38357","38357","38357","750","750","750"
"23034","39014","39014","39014","835","835","835","","","","","","","38564","38564","38564","722","722","722","","","","","","","","","","","","","38361","38361","38361","740","740","740"
"23035","39017","39017","39017","789","789","789","38390","38390","38390","721","721","721","","","","","","","38257","38257","38257","917","917","917","38257","38257","38257","751","751","751","","","","","",""
"23036","39018","39018","39018","789","789","789","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23037","","","","","","","","","","","","","38569","38569","38569","677","677","677","38261","38261","38261","935","935","935","","","","","","","38364","38364","38364","740","740","740"
"23038","","","","","","","38396","38396","38396","750","750","750","","","","","","","","","","","","","","","","","","","","","","","",""
"23039","39021","39021","39021","789","789","789","","","","","","","","","","","","","","","","","","","38264","38264","38264","696","696","696","","","","","",""
"23040","39024","39024","39024","1249","1249","1249","","","","","","","38573","38573","38573","677","677","677","","","","","","","","","","","","","38370","38370","38370","673","673","673"
"23041","","","","","","","","","","","","","","","","","","","","","","","","","38268","38268","38268","979","979","979","","","","","",""
"23042","","","","","","","","","","","","","38577","38577","38577","697","697","697","38269","38269","38269","947","947","947","","","","","","","38372","38372","38372","673","673","673"
"23043","","","","","","","38403","38403","38403","678","678","678","38578","38578","38578","697","697","697","38270","38270","38270","947","947","947","38270","38270","38270","979","979","979","38373","38373","38373","673","673","673"
"23044","","","","","","","38405","38405","38405","678","678","678","","","","","","","","","","","","","","","","","","","","","","","",""
"23045","39031","39031","39031","1054","1054","1054","","","","","","","38580","38580","38580","697","697","697","","","","","","","","","","","","","38377","38377","38377","695","695","695"
"23046","39034","39034","39034","1027","1027","1027","","","","","","","","","","","","","38273","38273","38273","947","947","947","38276","38276","38276","925","925","925","","","","","",""
"23047","39035","39035","39035","1027","1027","1027","38410","38410","38410","698","698","698","","","","","","","","","","","","","","","","","","","","","","","",""
"23048","","","","","","","38411","38411","38411","698","698","698","","","","","","","38278","38278","38278","747","747","747","","","","","","","","","","","",""
"23049","39037","39037","39037","1027","1027","1027","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23050","39048","39048","39048","1027","1027","1027","38413","38413","38413","698","698","698","","","","","","","38280","38280","38280","747","747","747","","","","","","","","","","","",""
"23051","39051","39051","39051","755","755","755","","","","","","","38591","38591","38591","976","976","976","","","","","","","","","","","","","38386","38386","38386","998","998","998"
"23052","","","","","","","38418","38418","38418","948","948","948","","","","","","","38284","38284","38284","747","747","747","","","","","","","","","","","",""
"23053","","","","","","","","","","","","","","","","","","","38285","38285","38285","747","747","747","38286","38286","38286","1006","1006","1006","","","","","",""
"23054","39054","39054","39054","755","755","755","38420","38420","38420","948","948","948","","","","","","","","","","","","","38287","38287","38287","1006","1006","1006","","","","","",""
"23055","","","","","","","38421","38421","38421","948","948","948","","","","","","","","","","","","","","","","","","","","","","","",""
"23056","39058","39058","39058","850","850","850","","","","","","","","","","","","","","","","","","","38291","38291","38291","754","754","754","","","","","",""
"23058","39060","39060","39060","850","850","850","","","","","","","","","","","","","38293","38293","38293","723","723","723","38293","38293","38293","754","754","754","","","","","",""
"23059","","","","","","","38428","38428","38428","943","943","943","38604","38604","38604","741","741","741","","","","","","","","","","","","","38399","38399","38399","987","987","987"
"23060","","","","","","","38429","38429","38429","943","943","943","","","","","","","","","","","","","","","","","","","","","","","",""
"23061","39065","39065","39065","927","927","927","","","","","","","","","","","","","","","","","","","38299","38299","38299","897","897","897","","","","","",""
"23062","","","","","","","38433","38433","38433","951","951","951","38610","38610","38610","727","727","727","","","","","","","38300","38300","38300","897","897","897","38403","38403","38403","987","987","987"
"23063","39067","39067","39067","927","927","927","","","","","","","","","","","","","","","","","","","38301","38301","38301","897","897","897","","","","","",""
