"Evaluate/step_episode","no_extra_reward_rainbowmini_2025-05-31_12-10-08 - _step","no_extra_reward_rainbowmini_2025-05-31_12-10-08 - _step__MIN","no_extra_reward_rainbowmini_2025-05-31_12-10-08 - _step__MAX","no_extra_reward_rainbowmini_2025-05-31_12-10-08 - Evaluate/EpProgress","no_extra_reward_rainbowmini_2025-05-31_12-10-08 - Evaluate/EpProgress__MIN","no_extra_reward_rainbowmini_2025-05-31_12-10-08 - Evaluate/EpProgress__MAX","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step__MIN","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step__MAX","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Evaluate/EpProgress","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Evaluate/EpProgress__MIN","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Evaluate/EpProgress__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress__MAX"
"2424","53763","53763","53763","0.8","0.8","0.8","","","","","","","","","","","",""
"2425","53765","53765","53765","1","1","1","","","","","","","","","","","",""
"2426","53767","53767","53767","1","1","1","","","","","","","","","","","",""
"2427","53769","53769","53769","1","1","1","","","","","","","","","","","",""
"2428","53771","53771","53771","1","1","1","","","","","","","","","","","",""
"2429","53773","53773","53773","1","1","1","","","","","","","","","","","",""
"2430","53931","53931","53931","1","1","1","","","","","","","","","","","",""
"2431","53933","53933","53933","1","1","1","","","","","","","","","","","",""
"2432","53935","53935","53935","1","1","1","","","","","","","","","","","",""
"2433","53937","53937","53937","1","1","1","","","","","","","","","","","",""
"2434","53939","53939","53939","1","1","1","","","","","","","","","","","",""
"2435","53941","53941","53941","1","1","1","","","","","","","","","","","",""
"2436","53943","53943","53943","1","1","1","","","","","","","","","","","",""
"2437","53945","53945","53945","1","1","1","","","","","","","","","","","",""
"2438","53947","53947","53947","1","1","1","","","","","","","","","","","",""
"2439","54109","54109","54109","1","1","1","","","","","","","","","","","",""
"2440","54111","54111","54111","1","1","1","","","","","","","","","","","",""
"2441","54113","54113","54113","1","1","1","","","","","","","","","","","",""
"2442","54115","54115","54115","0.8","0.8","0.8","","","","","","","","","","","",""
"2443","54117","54117","54117","1","1","1","","","","","","","","","","","",""
"2444","54119","54119","54119","1","1","1","","","","","","","","","","","",""
"2445","54121","54121","54121","1","1","1","","","","","","","","","","","",""
"2446","54123","54123","54123","1","1","1","","","","","","","","","","","",""
"2447","54125","54125","54125","1","1","1","","","","","","","","","","","",""
"2448","54285","54285","54285","0.8","0.8","0.8","","","","","","","","","","","",""
"2449","54287","54287","54287","1","1","1","","","","","","","","","","","",""
"2450","54289","54289","54289","1","1","1","","","","","","","","","","","",""
"2451","54291","54291","54291","1","1","1","","","","","","","","","","","",""
"2452","54293","54293","54293","1","1","1","","","","","","","","","","","",""
"2453","54295","54295","54295","1","1","1","","","","","","","","","","","",""
"2454","54297","54297","54297","1","1","1","","","","","","","","","","","",""
"2455","54299","54299","54299","1","1","1","","","","","","","","","","","",""
"2456","54301","54301","54301","1","1","1","","","","","","","","","","","",""
"2457","54464","54464","54464","0.8","0.8","0.8","","","","","","","","","","","",""
"2458","54466","54466","54466","1","1","1","","","","","","","","","","","",""
"2459","54468","54468","54468","1","1","1","","","","","","","","","","","",""
"2460","54470","54470","54470","1","1","1","","","","","","","","","","","",""
"2461","54472","54472","54472","1","1","1","","","","","","","","","","","",""
"2462","54474","54474","54474","1","1","1","","","","","","","","","","","",""
"2463","54476","54476","54476","1","1","1","","","","","","","","","","","",""
"2464","54478","54478","54478","1","1","1","","","","","","","","","","","",""
"2465","54480","54480","54480","1","1","1","","","","","","","","","","","",""
"2466","54636","54636","54636","1","1","1","","","","","","","","","","","",""
"2467","54638","54638","54638","1","1","1","","","","","","","","","","","",""
"2468","54640","54640","54640","1","1","1","","","","","","","","","","","",""
"2469","54642","54642","54642","1","1","1","","","","","","","","","","","",""
"2470","54644","54644","54644","1","1","1","","","","","","","","","","","",""
"2471","54646","54646","54646","1","1","1","","","","","","","","","","","",""
"2472","54648","54648","54648","1","1","1","","","","","","","","","","","",""
"2473","54650","54650","54650","1","1","1","","","","","","","","","","","",""
"2474","54652","54652","54652","1","1","1","","","","","","","","","","","",""
"2475","54812","54812","54812","0.8","0.8","0.8","","","","","","","","","","","",""
"2476","54814","54814","54814","1","1","1","","","","","","","","","","","",""
"2477","54816","54816","54816","1","1","1","","","","","","","","","","","",""
"2478","54818","54818","54818","1","1","1","","","","","","","","","","","",""
"2479","54820","54820","54820","1","1","1","","","","","","","","","","","",""
"2480","54822","54822","54822","1","1","1","","","","","","","","","","","",""
"2481","54824","54824","54824","1","1","1","","","","","","","","","","","",""
"2482","54826","54826","54826","1","1","1","","","","","","","","","","","",""
"2483","54828","54828","54828","1","1","1","","","","","","","","","","","",""
"2484","54990","54990","54990","0.8","0.8","0.8","","","","","","","","","","","",""
"2485","54992","54992","54992","1","1","1","","","","","","","","","","","",""
"2486","54994","54994","54994","1","1","1","","","","","","","","","","","",""
"2487","54996","54996","54996","0.8","0.8","0.8","","","","","","","","","","","",""
"2488","54998","54998","54998","1","1","1","","","","","","","","","","","",""
"2489","55000","55000","55000","1","1","1","","","","","","","","","","","",""
"2490","55002","55002","55002","1","1","1","","","","","","","","","","","",""
"2491","55004","55004","55004","1","1","1","","","","","","","","","","","",""
"2492","55006","55006","55006","1","1","1","","","","","","","","","","","",""
"2493","55163","55163","55163","0.8","0.8","0.8","","","","","","","","","","","",""
"2494","55165","55165","55165","1","1","1","","","","","","","","","","","",""
"2495","55167","55167","55167","1","1","1","","","","","","","","","","","",""
"2496","55169","55169","55169","1","1","1","","","","","","","","","","","",""
"2497","55171","55171","55171","1","1","1","","","","","","","","","","","",""
"2498","55173","55173","55173","1","1","1","","","","","","","","","","","",""
"2499","55175","55175","55175","1","1","1","","","","","","","","","","","",""
"2500","55177","55177","55177","1","1","1","","","","","","","","","","","",""
"2501","55179","55179","55179","1","1","1","","","","","","","","","","","",""
"2502","55337","55337","55337","0.8","0.8","0.8","","","","","","","","","","","",""
"2503","55339","55339","55339","1","1","1","","","","","","","","","","","",""
"2504","55341","55341","55341","1","1","1","","","","","","","","","","","",""
"2505","55343","55343","55343","1","1","1","","","","","","","","","","","",""
"2506","55345","55345","55345","1","1","1","","","","","","","","","","","",""
"2507","55347","55347","55347","1","1","1","","","","","","","","","","","",""
"2508","55349","55349","55349","1","1","1","","","","","","","","","","","",""
"2509","55351","55351","55351","1","1","1","","","","","","","","","","","",""
"2510","55353","55353","55353","1","1","1","","","","","","","","","","","",""
"2511","55511","55511","55511","1","1","1","","","","","","","","","","","",""
"2512","55513","55513","55513","1","1","1","","","","","","","","","","","",""
"2513","55515","55515","55515","1","1","1","","","","","","","","","","","",""
"2514","55517","55517","55517","0.8","0.8","0.8","","","","","","","","","","","",""
"2515","55519","55519","55519","1","1","1","","","","","","","","","","","",""
"2516","55521","55521","55521","1","1","1","","","","","","","","","","","",""
"2517","55523","55523","55523","1","1","1","","","","","","","","","","","",""
"2518","55525","55525","55525","1","1","1","","","","","","","","","","","",""
"2519","55527","55527","55527","1","1","1","","","","","","","","","","","",""
"2520","55688","55688","55688","0.8","0.8","0.8","","","","","","","","","","","",""
"2521","55690","55690","55690","1","1","1","","","","","","","","","","","",""
"2522","55692","55692","55692","1","1","1","","","","","","","","","","","",""
"2523","55694","55694","55694","1","1","1","","","","","","","","","","","",""
"2524","55696","55696","55696","1","1","1","","","","","","","","","","","",""
"2525","55698","55698","55698","1","1","1","","","","","","","","","","","",""
"2526","55700","55700","55700","1","1","1","","","","","","","","","","","",""
"2527","55702","55702","55702","1","1","1","","","","","","","","","","","",""
"2528","55704","55704","55704","1","1","1","","","","","","","","","","","",""
"2529","55868","55868","55868","0.8","0.8","0.8","","","","","","","","","","","",""
"2530","55870","55870","55870","1","1","1","","","","","","","","","","","",""
"2531","55872","55872","55872","1","1","1","","","","","","","","","","","",""
"2532","55874","55874","55874","1","1","1","","","","","","","","","","","",""
"2533","55876","55876","55876","1","1","1","","","","","","","","","","","",""
"2534","55878","55878","55878","1","1","1","","","","","","","","","","","",""
"2535","55880","55880","55880","1","1","1","","","","","","","","","","","",""
"2536","55882","55882","55882","1","1","1","","","","","","","","","","","",""
"2537","55884","55884","55884","1","1","1","","","","","","","","","","","",""
"2538","56047","56047","56047","0.8","0.8","0.8","","","","","","","","","","","",""
"2539","56049","56049","56049","1","1","1","","","","","","","","","","","",""
"2540","56051","56051","56051","1","1","1","","","","","","","","","","","",""
"2541","56053","56053","56053","1","1","1","","","","","","","","","","","",""
"2542","56055","56055","56055","1","1","1","","","","","","","","","","","",""
"2543","56057","56057","56057","1","1","1","","","","","","","","","","","",""
"2544","56059","56059","56059","1","1","1","","","","","","","","","","","",""
"2545","56061","56061","56061","1","1","1","","","","","","","","","","","",""
"2546","56063","56063","56063","1","1","1","","","","","","","","","","","",""
"2547","56223","56223","56223","1","1","1","","","","","","","","","","","",""
"2548","56225","56225","56225","1","1","1","","","","","","","","","","","",""
"2549","56227","56227","56227","1","1","1","","","","","","","","","","","",""
"2550","56229","56229","56229","1","1","1","","","","","","","","","","","",""
"2551","56231","56231","56231","1","1","1","","","","","","","","","","","",""
"2552","56233","56233","56233","1","1","1","","","","","","","","","","","",""
"2553","56235","56235","56235","0.8","0.8","0.8","","","","","","","","","","","",""
"2554","56237","56237","56237","1","1","1","","","","","","","","","","","",""
"2555","56239","56239","56239","1","1","1","","","","","","","","","","","",""
"2556","56397","56397","56397","1","1","1","","","","","","","","","","","",""
"2557","56399","56399","56399","0.8","0.8","0.8","","","","","","","","","","","",""
"2558","56401","56401","56401","1","1","1","","","","","","","","","","","",""
"2559","56403","56403","56403","1","1","1","","","","","","","","","","","",""
"2560","56405","56405","56405","1","1","1","","","","","","","","","","","",""
"2561","56407","56407","56407","1","1","1","","","","","","","","","","","",""
"2562","56409","56409","56409","1","1","1","","","","","","","","","","","",""
"2563","56411","56411","56411","1","1","1","","","","","","","","","","","",""
"2564","56413","56413","56413","1","1","1","","","","","","","","","","","",""
"2565","56576","56576","56576","1","1","1","","","","","","","","","","","",""
"2566","56578","56578","56578","1","1","1","","","","","","","","","","","",""
"2567","56580","56580","56580","1","1","1","","","","","","","","","","","",""
"2568","56582","56582","56582","1","1","1","","","","","","","","","","","",""
"2569","56584","56584","56584","1","1","1","","","","","","","","","","","",""
"2570","56586","56586","56586","1","1","1","","","","","","","","","","","",""
"2571","56588","56588","56588","1","1","1","","","","","","","","","","","",""
"2572","56590","56590","56590","1","1","1","","","","","","","","","","","",""
"2573","56592","56592","56592","1","1","1","","","","","","","","","","","",""
"2574","56751","56751","56751","1","1","1","","","","","","","","","","","",""
"2575","56753","56753","56753","1","1","1","","","","","","","","","","","",""
"2576","56755","56755","56755","1","1","1","","","","","","","","","","","",""
"2577","56757","56757","56757","1","1","1","","","","","","","","","","","",""
"2578","56759","56759","56759","1","1","1","","","","","","","","","","","",""
"2579","56761","56761","56761","1","1","1","","","","","","","","","","","",""
"2580","56763","56763","56763","1","1","1","","","","","","","","","","","",""
"2581","56765","56765","56765","1","1","1","","","","","","","","","","","",""
"2582","56767","56767","56767","1","1","1","","","","","","","","","","","",""
"2583","56933","56933","56933","1","1","1","","","","","","","","","","","",""
"2584","56935","56935","56935","1","1","1","","","","","","","","","","","",""
"2585","56937","56937","56937","1","1","1","","","","","","","","","","","",""
"2586","56939","56939","56939","1","1","1","","","","","","","","","","","",""
"2587","56941","56941","56941","1","1","1","","","","","","","","","","","",""
"2588","56943","56943","56943","1","1","1","","","","","","","","","","","",""
"2589","56945","56945","56945","1","1","1","","","","","","","","","","","",""
"2590","56947","56947","56947","1","1","1","","","","","","","","","","","",""
"2591","56949","56949","56949","1","1","1","","","","","","","","","","","",""
"2592","57110","57110","57110","1","1","1","","","","","","","","","","","",""
"2593","57112","57112","57112","1","1","1","","","","","","","","","","","",""
"2594","57114","57114","57114","1","1","1","","","","","","","","","","","",""
"2595","57116","57116","57116","1","1","1","","","","","","","","","","","",""
"2596","57118","57118","57118","1","1","1","","","","","","","","","","","",""
"2597","57120","57120","57120","1","1","1","","","","","","","","","","","",""
"2598","57122","57122","57122","1","1","1","","","","","","","","","","","",""
"2599","57124","57124","57124","1","1","1","","","","","","","","","","","",""
"2600","57126","57126","57126","1","1","1","","","","","","","","","","","",""
"2601","57288","57288","57288","0.8","0.8","0.8","","","","","","","","","","","",""
"2602","57290","57290","57290","1","1","1","","","","","","","","","","","",""
"2603","57292","57292","57292","1","1","1","","","","","","","","","","","",""
"2604","57294","57294","57294","1","1","1","","","","","","","","","","","",""
"2605","57296","57296","57296","1","1","1","","","","","","","","","","","",""
"2606","57298","57298","57298","1","1","1","","","","","","","","","","","",""
"2607","57300","57300","57300","1","1","1","","","","","","","","","","","",""
"2608","57302","57302","57302","1","1","1","","","","","","","","","","","",""
"2609","57304","57304","57304","1","1","1","","","","","","","","","","","",""
"2610","57464","57464","57464","1","1","1","","","","","","","","","","","",""
"2611","57466","57466","57466","0.8","0.8","0.8","","","","","","","","","","","",""
"2612","57468","57468","57468","1","1","1","","","","","","","","","","","",""
"2613","57470","57470","57470","1","1","1","","","","","","","","","","","",""
"2614","57472","57472","57472","1","1","1","","","","","","","","","","","",""
"2615","57474","57474","57474","1","1","1","","","","","","","","","","","",""
"2616","57476","57476","57476","0.8","0.8","0.8","","","","","","","","","","","",""
"2617","57478","57478","57478","1","1","1","","","","","","","","","","","",""
"2618","57480","57480","57480","0.9","0.9","0.9","","","","","","","","","","","",""
"2619","57637","57637","57637","1","1","1","","","","","","","","","","","",""
"2620","57639","57639","57639","1","1","1","","","","","","","","","","","",""
"2621","57641","57641","57641","1","1","1","","","","","","","","","","","",""
"2622","57643","57643","57643","1","1","1","","","","","","","","","","","",""
"2623","57645","57645","57645","1","1","1","","","","","","","","","","","",""
"2624","57647","57647","57647","1","1","1","","","","","","","","","","","",""
"2625","57649","57649","57649","1","1","1","","","","","","","","","","","",""
"2626","57651","57651","57651","1","1","1","","","","","","","","","","","",""
"2627","57653","57653","57653","1","1","1","","","","","","","","","","","",""
"2628","57816","57816","57816","1","1","1","","","","","","","","","","","",""
"2629","57818","57818","57818","1","1","1","","","","","","","","","","","",""
"2630","57820","57820","57820","1","1","1","","","","","","","","","","","",""
"2631","57822","57822","57822","1","1","1","","","","","","","","","","","",""
"2632","57824","57824","57824","1","1","1","","","","","","","","","","","",""
"2633","57826","57826","57826","1","1","1","","","","","","","","","","","",""
"2634","57828","57828","57828","1","1","1","","","","","","","","","","","",""
"2635","57830","57830","57830","1","1","1","","","","","","","","","","","",""
"2636","57832","57832","57832","1","1","1","","","","","","","","","","","",""
"2637","57994","57994","57994","1","1","1","","","","","","","","","","","",""
"2638","57996","57996","57996","1","1","1","","","","","","","","","","","",""
"2639","57998","57998","57998","1","1","1","","","","","","","","","","","",""
"2640","58000","58000","58000","1","1","1","","","","","","","","","","","",""
"2641","58002","58002","58002","1","1","1","","","","","","","","","","","",""
"2642","58004","58004","58004","1","1","1","","","","","","","","","","","",""
"2643","58006","58006","58006","1","1","1","","","","","","","","","","","",""
"2644","58008","58008","58008","1","1","1","","","","","","","","","","","",""
"2645","58010","58010","58010","1","1","1","","","","","","","","","","","",""
"2646","58173","58173","58173","0.8","0.8","0.8","","","","","","","","","","","",""
"2647","58175","58175","58175","1","1","1","","","","","","","","","","","",""
"2648","58177","58177","58177","1","1","1","","","","","","","","","","","",""
"2649","58179","58179","58179","1","1","1","","","","","","","","","","","",""
"2650","58181","58181","58181","1","1","1","","","","","","","","","","","",""
"2651","58183","58183","58183","1","1","1","","","","","","","","","","","",""
"2652","58185","58185","58185","1","1","1","","","","","","","","","","","",""
"2653","58187","58187","58187","1","1","1","","","","","","","","","","","",""
"2654","58189","58189","58189","1","1","1","","","","","","","","","","","",""
"2655","58350","58350","58350","0.8","0.8","0.8","","","","","","","","","","","",""
"2656","58352","58352","58352","0.8","0.8","0.8","","","","","","","","","","","",""
"2657","58354","58354","58354","1","1","1","","","","","","","","","","","",""
"2658","58356","58356","58356","1","1","1","","","","","","","","","","","",""
"2659","58358","58358","58358","1","1","1","","","","","","","","","","","",""
"2660","58360","58360","58360","1","1","1","","","","","","","","","","","",""
"2661","58362","58362","58362","1","1","1","","","","","","","","","","","",""
"2662","58364","58364","58364","1","1","1","","","","","","","","","","","",""
"2663","58366","58366","58366","1","1","1","","","","","","","","","","","",""
"2664","58530","58530","58530","1","1","1","","","","","","","","","","","",""
"2665","58532","58532","58532","1","1","1","","","","","","","","","","","",""
"2666","58534","58534","58534","1","1","1","","","","","","","","","","","",""
"2667","58536","58536","58536","0.8","0.8","0.8","","","","","","","","","","","",""
"2668","58538","58538","58538","1","1","1","","","","","","","","","","","",""
"2669","58540","58540","58540","1","1","1","","","","","","","","","","","",""
"2670","58542","58542","58542","1","1","1","","","","","","","","","","","",""
"2671","58544","58544","58544","1","1","1","","","","","","","","","","","",""
"2672","58546","58546","58546","1","1","1","","","","","","","","","","","",""
"2673","58703","58703","58703","0.8","0.8","0.8","","","","","","","","","","","",""
"2674","58705","58705","58705","1","1","1","","","","","","","","","","","",""
"2675","58707","58707","58707","1","1","1","","","","","","","","","","","",""
"2676","58709","58709","58709","1","1","1","","","","","","","","","","","",""
"2677","58711","58711","58711","1","1","1","","","","","","","","","","","",""
"2678","58713","58713","58713","1","1","1","","","","","","","","","","","",""
"2679","58715","58715","58715","1","1","1","","","","","","","","","","","",""
"2680","58717","58717","58717","1","1","1","","","","","","","","","","","",""
"2681","58719","58719","58719","1","1","1","","","","","","","","","","","",""
"2682","58879","58879","58879","0.8","0.8","0.8","","","","","","","","","","","",""
"2683","58881","58881","58881","1","1","1","","","","","","","","","","","",""
"2684","58883","58883","58883","1","1","1","","","","","","","","","","","",""
"2685","58885","58885","58885","1","1","1","","","","","","","","","","","",""
"2686","58887","58887","58887","1","1","1","","","","","","","","","","","",""
"2687","58889","58889","58889","1","1","1","","","","","","","","","","","",""
"2688","58891","58891","58891","1","1","1","","","","","","","","","","","",""
"2689","58893","58893","58893","1","1","1","","","","","","","","","","","",""
"2690","58895","58895","58895","1","1","1","","","","","","","","","","","",""
"2691","59056","59056","59056","0.8","0.8","0.8","","","","","","","","","","","",""
"2692","59058","59058","59058","1","1","1","","","","","","","","","","","",""
"2693","59060","59060","59060","1","1","1","","","","","","","","","","","",""
"2694","59062","59062","59062","1","1","1","","","","","","","","","","","",""
"2695","59064","59064","59064","1","1","1","","","","","","","","","","","",""
"2696","59066","59066","59066","1","1","1","","","","","","","","","","","",""
"2697","59068","59068","59068","1","1","1","","","","","","","","","","","",""
"2698","59070","59070","59070","1","1","1","","","","","","","","","","","",""
"2699","59072","59072","59072","1","1","1","","","","","","","","","","","",""
"2700","59232","59232","59232","0.8","0.8","0.8","","","","","","","","","","","",""
"2701","59234","59234","59234","1","1","1","","","","","","","","","","","",""
"2702","59236","59236","59236","1","1","1","","","","","","","","","","","",""
"2703","59238","59238","59238","1","1","1","","","","","","","","","","","",""
"2704","59240","59240","59240","1","1","1","","","","","","","","","","","",""
"2705","59242","59242","59242","1","1","1","","","","","","","","","","","",""
"2706","59244","59244","59244","1","1","1","","","","","","","","","","","",""
"2707","59246","59246","59246","1","1","1","","","","","","","","","","","",""
"2708","59248","59248","59248","1","1","1","","","","","","","","","","","",""
"2709","59409","59409","59409","0.8","0.8","0.8","","","","","","","","","","","",""
"2710","59411","59411","59411","1","1","1","","","","","","","","","","","",""
"2711","59413","59413","59413","1","1","1","","","","","","","","","","","",""
"2712","59415","59415","59415","1","1","1","","","","","","","","","","","",""
"2713","59417","59417","59417","1","1","1","","","","","","","","","","","",""
"2714","59419","59419","59419","1","1","1","","","","","","","","","","","",""
"2715","59421","59421","59421","1","1","1","","","","","","","","","","","",""
"2716","59423","59423","59423","1","1","1","","","","","","","","","","","",""
"2717","59425","59425","59425","1","1","1","","","","","","","","","","","",""
"2718","59585","59585","59585","0.8","0.8","0.8","","","","","","","","","","","",""
"2719","59587","59587","59587","1","1","1","","","","","","","","","","","",""
"2720","59589","59589","59589","1","1","1","","","","","","","","","","","",""
"2721","59591","59591","59591","1","1","1","","","","","","","","","","","",""
"2722","59593","59593","59593","1","1","1","","","","","","","","","","","",""
"2723","59595","59595","59595","1","1","1","","","","","","","","","","","",""
"2724","59597","59597","59597","1","1","1","","","","","","","","","","","",""
"2725","59599","59599","59599","1","1","1","","","","","","","","","","","",""
"2726","59601","59601","59601","1","1","1","","","","","","","","","","","",""
"2727","59766","59766","59766","0.8","0.8","0.8","","","","","","","","","","","",""
"2728","59768","59768","59768","1","1","1","","","","","","","","","","","",""
"2729","59770","59770","59770","1","1","1","","","","","","","","","","","",""
"2730","59772","59772","59772","1","1","1","","","","","","","","","","","",""
"2731","59774","59774","59774","1","1","1","","","","","","","","","","","",""
"2732","59776","59776","59776","1","1","1","","","","","","","","","","","",""
"2733","59778","59778","59778","1","1","1","","","","","","","","","","","",""
"2734","59780","59780","59780","1","1","1","","","","","","","","","","","",""
"2735","59782","59782","59782","1","1","1","","","","","","","","","","","",""
"2736","59942","59942","59942","0.8","0.8","0.8","","","","","","","","","","","",""
"2737","59944","59944","59944","1","1","1","","","","","","","","","","","",""
"2738","59946","59946","59946","1","1","1","","","","","","","","","","","",""
"2739","59948","59948","59948","1","1","1","","","","","","","","","","","",""
"2740","59950","59950","59950","1","1","1","","","","","","","","","","","",""
"2741","59952","59952","59952","1","1","1","","","","","","","","","","","",""
"2742","59954","59954","59954","1","1","1","","","","","","","","","","","",""
"2743","59956","59956","59956","1","1","1","","","","","","","","","","","",""
"2744","59958","59958","59958","1","1","1","","","","","","","","","","","",""
"2745","60119","60119","60119","0.8","0.8","0.8","","","","","","","","","","","",""
"2746","60121","60121","60121","1","1","1","","","","","","","","","","","",""
"2747","60123","60123","60123","1","1","1","","","","","","","","","","","",""
"2748","60125","60125","60125","1","1","1","","","","","","","","","","","",""
"2749","60127","60127","60127","1","1","1","","","","","","","","","","","",""
"2750","60129","60129","60129","1","1","1","","","","","","","","","","","",""
"2751","60131","60131","60131","1","1","1","","","","","","","","","","","",""
"2752","60133","60133","60133","1","1","1","","","","","","","","","","","",""
"2753","60135","60135","60135","1","1","1","","","","","","","","","","","",""
"2754","60293","60293","60293","1","1","1","","","","","","","","","","","",""
"2755","60295","60295","60295","1","1","1","","","","","","","","","","","",""
"2756","60297","60297","60297","1","1","1","","","","","","","","","","","",""
"2757","60299","60299","60299","1","1","1","","","","","","","","","","","",""
"2758","60301","60301","60301","1","1","1","","","","","","","","","","","",""
"2759","60303","60303","60303","1","1","1","","","","","","","","","","","",""
"2760","60305","60305","60305","1","1","1","","","","","","","","","","","",""
"2761","60307","60307","60307","1","1","1","","","","","","","","","","","",""
"2762","60309","60309","60309","1","1","1","","","","","","","","","","","",""
"2763","60471","60471","60471","0.8","0.8","0.8","","","","","","","","","","","",""
"2764","60473","60473","60473","1","1","1","","","","","","","","","","","",""
"2765","60475","60475","60475","1","1","1","","","","","","","","","","","",""
"2766","60477","60477","60477","1","1","1","","","","","","","","","","","",""
"2767","60479","60479","60479","1","1","1","","","","","","","","","","","",""
"2768","60481","60481","60481","1","1","1","","","","","","","","","","","",""
"2769","60483","60483","60483","1","1","1","","","","","","","","","","","",""
"2770","60485","60485","60485","1","1","1","","","","","","","","","","","",""
"2771","60487","60487","60487","1","1","1","","","","","","","","","","","",""
"2772","60647","60647","60647","0.8","0.8","0.8","","","","","","","","","","","",""
"2773","60649","60649","60649","1","1","1","","","","","","","","","","","",""
"2774","60651","60651","60651","1","1","1","","","","","","","","","","","",""
"2775","60653","60653","60653","1","1","1","","","","","","","","","","","",""
"2776","60655","60655","60655","1","1","1","","","","","","","","","","","",""
"2777","60657","60657","60657","1","1","1","","","","","","","","","","","",""
"2778","60659","60659","60659","1","1","1","","","","","","","","","","","",""
"2779","60661","60661","60661","1","1","1","","","","","","","","","","","",""
"2780","60663","60663","60663","1","1","1","","","","","","","","","","","",""
"2781","60821","60821","60821","0.8","0.8","0.8","","","","","","","","","","","",""
"2782","60823","60823","60823","1","1","1","","","","","","","","","","","",""
"2783","60825","60825","60825","1","1","1","","","","","","","","","","","",""
"2784","60827","60827","60827","1","1","1","","","","","","","","","","","",""
"2785","60829","60829","60829","1","1","1","","","","","","","","","","","",""
"2786","60831","60831","60831","1","1","1","","","","","","","","","","","",""
"2787","60833","60833","60833","1","1","1","","","","","","","","","","","",""
"2788","60835","60835","60835","1","1","1","","","","","","","","","","","",""
"2789","60837","60837","60837","1","1","1","","","","","","","","","","","",""
"2790","60998","60998","60998","0.8","0.8","0.8","","","","","","","","","","","",""
"2791","61000","61000","61000","1","1","1","","","","","","","","","","","",""
"2792","61002","61002","61002","1","1","1","","","","","","","","","","","",""
"2793","61004","61004","61004","1","1","1","","","","","","","","","","","",""
"2794","61006","61006","61006","1","1","1","","","","","","","","","","","",""
"2795","61008","61008","61008","1","1","1","","","","","","","","","","","",""
"2796","61010","61010","61010","1","1","1","","","","","","","","","","","",""
"2797","61012","61012","61012","1","1","1","","","","","","","","","","","",""
"2798","61014","61014","61014","1","1","1","","","","","","","","","","","",""
"2799","61176","61176","61176","0.8","0.8","0.8","","","","","","","","","","","",""
"2800","61178","61178","61178","1","1","1","","","","","","","","","","","",""
"2801","61180","61180","61180","1","1","1","","","","","","","","","","","",""
"2802","61182","61182","61182","1","1","1","","","","","","","","","","","",""
"2803","61184","61184","61184","1","1","1","","","","","","","","","","","",""
"2804","61186","61186","61186","1","1","1","","","","","","","","","","","",""
"2805","61188","61188","61188","1","1","1","","","","","","","","","","","",""
"2806","61190","61190","61190","1","1","1","","","","","","","","","","","",""
"2807","61192","61192","61192","1","1","1","","","","","","","","","","","",""
"2808","61353","61353","61353","0.8","0.8","0.8","","","","","","","","","","","",""
"2809","61355","61355","61355","1","1","1","","","","","","","","","","","",""
"2810","61357","61357","61357","1","1","1","","","","","","","","","","","",""
"2811","61359","61359","61359","1","1","1","","","","","","","","","","","",""
"2812","61361","61361","61361","1","1","1","","","","","","","","","","","",""
"2813","61363","61363","61363","1","1","1","","","","","","","","","","","",""
"2814","61365","61365","61365","1","1","1","","","","","","","","","","","",""
"2815","61367","61367","61367","1","1","1","","","","","","","","","","","",""
"2816","61369","61369","61369","1","1","1","","","","","","","","","","","",""
"2817","61527","61527","61527","0.8","0.8","0.8","","","","","","","","","","","",""
"2818","61529","61529","61529","1","1","1","","","","","","","","","","","",""
"2819","61531","61531","61531","1","1","1","","","","","","","","","","","",""
"2820","61533","61533","61533","1","1","1","","","","","","","","","","","",""
"2821","61535","61535","61535","1","1","1","","","","","","","","","","","",""
"2822","61537","61537","61537","1","1","1","","","","","","","","","","","",""
"2823","61539","61539","61539","1","1","1","","","","","","","","","","","",""
"2824","61541","61541","61541","1","1","1","","","","","","","","","","","",""
"2825","61543","61543","61543","1","1","1","","","","","","","","","","","",""
"2826","61710","61710","61710","0.8","0.8","0.8","","","","","","","","","","","",""
"2827","61712","61712","61712","1","1","1","","","","","","","","","","","",""
"2828","61714","61714","61714","1","1","1","","","","","","","","","","","",""
"2829","61716","61716","61716","1","1","1","","","","","","","","","","","",""
