"Evaluate/step_episode","2_rainbowepsilon_2024-12-19_00-27-24 - _step","2_rainbowepsilon_2024-12-19_00-27-24 - _step__MIN","2_rainbowepsilon_2024-12-19_00-27-24 - _step__MAX","2_rainbowepsilon_2024-12-19_00-27-24 - Evaluate/EpProgress","2_rainbowepsilon_2024-12-19_00-27-24 - Evaluate/EpProgress__MIN","2_rainbowepsilon_2024-12-19_00-27-24 - Evaluate/EpProgress__MAX","15_rainbowepsilon_2024-12-16_00-15-51 - _step","15_rainbowepsilon_2024-12-16_00-15-51 - _step__MIN","15_rainbowepsilon_2024-12-16_00-15-51 - _step__MAX","15_rainbowepsilon_2024-12-16_00-15-51 - Evaluate/EpProgress","15_rainbowepsilon_2024-12-16_00-15-51 - Evaluate/EpProgress__MIN","15_rainbowepsilon_2024-12-16_00-15-51 - Evaluate/EpProgress__MAX","10_rainbowepsilon_2024-12-15_02-47-52 - _step","10_rainbowepsilon_2024-12-15_02-47-52 - _step__MIN","10_rainbowepsilon_2024-12-15_02-47-52 - _step__MAX","10_rainbowepsilon_2024-12-15_02-47-52 - Evaluate/EpProgress","10_rainbowepsilon_2024-12-15_02-47-52 - Evaluate/EpProgress__MIN","10_rainbowepsilon_2024-12-15_02-47-52 - Evaluate/EpProgress__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress__MAX"
"1442","33785","33785","33785","1","1","1","28558","28558","28558","1","1","1","29950","29950","29950","1","1","1","34132","34132","34132","1","1","1"
"1443","33787","33787","33787","1","1","1","28560","28560","28560","1","1","1","29952","29952","29952","1","1","1","34134","34134","34134","1","1","1"
"1444","33789","33789","33789","1","1","1","28562","28562","28562","1","1","1","29954","29954","29954","1","1","1","34136","34136","34136","1","1","1"
"1445","33791","33791","33791","1","1","1","28564","28564","28564","1","1","1","29956","29956","29956","1","1","1","34138","34138","34138","1","1","1"
"1446","33793","33793","33793","1","1","1","28566","28566","28566","1","1","1","29958","29958","29958","1","1","1","34140","34140","34140","1","1","1"
"1447","33795","33795","33795","1","1","1","28568","28568","28568","1","1","1","29960","29960","29960","1","1","1","34142","34142","34142","1","1","1"
"1448","33797","33797","33797","1","1","1","28570","28570","28570","1","1","1","29962","29962","29962","1","1","1","34144","34144","34144","1","1","1"
"1449","33954","33954","33954","1","1","1","28701","28701","28701","0.8","0.8","0.8","30100","30100","30100","0.8","0.8","0.8","34301","34301","34301","1","1","1"
"1450","33956","33956","33956","1","1","1","28703","28703","28703","1","1","1","30102","30102","30102","1","1","1","34303","34303","34303","1","1","1"
"1451","33958","33958","33958","1","1","1","28705","28705","28705","1","1","1","30104","30104","30104","1","1","1","34305","34305","34305","1","1","1"
"1452","33960","33960","33960","1","1","1","28707","28707","28707","1","1","1","30106","30106","30106","1","1","1","34307","34307","34307","1","1","1"
"1453","33962","33962","33962","1","1","1","28709","28709","28709","1","1","1","30108","30108","30108","1","1","1","34309","34309","34309","1","1","1"
"1454","33964","33964","33964","1","1","1","28711","28711","28711","1","1","1","30110","30110","30110","1","1","1","34311","34311","34311","1","1","1"
"1455","33966","33966","33966","1","1","1","28713","28713","28713","1","1","1","30112","30112","30112","1","1","1","34313","34313","34313","1","1","1"
"1456","33968","33968","33968","1","1","1","28715","28715","28715","1","1","1","30114","30114","30114","1","1","1","34315","34315","34315","1","1","1"
"1457","33970","33970","33970","1","1","1","28717","28717","28717","1","1","1","30116","30116","30116","1","1","1","34317","34317","34317","1","1","1"
"1458","34131","34131","34131","1","1","1","28847","28847","28847","0.8","0.8","0.8","30254","30254","30254","1","1","1","34479","34479","34479","0.8","0.8","0.8"
"1459","34133","34133","34133","1","1","1","28849","28849","28849","1","1","1","30256","30256","30256","1","1","1","34481","34481","34481","1","1","1"
"1460","34135","34135","34135","1","1","1","28851","28851","28851","1","1","1","30258","30258","30258","1","1","1","34483","34483","34483","1","1","1"
"1461","34137","34137","34137","1","1","1","28853","28853","28853","1","1","1","30260","30260","30260","1","1","1","34485","34485","34485","1","1","1"
"1462","34139","34139","34139","1","1","1","28855","28855","28855","1","1","1","30262","30262","30262","1","1","1","34487","34487","34487","1","1","1"
"1463","34141","34141","34141","0.8","0.8","0.8","28857","28857","28857","0.8","0.8","0.8","30264","30264","30264","1","1","1","34489","34489","34489","1","1","1"
"1464","34143","34143","34143","1","1","1","28859","28859","28859","1","1","1","30266","30266","30266","1","1","1","34491","34491","34491","1","1","1"
"1465","34145","34145","34145","1","1","1","28861","28861","28861","1","1","1","30268","30268","30268","1","1","1","34493","34493","34493","1","1","1"
"1466","34147","34147","34147","1","1","1","28863","28863","28863","1","1","1","30270","30270","30270","1","1","1","34495","34495","34495","1","1","1"
"1467","34308","34308","34308","1","1","1","28993","28993","28993","1","1","1","30408","30408","30408","1","1","1","34659","34659","34659","1","1","1"
"1468","34310","34310","34310","1","1","1","28995","28995","28995","1","1","1","30410","30410","30410","1","1","1","34661","34661","34661","1","1","1"
"1469","34312","34312","34312","1","1","1","28997","28997","28997","1","1","1","30412","30412","30412","1","1","1","34663","34663","34663","1","1","1"
"1470","34314","34314","34314","1","1","1","28999","28999","28999","1","1","1","30414","30414","30414","1","1","1","34665","34665","34665","1","1","1"
"1471","34316","34316","34316","1","1","1","29001","29001","29001","1","1","1","30416","30416","30416","1","1","1","34667","34667","34667","1","1","1"
"1472","34318","34318","34318","1","1","1","29003","29003","29003","1","1","1","30418","30418","30418","1","1","1","34669","34669","34669","1","1","1"
"1473","34320","34320","34320","1","1","1","29005","29005","29005","1","1","1","30420","30420","30420","1","1","1","34671","34671","34671","1","1","1"
"1474","34322","34322","34322","1","1","1","29007","29007","29007","1","1","1","30422","30422","30422","1","1","1","34673","34673","34673","1","1","1"
"1475","34324","34324","34324","1","1","1","29009","29009","29009","1","1","1","30424","30424","30424","1","1","1","34675","34675","34675","1","1","1"
"1476","34481","34481","34481","1","1","1","29143","29143","29143","0.8","0.8","0.8","30561","30561","30561","1","1","1","34834","34834","34834","1","1","1"
"1477","34483","34483","34483","1","1","1","29145","29145","29145","1","1","1","30563","30563","30563","1","1","1","34836","34836","34836","1","1","1"
"1478","34485","34485","34485","1","1","1","29147","29147","29147","1","1","1","30565","30565","30565","1","1","1","34838","34838","34838","1","1","1"
"1479","34487","34487","34487","1","1","1","29149","29149","29149","1","1","1","30567","30567","30567","1","1","1","34840","34840","34840","1","1","1"
"1480","34489","34489","34489","1","1","1","29151","29151","29151","1","1","1","30569","30569","30569","1","1","1","34842","34842","34842","1","1","1"
"1481","34491","34491","34491","1","1","1","29153","29153","29153","1","1","1","30571","30571","30571","1","1","1","34844","34844","34844","1","1","1"
"1482","34493","34493","34493","1","1","1","29155","29155","29155","1","1","1","30573","30573","30573","1","1","1","34846","34846","34846","1","1","1"
"1483","34495","34495","34495","1","1","1","29157","29157","29157","1","1","1","30575","30575","30575","1","1","1","34848","34848","34848","1","1","1"
"1484","34497","34497","34497","1","1","1","29159","29159","29159","1","1","1","30577","30577","30577","1","1","1","34850","34850","34850","1","1","1"
"1485","34657","34657","34657","1","1","1","29289","29289","29289","1","1","1","30717","30717","30717","1","1","1","35010","35010","35010","1","1","1"
"1486","34659","34659","34659","1","1","1","29291","29291","29291","1","1","1","30719","30719","30719","1","1","1","35012","35012","35012","1","1","1"
"1487","34661","34661","34661","1","1","1","29293","29293","29293","1","1","1","30721","30721","30721","1","1","1","35014","35014","35014","1","1","1"
"1488","34663","34663","34663","1","1","1","29295","29295","29295","1","1","1","30723","30723","30723","1","1","1","35016","35016","35016","1","1","1"
"1489","34665","34665","34665","1","1","1","29297","29297","29297","1","1","1","30725","30725","30725","1","1","1","35018","35018","35018","1","1","1"
"1490","34667","34667","34667","1","1","1","29299","29299","29299","1","1","1","30727","30727","30727","1","1","1","35020","35020","35020","1","1","1"
"1491","34669","34669","34669","1","1","1","29301","29301","29301","1","1","1","30729","30729","30729","1","1","1","35022","35022","35022","1","1","1"
"1492","34671","34671","34671","1","1","1","29303","29303","29303","1","1","1","30731","30731","30731","1","1","1","35024","35024","35024","1","1","1"
"1493","34673","34673","34673","1","1","1","29305","29305","29305","1","1","1","30733","30733","30733","1","1","1","35026","35026","35026","0.9","0.9","0.9"
"1494","34834","34834","34834","1","1","1","29437","29437","29437","1","1","1","30872","30872","30872","1","1","1","35184","35184","35184","1","1","1"
"1495","34836","34836","34836","1","1","1","29439","29439","29439","1","1","1","30874","30874","30874","1","1","1","35186","35186","35186","1","1","1"
"1496","34838","34838","34838","1","1","1","29441","29441","29441","1","1","1","30876","30876","30876","1","1","1","35188","35188","35188","1","1","1"
"1497","34840","34840","34840","1","1","1","29443","29443","29443","1","1","1","30878","30878","30878","1","1","1","35190","35190","35190","1","1","1"
"1498","34842","34842","34842","1","1","1","29445","29445","29445","1","1","1","30880","30880","30880","1","1","1","35192","35192","35192","1","1","1"
"1499","34844","34844","34844","1","1","1","29447","29447","29447","1","1","1","30882","30882","30882","1","1","1","35194","35194","35194","1","1","1"
"1500","34846","34846","34846","1","1","1","29449","29449","29449","1","1","1","30884","30884","30884","1","1","1","35196","35196","35196","1","1","1"
"1501","34848","34848","34848","1","1","1","29451","29451","29451","1","1","1","30886","30886","30886","1","1","1","35198","35198","35198","1","1","1"
"1502","34850","34850","34850","1","1","1","29453","29453","29453","1","1","1","30888","30888","30888","1","1","1","35200","35200","35200","1","1","1"
"1503","35007","35007","35007","1","1","1","29584","29584","29584","1","1","1","31026","31026","31026","1","1","1","35364","35364","35364","1","1","1"
"1504","35009","35009","35009","1","1","1","29586","29586","29586","1","1","1","31028","31028","31028","1","1","1","35366","35366","35366","1","1","1"
"1505","35011","35011","35011","1","1","1","29588","29588","29588","1","1","1","31030","31030","31030","1","1","1","35368","35368","35368","1","1","1"
"1506","35013","35013","35013","1","1","1","29590","29590","29590","1","1","1","31032","31032","31032","1","1","1","35370","35370","35370","1","1","1"
"1507","35015","35015","35015","0.8","0.8","0.8","29592","29592","29592","1","1","1","31034","31034","31034","1","1","1","35372","35372","35372","1","1","1"
"1508","35017","35017","35017","1","1","1","29594","29594","29594","1","1","1","31036","31036","31036","1","1","1","35374","35374","35374","1","1","1"
"1509","35019","35019","35019","1","1","1","29596","29596","29596","1","1","1","31038","31038","31038","1","1","1","35376","35376","35376","1","1","1"
"1510","35021","35021","35021","1","1","1","29598","29598","29598","1","1","1","31040","31040","31040","1","1","1","35378","35378","35378","1","1","1"
"1511","35023","35023","35023","1","1","1","29600","29600","29600","1","1","1","31042","31042","31042","1","1","1","35380","35380","35380","1","1","1"
"1512","35182","35182","35182","1","1","1","29733","29733","29733","1","1","1","31181","31181","31181","0.8","0.8","0.8","35545","35545","35545","1","1","1"
"1513","35184","35184","35184","1","1","1","29735","29735","29735","1","1","1","31183","31183","31183","1","1","1","35547","35547","35547","1","1","1"
"1514","35186","35186","35186","1","1","1","29737","29737","29737","1","1","1","31185","31185","31185","1","1","1","35549","35549","35549","1","1","1"
"1515","35188","35188","35188","1","1","1","29739","29739","29739","1","1","1","31187","31187","31187","1","1","1","35551","35551","35551","1","1","1"
"1516","35190","35190","35190","1","1","1","29741","29741","29741","1","1","1","31189","31189","31189","1","1","1","35553","35553","35553","1","1","1"
"1517","35192","35192","35192","1","1","1","29743","29743","29743","1","1","1","31191","31191","31191","1","1","1","35555","35555","35555","1","1","1"
"1518","35194","35194","35194","1","1","1","29745","29745","29745","1","1","1","31193","31193","31193","1","1","1","35557","35557","35557","1","1","1"
"1519","35196","35196","35196","1","1","1","29747","29747","29747","1","1","1","31195","31195","31195","1","1","1","35559","35559","35559","1","1","1"
"1520","35198","35198","35198","1","1","1","29749","29749","29749","1","1","1","31197","31197","31197","1","1","1","35561","35561","35561","1","1","1"
"1521","35357","35357","35357","1","1","1","29883","29883","29883","1","1","1","31336","31336","31336","1","1","1","35723","35723","35723","1","1","1"
"1522","35359","35359","35359","1","1","1","29885","29885","29885","1","1","1","31338","31338","31338","1","1","1","35725","35725","35725","1","1","1"
"1523","35361","35361","35361","1","1","1","29887","29887","29887","1","1","1","31340","31340","31340","1","1","1","35727","35727","35727","1","1","1"
"1524","35363","35363","35363","1","1","1","29889","29889","29889","1","1","1","31342","31342","31342","1","1","1","35729","35729","35729","1","1","1"
"1525","35365","35365","35365","1","1","1","29891","29891","29891","1","1","1","31344","31344","31344","1","1","1","35731","35731","35731","1","1","1"
"1526","35367","35367","35367","1","1","1","29893","29893","29893","1","1","1","31346","31346","31346","1","1","1","35733","35733","35733","1","1","1"
"1527","35369","35369","35369","1","1","1","29895","29895","29895","1","1","1","31348","31348","31348","1","1","1","35735","35735","35735","1","1","1"
"1528","35371","35371","35371","1","1","1","29897","29897","29897","1","1","1","31350","31350","31350","1","1","1","35737","35737","35737","1","1","1"
"1529","35373","35373","35373","1","1","1","29899","29899","29899","1","1","1","31352","31352","31352","1","1","1","35739","35739","35739","1","1","1"
"1530","35533","35533","35533","1","1","1","30030","30030","30030","1","1","1","31491","31491","31491","1","1","1","35900","35900","35900","1","1","1"
"1531","35535","35535","35535","1","1","1","30032","30032","30032","1","1","1","31493","31493","31493","1","1","1","35902","35902","35902","1","1","1"
"1532","35537","35537","35537","1","1","1","30034","30034","30034","1","1","1","31495","31495","31495","1","1","1","35904","35904","35904","1","1","1"
"1533","35539","35539","35539","1","1","1","30036","30036","30036","1","1","1","31497","31497","31497","1","1","1","35906","35906","35906","1","1","1"
"1534","35541","35541","35541","1","1","1","30038","30038","30038","1","1","1","31499","31499","31499","1","1","1","35908","35908","35908","1","1","1"
"1535","35543","35543","35543","1","1","1","30040","30040","30040","1","1","1","31501","31501","31501","1","1","1","35910","35910","35910","1","1","1"
"1536","35545","35545","35545","1","1","1","30042","30042","30042","1","1","1","31503","31503","31503","1","1","1","35912","35912","35912","1","1","1"
"1537","35547","35547","35547","1","1","1","30044","30044","30044","1","1","1","31505","31505","31505","1","1","1","35914","35914","35914","1","1","1"
"1538","35549","35549","35549","1","1","1","30046","30046","30046","1","1","1","31507","31507","31507","1","1","1","35916","35916","35916","1","1","1"
"1539","35710","35710","35710","1","1","1","30176","30176","30176","1","1","1","31647","31647","31647","1","1","1","36074","36074","36074","1","1","1"
"1540","35712","35712","35712","1","1","1","30178","30178","30178","1","1","1","31649","31649","31649","1","1","1","36076","36076","36076","1","1","1"
"1541","35714","35714","35714","1","1","1","30180","30180","30180","1","1","1","31651","31651","31651","1","1","1","36078","36078","36078","1","1","1"
"1542","35716","35716","35716","1","1","1","30182","30182","30182","1","1","1","31653","31653","31653","1","1","1","36080","36080","36080","1","1","1"
"1543","35718","35718","35718","1","1","1","30184","30184","30184","1","1","1","31655","31655","31655","1","1","1","36082","36082","36082","1","1","1"
"1544","35720","35720","35720","1","1","1","30186","30186","30186","1","1","1","31657","31657","31657","1","1","1","36084","36084","36084","1","1","1"
"1545","35722","35722","35722","1","1","1","30188","30188","30188","1","1","1","31659","31659","31659","1","1","1","36086","36086","36086","1","1","1"
"1546","35724","35724","35724","1","1","1","30190","30190","30190","1","1","1","31661","31661","31661","1","1","1","36088","36088","36088","1","1","1"
"1547","35726","35726","35726","1","1","1","30192","30192","30192","1","1","1","31663","31663","31663","1","1","1","36090","36090","36090","1","1","1"
"1548","35884","35884","35884","1","1","1","30323","30323","30323","1","1","1","31804","31804","31804","1","1","1","36255","36255","36255","1","1","1"
"1549","35886","35886","35886","1","1","1","30325","30325","30325","1","1","1","31806","31806","31806","1","1","1","36257","36257","36257","1","1","1"
"1550","35888","35888","35888","0.8","0.8","0.8","30327","30327","30327","1","1","1","31808","31808","31808","1","1","1","36259","36259","36259","1","1","1"
"1551","35890","35890","35890","1","1","1","30329","30329","30329","1","1","1","31810","31810","31810","1","1","1","36261","36261","36261","1","1","1"
"1552","35892","35892","35892","1","1","1","30331","30331","30331","1","1","1","31812","31812","31812","1","1","1","36263","36263","36263","1","1","1"
"1553","35894","35894","35894","1","1","1","30333","30333","30333","1","1","1","31814","31814","31814","1","1","1","36265","36265","36265","1","1","1"
"1554","35896","35896","35896","1","1","1","30335","30335","30335","1","1","1","31816","31816","31816","1","1","1","36267","36267","36267","1","1","1"
"1555","35898","35898","35898","1","1","1","30337","30337","30337","1","1","1","31818","31818","31818","1","1","1","36269","36269","36269","1","1","1"
"1556","35900","35900","35900","1","1","1","30339","30339","30339","1","1","1","31820","31820","31820","1","1","1","36271","36271","36271","1","1","1"
"1557","36062","36062","36062","1","1","1","30473","30473","30473","1","1","1","31958","31958","31958","1","1","1","36428","36428","36428","1","1","1"
"1558","36064","36064","36064","1","1","1","30475","30475","30475","1","1","1","31960","31960","31960","1","1","1","36430","36430","36430","1","1","1"
"1559","36066","36066","36066","1","1","1","30477","30477","30477","1","1","1","31962","31962","31962","1","1","1","36432","36432","36432","1","1","1"
"1560","36068","36068","36068","1","1","1","30479","30479","30479","1","1","1","31964","31964","31964","1","1","1","36434","36434","36434","1","1","1"
"1561","36070","36070","36070","0.8","0.8","0.8","30481","30481","30481","1","1","1","31966","31966","31966","1","1","1","36436","36436","36436","1","1","1"
"1562","36072","36072","36072","1","1","1","30483","30483","30483","1","1","1","31968","31968","31968","1","1","1","36438","36438","36438","1","1","1"
"1563","36074","36074","36074","1","1","1","30485","30485","30485","1","1","1","31970","31970","31970","1","1","1","36440","36440","36440","1","1","1"
"1564","36076","36076","36076","1","1","1","30487","30487","30487","1","1","1","31972","31972","31972","1","1","1","36442","36442","36442","1","1","1"
"1565","36078","36078","36078","1","1","1","30489","30489","30489","1","1","1","31974","31974","31974","1","1","1","36444","36444","36444","1","1","1"
"1566","36236","36236","36236","1","1","1","30618","30618","30618","1","1","1","32117","32117","32117","1","1","1","36610","36610","36610","1","1","1"
"1567","36238","36238","36238","1","1","1","30620","30620","30620","1","1","1","32119","32119","32119","1","1","1","36612","36612","36612","1","1","1"
"1568","36240","36240","36240","1","1","1","30622","30622","30622","1","1","1","32121","32121","32121","1","1","1","36614","36614","36614","1","1","1"
"1569","36242","36242","36242","1","1","1","30624","30624","30624","1","1","1","32123","32123","32123","1","1","1","36616","36616","36616","1","1","1"
"1570","36244","36244","36244","1","1","1","30626","30626","30626","1","1","1","32125","32125","32125","0.8","0.8","0.8","36618","36618","36618","1","1","1"
"1571","36246","36246","36246","0.8","0.8","0.8","30628","30628","30628","1","1","1","32127","32127","32127","1","1","1","36620","36620","36620","1","1","1"
"1572","36248","36248","36248","1","1","1","30630","30630","30630","1","1","1","32129","32129","32129","1","1","1","36622","36622","36622","1","1","1"
"1573","36250","36250","36250","1","1","1","30632","30632","30632","1","1","1","32131","32131","32131","1","1","1","36624","36624","36624","1","1","1"
"1574","36252","36252","36252","1","1","1","30634","30634","30634","1","1","1","32133","32133","32133","1","1","1","36626","36626","36626","1","1","1"
"1575","36409","36409","36409","0.8","0.8","0.8","30765","30765","30765","1","1","1","32270","32270","32270","1","1","1","36787","36787","36787","1","1","1"
"1576","36411","36411","36411","1","1","1","30767","30767","30767","1","1","1","32272","32272","32272","1","1","1","36789","36789","36789","1","1","1"
"1577","36413","36413","36413","1","1","1","30769","30769","30769","1","1","1","32274","32274","32274","1","1","1","36791","36791","36791","1","1","1"
"1578","36415","36415","36415","1","1","1","30771","30771","30771","1","1","1","32276","32276","32276","1","1","1","36793","36793","36793","1","1","1"
"1579","36417","36417","36417","1","1","1","30773","30773","30773","1","1","1","32278","32278","32278","1","1","1","36795","36795","36795","1","1","1"
"1580","36419","36419","36419","1","1","1","30775","30775","30775","1","1","1","32280","32280","32280","1","1","1","36797","36797","36797","1","1","1"
"1581","36421","36421","36421","1","1","1","30777","30777","30777","1","1","1","32282","32282","32282","1","1","1","36799","36799","36799","1","1","1"
"1582","36423","36423","36423","1","1","1","30779","30779","30779","1","1","1","32284","32284","32284","1","1","1","36801","36801","36801","1","1","1"
"1583","36425","36425","36425","1","1","1","30781","30781","30781","1","1","1","32286","32286","32286","1","1","1","36803","36803","36803","1","1","1"
"1584","36589","36589","36589","1","1","1","30917","30917","30917","1","1","1","32423","32423","32423","0.8","0.8","0.8","36965","36965","36965","1","1","1"
"1585","36591","36591","36591","1","1","1","30919","30919","30919","1","1","1","32425","32425","32425","1","1","1","36967","36967","36967","1","1","1"
"1586","36593","36593","36593","1","1","1","30921","30921","30921","1","1","1","32427","32427","32427","1","1","1","36969","36969","36969","1","1","1"
"1587","36595","36595","36595","1","1","1","30923","30923","30923","1","1","1","32429","32429","32429","1","1","1","36971","36971","36971","1","1","1"
"1588","36597","36597","36597","1","1","1","30925","30925","30925","1","1","1","32431","32431","32431","1","1","1","36973","36973","36973","1","1","1"
"1589","36599","36599","36599","1","1","1","30927","30927","30927","1","1","1","32433","32433","32433","1","1","1","36975","36975","36975","1","1","1"
"1590","36601","36601","36601","1","1","1","30929","30929","30929","1","1","1","32435","32435","32435","1","1","1","36977","36977","36977","1","1","1"
"1591","36603","36603","36603","1","1","1","30931","30931","30931","1","1","1","32437","32437","32437","1","1","1","36979","36979","36979","1","1","1"
"1592","36605","36605","36605","1","1","1","30933","30933","30933","1","1","1","32439","32439","32439","1","1","1","36981","36981","36981","1","1","1"
"1593","36763","36763","36763","1","1","1","31066","31066","31066","1","1","1","32576","32576","32576","1","1","1","37138","37138","37138","1","1","1"
"1594","36765","36765","36765","1","1","1","31068","31068","31068","1","1","1","32578","32578","32578","1","1","1","37140","37140","37140","1","1","1"
"1595","36767","36767","36767","1","1","1","31070","31070","31070","1","1","1","32580","32580","32580","1","1","1","37142","37142","37142","1","1","1"
"1596","36769","36769","36769","1","1","1","31072","31072","31072","1","1","1","32582","32582","32582","1","1","1","37144","37144","37144","1","1","1"
"1597","36771","36771","36771","0.8","0.8","0.8","31074","31074","31074","1","1","1","32584","32584","32584","0.8","0.8","0.8","37146","37146","37146","1","1","1"
"1598","36773","36773","36773","0.8","0.8","0.8","31076","31076","31076","1","1","1","32586","32586","32586","1","1","1","37148","37148","37148","1","1","1"
"1599","36775","36775","36775","1","1","1","31078","31078","31078","1","1","1","32588","32588","32588","1","1","1","37150","37150","37150","1","1","1"
"1600","36777","36777","36777","1","1","1","31080","31080","31080","1","1","1","32590","32590","32590","1","1","1","37152","37152","37152","1","1","1"
"1601","36779","36779","36779","1","1","1","31082","31082","31082","1","1","1","32592","32592","32592","1","1","1","37154","37154","37154","1","1","1"
"1602","36941","36941","36941","1","1","1","31213","31213","31213","1","1","1","32728","32728","32728","1","1","1","37314","37314","37314","1","1","1"
"1603","36943","36943","36943","1","1","1","31215","31215","31215","1","1","1","32730","32730","32730","1","1","1","37316","37316","37316","1","1","1"
"1604","36945","36945","36945","1","1","1","31217","31217","31217","1","1","1","32732","32732","32732","1","1","1","37318","37318","37318","1","1","1"
"1605","36947","36947","36947","1","1","1","31219","31219","31219","1","1","1","32734","32734","32734","1","1","1","37320","37320","37320","1","1","1"
"1606","36949","36949","36949","1","1","1","31221","31221","31221","1","1","1","32736","32736","32736","1","1","1","37322","37322","37322","1","1","1"
"1607","36951","36951","36951","1","1","1","31223","31223","31223","0.8","0.8","0.8","32738","32738","32738","1","1","1","37324","37324","37324","0.8","0.8","0.8"
"1608","36953","36953","36953","1","1","1","31225","31225","31225","1","1","1","32740","32740","32740","1","1","1","37326","37326","37326","1","1","1"
"1609","36955","36955","36955","1","1","1","31227","31227","31227","1","1","1","32742","32742","32742","1","1","1","37328","37328","37328","1","1","1"
"1610","36957","36957","36957","1","1","1","31229","31229","31229","1","1","1","32744","32744","32744","1","1","1","37330","37330","37330","1","1","1"
"1611","37119","37119","37119","1","1","1","31358","31358","31358","1","1","1","32884","32884","32884","0.8","0.8","0.8","37486","37486","37486","1","1","1"
"1612","37121","37121","37121","1","1","1","31360","31360","31360","1","1","1","32886","32886","32886","1","1","1","37488","37488","37488","1","1","1"
"1613","37123","37123","37123","1","1","1","31362","31362","31362","1","1","1","32888","32888","32888","1","1","1","37490","37490","37490","1","1","1"
"1614","37125","37125","37125","1","1","1","31364","31364","31364","1","1","1","32890","32890","32890","1","1","1","37492","37492","37492","1","1","1"
"1615","37127","37127","37127","1","1","1","31366","31366","31366","1","1","1","32892","32892","32892","1","1","1","37494","37494","37494","1","1","1"
"1616","37129","37129","37129","1","1","1","31368","31368","31368","1","1","1","32894","32894","32894","1","1","1","37496","37496","37496","1","1","1"
"1617","37131","37131","37131","1","1","1","31370","31370","31370","1","1","1","32896","32896","32896","1","1","1","37498","37498","37498","1","1","1"
"1618","37133","37133","37133","1","1","1","31372","31372","31372","1","1","1","32898","32898","32898","1","1","1","37500","37500","37500","1","1","1"
"1619","37135","37135","37135","1","1","1","31374","31374","31374","1","1","1","32900","32900","32900","1","1","1","37502","37502","37502","0.8","0.8","0.8"
"1620","37296","37296","37296","1","1","1","31505","31505","31505","1","1","1","33036","33036","33036","1","1","1","37659","37659","37659","1","1","1"
"1621","37298","37298","37298","1","1","1","31507","31507","31507","1","1","1","33038","33038","33038","1","1","1","37661","37661","37661","1","1","1"
"1622","37300","37300","37300","1","1","1","31509","31509","31509","1","1","1","33040","33040","33040","1","1","1","37663","37663","37663","1","1","1"
"1623","37302","37302","37302","1","1","1","31511","31511","31511","1","1","1","33042","33042","33042","1","1","1","37665","37665","37665","1","1","1"
"1624","37304","37304","37304","1","1","1","31513","31513","31513","1","1","1","33044","33044","33044","1","1","1","37667","37667","37667","1","1","1"
"1625","37306","37306","37306","1","1","1","31515","31515","31515","1","1","1","33046","33046","33046","1","1","1","37669","37669","37669","1","1","1"
"1626","37308","37308","37308","1","1","1","31517","31517","31517","1","1","1","33048","33048","33048","1","1","1","37671","37671","37671","1","1","1"
"1627","37310","37310","37310","1","1","1","31519","31519","31519","1","1","1","33050","33050","33050","1","1","1","37673","37673","37673","1","1","1"
"1628","37312","37312","37312","1","1","1","31521","31521","31521","1","1","1","33052","33052","33052","1","1","1","37675","37675","37675","1","1","1"
"1629","37470","37470","37470","0.8","0.8","0.8","31653","31653","31653","1","1","1","33190","33190","33190","1","1","1","37834","37834","37834","1","1","1"
"1630","37472","37472","37472","1","1","1","31655","31655","31655","1","1","1","33192","33192","33192","1","1","1","37836","37836","37836","1","1","1"
"1631","37474","37474","37474","1","1","1","31657","31657","31657","1","1","1","33194","33194","33194","1","1","1","37838","37838","37838","1","1","1"
"1632","37476","37476","37476","1","1","1","31659","31659","31659","1","1","1","33196","33196","33196","1","1","1","37840","37840","37840","1","1","1"
"1633","37478","37478","37478","1","1","1","31661","31661","31661","1","1","1","33198","33198","33198","1","1","1","37842","37842","37842","1","1","1"
"1634","37480","37480","37480","1","1","1","31663","31663","31663","1","1","1","33200","33200","33200","1","1","1","37844","37844","37844","1","1","1"
"1635","37482","37482","37482","1","1","1","31665","31665","31665","1","1","1","33202","33202","33202","1","1","1","37846","37846","37846","1","1","1"
"1636","37484","37484","37484","1","1","1","31667","31667","31667","1","1","1","33204","33204","33204","1","1","1","37848","37848","37848","1","1","1"
"1637","37486","37486","37486","1","1","1","31669","31669","31669","1","1","1","33206","33206","33206","1","1","1","37850","37850","37850","1","1","1"
"1638","37648","37648","37648","1","1","1","31800","31800","31800","1","1","1","33345","33345","33345","0.8","0.8","0.8","38007","38007","38007","1","1","1"
"1639","37650","37650","37650","1","1","1","31802","31802","31802","1","1","1","33347","33347","33347","1","1","1","38009","38009","38009","1","1","1"
"1640","37652","37652","37652","1","1","1","31804","31804","31804","1","1","1","33349","33349","33349","1","1","1","38011","38011","38011","1","1","1"
