"Evaluate/step_episode","1e-5_rainbowepsilon_2024-12-19_12-45-13 - _step","1e-5_rainbowepsilon_2024-12-19_12-45-13 - _step__MIN","1e-5_rainbowepsilon_2024-12-19_12-45-13 - _step__MAX","1e-5_rainbowepsilon_2024-12-19_12-45-13 - Evaluate/EpProgress","1e-5_rainbowepsilon_2024-12-19_12-45-13 - Evaluate/EpProgress__MIN","1e-5_rainbowepsilon_2024-12-19_12-45-13 - Evaluate/EpProgress__MAX","le-3_rainbowepsilon_2024-12-18_13-26-06 - _step","le-3_rainbowepsilon_2024-12-18_13-26-06 - _step__MIN","le-3_rainbowepsilon_2024-12-18_13-26-06 - _step__MAX","le-3_rainbowepsilon_2024-12-18_13-26-06 - Evaluate/EpProgress","le-3_rainbowepsilon_2024-12-18_13-26-06 - Evaluate/EpProgress__MIN","le-3_rainbowepsilon_2024-12-18_13-26-06 - Evaluate/EpProgress__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress__MAX"
"1418","33154","33154","33154","1","1","1","33492","33492","33492","1","1","1","33609","33609","33609","1","1","1"
"1419","33156","33156","33156","1","1","1","33494","33494","33494","1","1","1","33611","33611","33611","1","1","1"
"1420","33158","33158","33158","1","1","1","33496","33496","33496","1","1","1","33613","33613","33613","1","1","1"
"1421","33160","33160","33160","1","1","1","33498","33498","33498","1","1","1","33615","33615","33615","1","1","1"
"1422","33317","33317","33317","0.8","0.8","0.8","33658","33658","33658","1","1","1","33773","33773","33773","1","1","1"
"1423","33319","33319","33319","1","1","1","33660","33660","33660","1","1","1","33775","33775","33775","1","1","1"
"1424","33321","33321","33321","1","1","1","33662","33662","33662","1","1","1","33777","33777","33777","1","1","1"
"1425","33323","33323","33323","1","1","1","33664","33664","33664","1","1","1","33779","33779","33779","1","1","1"
"1426","33325","33325","33325","1","1","1","33666","33666","33666","1","1","1","33781","33781","33781","1","1","1"
"1427","33327","33327","33327","1","1","1","33668","33668","33668","1","1","1","33783","33783","33783","1","1","1"
"1428","33329","33329","33329","1","1","1","33670","33670","33670","1","1","1","33785","33785","33785","1","1","1"
"1429","33331","33331","33331","1","1","1","33672","33672","33672","1","1","1","33787","33787","33787","1","1","1"
"1430","33333","33333","33333","1","1","1","33674","33674","33674","1","1","1","33789","33789","33789","1","1","1"
"1431","33497","33497","33497","0.8","0.8","0.8","33831","33831","33831","1","1","1","33950","33950","33950","1","1","1"
"1432","33499","33499","33499","1","1","1","33833","33833","33833","1","1","1","33952","33952","33952","1","1","1"
"1433","33501","33501","33501","1","1","1","33835","33835","33835","1","1","1","33954","33954","33954","1","1","1"
"1434","33503","33503","33503","1","1","1","33837","33837","33837","1","1","1","33956","33956","33956","1","1","1"
"1435","33505","33505","33505","1","1","1","33839","33839","33839","1","1","1","33958","33958","33958","1","1","1"
"1436","33507","33507","33507","1","1","1","33841","33841","33841","1","1","1","33960","33960","33960","1","1","1"
"1437","33509","33509","33509","1","1","1","33843","33843","33843","1","1","1","33962","33962","33962","1","1","1"
"1438","33511","33511","33511","1","1","1","33845","33845","33845","1","1","1","33964","33964","33964","1","1","1"
"1439","33513","33513","33513","1","1","1","33847","33847","33847","1","1","1","33966","33966","33966","1","1","1"
"1440","33669","33669","33669","0.8","0.8","0.8","34007","34007","34007","1","1","1","34128","34128","34128","1","1","1"
"1441","33671","33671","33671","1","1","1","34009","34009","34009","1","1","1","34130","34130","34130","1","1","1"
"1442","33673","33673","33673","1","1","1","34011","34011","34011","1","1","1","34132","34132","34132","1","1","1"
"1443","33675","33675","33675","1","1","1","34013","34013","34013","1","1","1","34134","34134","34134","1","1","1"
"1444","33677","33677","33677","1","1","1","34015","34015","34015","1","1","1","34136","34136","34136","1","1","1"
"1445","33679","33679","33679","1","1","1","34017","34017","34017","1","1","1","34138","34138","34138","1","1","1"
"1446","33681","33681","33681","1","1","1","34019","34019","34019","1","1","1","34140","34140","34140","1","1","1"
"1447","33683","33683","33683","1","1","1","34021","34021","34021","1","1","1","34142","34142","34142","1","1","1"
"1448","33685","33685","33685","1","1","1","34023","34023","34023","1","1","1","34144","34144","34144","1","1","1"
"1449","33842","33842","33842","0.8","0.8","0.8","34180","34180","34180","1","1","1","34301","34301","34301","1","1","1"
"1450","33844","33844","33844","1","1","1","34182","34182","34182","1","1","1","34303","34303","34303","1","1","1"
"1451","33846","33846","33846","1","1","1","34184","34184","34184","1","1","1","34305","34305","34305","1","1","1"
"1452","33848","33848","33848","1","1","1","34186","34186","34186","1","1","1","34307","34307","34307","1","1","1"
"1453","33850","33850","33850","1","1","1","34188","34188","34188","1","1","1","34309","34309","34309","1","1","1"
"1454","33852","33852","33852","1","1","1","34190","34190","34190","1","1","1","34311","34311","34311","1","1","1"
"1455","33854","33854","33854","1","1","1","34192","34192","34192","1","1","1","34313","34313","34313","1","1","1"
"1456","33856","33856","33856","1","1","1","34194","34194","34194","1","1","1","34315","34315","34315","1","1","1"
"1457","33858","33858","33858","1","1","1","34196","34196","34196","1","1","1","34317","34317","34317","1","1","1"
"1458","34018","34018","34018","0.8","0.8","0.8","34354","34354","34354","1","1","1","34479","34479","34479","0.8","0.8","0.8"
"1459","34020","34020","34020","1","1","1","34356","34356","34356","1","1","1","34481","34481","34481","1","1","1"
"1460","34022","34022","34022","1","1","1","34358","34358","34358","1","1","1","34483","34483","34483","1","1","1"
"1461","34024","34024","34024","1","1","1","34360","34360","34360","1","1","1","34485","34485","34485","1","1","1"
"1462","34026","34026","34026","1","1","1","34362","34362","34362","1","1","1","34487","34487","34487","1","1","1"
"1463","34028","34028","34028","1","1","1","34364","34364","34364","1","1","1","34489","34489","34489","1","1","1"
"1464","34030","34030","34030","1","1","1","34366","34366","34366","1","1","1","34491","34491","34491","1","1","1"
"1465","34032","34032","34032","1","1","1","34368","34368","34368","1","1","1","34493","34493","34493","1","1","1"
"1466","34034","34034","34034","1","1","1","34370","34370","34370","1","1","1","34495","34495","34495","1","1","1"
"1467","34195","34195","34195","0.8","0.8","0.8","34527","34527","34527","1","1","1","34659","34659","34659","1","1","1"
"1468","34197","34197","34197","1","1","1","34529","34529","34529","1","1","1","34661","34661","34661","1","1","1"
"1469","34199","34199","34199","1","1","1","34531","34531","34531","1","1","1","34663","34663","34663","1","1","1"
"1470","34201","34201","34201","1","1","1","34533","34533","34533","1","1","1","34665","34665","34665","1","1","1"
"1471","34203","34203","34203","1","1","1","34535","34535","34535","1","1","1","34667","34667","34667","1","1","1"
"1472","34205","34205","34205","1","1","1","34537","34537","34537","1","1","1","34669","34669","34669","1","1","1"
"1473","34207","34207","34207","1","1","1","34539","34539","34539","1","1","1","34671","34671","34671","1","1","1"
"1474","34209","34209","34209","1","1","1","34541","34541","34541","1","1","1","34673","34673","34673","1","1","1"
"1475","34211","34211","34211","1","1","1","34543","34543","34543","1","1","1","34675","34675","34675","1","1","1"
"1476","34369","34369","34369","0.8","0.8","0.8","34701","34701","34701","1","1","1","34834","34834","34834","1","1","1"
"1477","34371","34371","34371","1","1","1","34703","34703","34703","1","1","1","34836","34836","34836","1","1","1"
"1478","34373","34373","34373","1","1","1","34705","34705","34705","1","1","1","34838","34838","34838","1","1","1"
"1479","34375","34375","34375","1","1","1","34707","34707","34707","1","1","1","34840","34840","34840","1","1","1"
"1480","34377","34377","34377","1","1","1","34709","34709","34709","1","1","1","34842","34842","34842","1","1","1"
"1481","34379","34379","34379","1","1","1","34711","34711","34711","1","1","1","34844","34844","34844","1","1","1"
"1482","34381","34381","34381","1","1","1","34713","34713","34713","1","1","1","34846","34846","34846","1","1","1"
"1483","34383","34383","34383","1","1","1","34715","34715","34715","1","1","1","34848","34848","34848","1","1","1"
"1484","34385","34385","34385","1","1","1","34717","34717","34717","1","1","1","34850","34850","34850","1","1","1"
"1485","34542","34542","34542","0.8","0.8","0.8","34874","34874","34874","1","1","1","35010","35010","35010","1","1","1"
"1486","34544","34544","34544","1","1","1","34876","34876","34876","1","1","1","35012","35012","35012","1","1","1"
"1487","34546","34546","34546","1","1","1","34878","34878","34878","1","1","1","35014","35014","35014","1","1","1"
"1488","34548","34548","34548","1","1","1","34880","34880","34880","1","1","1","35016","35016","35016","1","1","1"
"1489","34550","34550","34550","1","1","1","34882","34882","34882","1","1","1","35018","35018","35018","1","1","1"
"1490","34552","34552","34552","1","1","1","34884","34884","34884","1","1","1","35020","35020","35020","1","1","1"
"1491","34554","34554","34554","1","1","1","34886","34886","34886","1","1","1","35022","35022","35022","1","1","1"
"1492","34556","34556","34556","1","1","1","34888","34888","34888","1","1","1","35024","35024","35024","1","1","1"
"1493","34558","34558","34558","1","1","1","34890","34890","34890","1","1","1","35026","35026","35026","0.9","0.9","0.9"
"1494","34716","34716","34716","0.8","0.8","0.8","35050","35050","35050","1","1","1","35184","35184","35184","1","1","1"
"1495","34718","34718","34718","1","1","1","35052","35052","35052","1","1","1","35186","35186","35186","1","1","1"
"1496","34720","34720","34720","1","1","1","35054","35054","35054","1","1","1","35188","35188","35188","1","1","1"
"1497","34722","34722","34722","1","1","1","35056","35056","35056","1","1","1","35190","35190","35190","1","1","1"
"1498","34724","34724","34724","1","1","1","35058","35058","35058","1","1","1","35192","35192","35192","1","1","1"
"1499","34726","34726","34726","1","1","1","35060","35060","35060","1","1","1","35194","35194","35194","1","1","1"
"1500","34728","34728","34728","1","1","1","35062","35062","35062","1","1","1","35196","35196","35196","1","1","1"
"1501","34730","34730","34730","1","1","1","35064","35064","35064","1","1","1","35198","35198","35198","1","1","1"
"1502","34732","34732","34732","1","1","1","35066","35066","35066","1","1","1","35200","35200","35200","1","1","1"
"1503","34893","34893","34893","0.8","0.8","0.8","35225","35225","35225","0.8","0.8","0.8","35364","35364","35364","1","1","1"
"1504","34895","34895","34895","1","1","1","35227","35227","35227","1","1","1","35366","35366","35366","1","1","1"
"1505","34897","34897","34897","1","1","1","35229","35229","35229","1","1","1","35368","35368","35368","1","1","1"
"1506","34899","34899","34899","1","1","1","35231","35231","35231","1","1","1","35370","35370","35370","1","1","1"
"1507","34901","34901","34901","1","1","1","35233","35233","35233","1","1","1","35372","35372","35372","1","1","1"
"1508","34903","34903","34903","1","1","1","35235","35235","35235","1","1","1","35374","35374","35374","1","1","1"
"1509","34905","34905","34905","1","1","1","35237","35237","35237","1","1","1","35376","35376","35376","1","1","1"
"1510","34907","34907","34907","1","1","1","35239","35239","35239","1","1","1","35378","35378","35378","1","1","1"
"1511","34909","34909","34909","1","1","1","35241","35241","35241","1","1","1","35380","35380","35380","1","1","1"
"1512","35069","35069","35069","0.8","0.8","0.8","35402","35402","35402","1","1","1","35545","35545","35545","1","1","1"
"1513","35071","35071","35071","1","1","1","35404","35404","35404","1","1","1","35547","35547","35547","1","1","1"
"1514","35073","35073","35073","1","1","1","35406","35406","35406","1","1","1","35549","35549","35549","1","1","1"
"1515","35075","35075","35075","1","1","1","35408","35408","35408","1","1","1","35551","35551","35551","1","1","1"
"1516","35077","35077","35077","1","1","1","35410","35410","35410","1","1","1","35553","35553","35553","1","1","1"
"1517","35079","35079","35079","1","1","1","35412","35412","35412","1","1","1","35555","35555","35555","1","1","1"
"1518","35081","35081","35081","1","1","1","35414","35414","35414","1","1","1","35557","35557","35557","1","1","1"
"1519","35083","35083","35083","1","1","1","35416","35416","35416","1","1","1","35559","35559","35559","1","1","1"
"1520","35085","35085","35085","1","1","1","35418","35418","35418","1","1","1","35561","35561","35561","1","1","1"
"1521","35242","35242","35242","0.8","0.8","0.8","35575","35575","35575","1","1","1","35723","35723","35723","1","1","1"
"1522","35244","35244","35244","1","1","1","35577","35577","35577","1","1","1","35725","35725","35725","1","1","1"
"1523","35246","35246","35246","1","1","1","35579","35579","35579","1","1","1","35727","35727","35727","1","1","1"
"1524","35248","35248","35248","1","1","1","35581","35581","35581","1","1","1","35729","35729","35729","1","1","1"
"1525","35250","35250","35250","1","1","1","35583","35583","35583","1","1","1","35731","35731","35731","1","1","1"
"1526","35252","35252","35252","1","1","1","35585","35585","35585","1","1","1","35733","35733","35733","1","1","1"
"1527","35254","35254","35254","1","1","1","35587","35587","35587","1","1","1","35735","35735","35735","1","1","1"
"1528","35256","35256","35256","1","1","1","35589","35589","35589","1","1","1","35737","35737","35737","1","1","1"
"1529","35258","35258","35258","1","1","1","35591","35591","35591","1","1","1","35739","35739","35739","1","1","1"
"1530","35416","35416","35416","0.8","0.8","0.8","35753","35753","35753","1","1","1","35900","35900","35900","1","1","1"
"1531","35418","35418","35418","1","1","1","35755","35755","35755","1","1","1","35902","35902","35902","1","1","1"
"1532","35420","35420","35420","1","1","1","35757","35757","35757","1","1","1","35904","35904","35904","1","1","1"
"1533","35422","35422","35422","1","1","1","35759","35759","35759","1","1","1","35906","35906","35906","1","1","1"
"1534","35424","35424","35424","1","1","1","35761","35761","35761","1","1","1","35908","35908","35908","1","1","1"
"1535","35426","35426","35426","1","1","1","35763","35763","35763","0.8","0.8","0.8","35910","35910","35910","1","1","1"
"1536","35428","35428","35428","1","1","1","35765","35765","35765","1","1","1","35912","35912","35912","1","1","1"
"1537","35430","35430","35430","1","1","1","35767","35767","35767","1","1","1","35914","35914","35914","1","1","1"
"1538","35432","35432","35432","1","1","1","35769","35769","35769","1","1","1","35916","35916","35916","1","1","1"
"1539","35591","35591","35591","0.8","0.8","0.8","35927","35927","35927","1","1","1","36074","36074","36074","1","1","1"
"1540","35593","35593","35593","1","1","1","35929","35929","35929","1","1","1","36076","36076","36076","1","1","1"
"1541","35595","35595","35595","1","1","1","35931","35931","35931","1","1","1","36078","36078","36078","1","1","1"
"1542","35597","35597","35597","1","1","1","35933","35933","35933","1","1","1","36080","36080","36080","1","1","1"
"1543","35599","35599","35599","1","1","1","35935","35935","35935","1","1","1","36082","36082","36082","1","1","1"
"1544","35601","35601","35601","1","1","1","35937","35937","35937","1","1","1","36084","36084","36084","1","1","1"
"1545","35603","35603","35603","1","1","1","35939","35939","35939","1","1","1","36086","36086","36086","1","1","1"
"1546","35605","35605","35605","1","1","1","35941","35941","35941","1","1","1","36088","36088","36088","1","1","1"
"1547","35607","35607","35607","1","1","1","35943","35943","35943","1","1","1","36090","36090","36090","1","1","1"
"1548","35763","35763","35763","0.8","0.8","0.8","36101","36101","36101","1","1","1","36255","36255","36255","1","1","1"
"1549","35765","35765","35765","1","1","1","36103","36103","36103","1","1","1","36257","36257","36257","1","1","1"
"1550","35767","35767","35767","1","1","1","36105","36105","36105","1","1","1","36259","36259","36259","1","1","1"
"1551","35769","35769","35769","1","1","1","36107","36107","36107","1","1","1","36261","36261","36261","1","1","1"
"1552","35771","35771","35771","1","1","1","36109","36109","36109","1","1","1","36263","36263","36263","1","1","1"
"1553","35773","35773","35773","1","1","1","36111","36111","36111","1","1","1","36265","36265","36265","1","1","1"
"1554","35775","35775","35775","1","1","1","36113","36113","36113","1","1","1","36267","36267","36267","1","1","1"
"1555","35777","35777","35777","1","1","1","36115","36115","36115","1","1","1","36269","36269","36269","1","1","1"
"1556","35779","35779","35779","1","1","1","36117","36117","36117","1","1","1","36271","36271","36271","1","1","1"
"1557","35938","35938","35938","0.8","0.8","0.8","36274","36274","36274","1","1","1","36428","36428","36428","1","1","1"
"1558","35940","35940","35940","1","1","1","36276","36276","36276","1","1","1","36430","36430","36430","1","1","1"
"1559","35942","35942","35942","1","1","1","36278","36278","36278","1","1","1","36432","36432","36432","1","1","1"
"1560","35944","35944","35944","1","1","1","36280","36280","36280","1","1","1","36434","36434","36434","1","1","1"
"1561","35946","35946","35946","1","1","1","36282","36282","36282","1","1","1","36436","36436","36436","1","1","1"
"1562","35948","35948","35948","1","1","1","36284","36284","36284","1","1","1","36438","36438","36438","1","1","1"
"1563","35950","35950","35950","1","1","1","36286","36286","36286","1","1","1","36440","36440","36440","1","1","1"
"1564","35952","35952","35952","1","1","1","36288","36288","36288","1","1","1","36442","36442","36442","1","1","1"
"1565","35954","35954","35954","1","1","1","36290","36290","36290","1","1","1","36444","36444","36444","1","1","1"
"1566","36112","36112","36112","0.8","0.8","0.8","36450","36450","36450","1","1","1","36610","36610","36610","1","1","1"
"1567","36114","36114","36114","1","1","1","36452","36452","36452","1","1","1","36612","36612","36612","1","1","1"
"1568","36116","36116","36116","1","1","1","36454","36454","36454","1","1","1","36614","36614","36614","1","1","1"
"1569","36118","36118","36118","1","1","1","36456","36456","36456","1","1","1","36616","36616","36616","1","1","1"
"1570","36120","36120","36120","1","1","1","36458","36458","36458","1","1","1","36618","36618","36618","1","1","1"
"1571","36122","36122","36122","1","1","1","36460","36460","36460","1","1","1","36620","36620","36620","1","1","1"
"1572","36124","36124","36124","1","1","1","36462","36462","36462","1","1","1","36622","36622","36622","1","1","1"
"1573","36126","36126","36126","1","1","1","36464","36464","36464","1","1","1","36624","36624","36624","1","1","1"
"1574","36128","36128","36128","1","1","1","36466","36466","36466","1","1","1","36626","36626","36626","1","1","1"
"1575","36287","36287","36287","0.8","0.8","0.8","36623","36623","36623","1","1","1","36787","36787","36787","1","1","1"
"1576","36289","36289","36289","1","1","1","36625","36625","36625","1","1","1","36789","36789","36789","1","1","1"
"1577","36291","36291","36291","1","1","1","36627","36627","36627","1","1","1","36791","36791","36791","1","1","1"
"1578","36293","36293","36293","1","1","1","36629","36629","36629","1","1","1","36793","36793","36793","1","1","1"
"1579","36295","36295","36295","1","1","1","36631","36631","36631","1","1","1","36795","36795","36795","1","1","1"
"1580","36297","36297","36297","1","1","1","36633","36633","36633","1","1","1","36797","36797","36797","1","1","1"
"1581","36299","36299","36299","1","1","1","36635","36635","36635","1","1","1","36799","36799","36799","1","1","1"
"1582","36301","36301","36301","1","1","1","36637","36637","36637","1","1","1","36801","36801","36801","1","1","1"
"1583","36303","36303","36303","1","1","1","36639","36639","36639","1","1","1","36803","36803","36803","1","1","1"
"1584","36461","36461","36461","0.8","0.8","0.8","36799","36799","36799","1","1","1","36965","36965","36965","1","1","1"
"1585","36463","36463","36463","1","1","1","36801","36801","36801","1","1","1","36967","36967","36967","1","1","1"
"1586","36465","36465","36465","1","1","1","36803","36803","36803","1","1","1","36969","36969","36969","1","1","1"
"1587","36467","36467","36467","1","1","1","36805","36805","36805","1","1","1","36971","36971","36971","1","1","1"
"1588","36469","36469","36469","1","1","1","36807","36807","36807","1","1","1","36973","36973","36973","1","1","1"
"1589","36471","36471","36471","1","1","1","36809","36809","36809","1","1","1","36975","36975","36975","1","1","1"
"1590","36473","36473","36473","1","1","1","36811","36811","36811","1","1","1","36977","36977","36977","1","1","1"
"1591","36475","36475","36475","1","1","1","36813","36813","36813","1","1","1","36979","36979","36979","1","1","1"
"1592","36477","36477","36477","1","1","1","36815","36815","36815","1","1","1","36981","36981","36981","1","1","1"
"1593","36635","36635","36635","0.8","0.8","0.8","36974","36974","36974","1","1","1","37138","37138","37138","1","1","1"
"1594","36637","36637","36637","1","1","1","36976","36976","36976","1","1","1","37140","37140","37140","1","1","1"
"1595","36639","36639","36639","1","1","1","36978","36978","36978","1","1","1","37142","37142","37142","1","1","1"
"1596","36641","36641","36641","1","1","1","36980","36980","36980","1","1","1","37144","37144","37144","1","1","1"
"1597","36643","36643","36643","1","1","1","36982","36982","36982","1","1","1","37146","37146","37146","1","1","1"
"1598","36645","36645","36645","1","1","1","36984","36984","36984","1","1","1","37148","37148","37148","1","1","1"
"1599","36647","36647","36647","1","1","1","36986","36986","36986","1","1","1","37150","37150","37150","1","1","1"
"1600","36649","36649","36649","1","1","1","36988","36988","36988","1","1","1","37152","37152","37152","1","1","1"
"1601","36651","36651","36651","1","1","1","36990","36990","36990","1","1","1","37154","37154","37154","1","1","1"
"1602","36814","36814","36814","0.8","0.8","0.8","37148","37148","37148","1","1","1","37314","37314","37314","1","1","1"
"1603","36816","36816","36816","1","1","1","37150","37150","37150","1","1","1","37316","37316","37316","1","1","1"
"1604","36818","36818","36818","1","1","1","37152","37152","37152","1","1","1","37318","37318","37318","1","1","1"
"1605","36820","36820","36820","1","1","1","37154","37154","37154","1","1","1","37320","37320","37320","1","1","1"
"1606","36822","36822","36822","1","1","1","37156","37156","37156","1","1","1","37322","37322","37322","1","1","1"
"1607","36824","36824","36824","1","1","1","37158","37158","37158","1","1","1","37324","37324","37324","0.8","0.8","0.8"
"1608","36826","36826","36826","1","1","1","37160","37160","37160","1","1","1","37326","37326","37326","1","1","1"
"1609","36828","36828","36828","1","1","1","37162","37162","37162","1","1","1","37328","37328","37328","1","1","1"
"1610","36830","36830","36830","1","1","1","37164","37164","37164","1","1","1","37330","37330","37330","1","1","1"
"1611","36986","36986","36986","0.8","0.8","0.8","37321","37321","37321","1","1","1","37486","37486","37486","1","1","1"
"1612","36988","36988","36988","1","1","1","37323","37323","37323","1","1","1","37488","37488","37488","1","1","1"
"1613","36990","36990","36990","1","1","1","37325","37325","37325","1","1","1","37490","37490","37490","1","1","1"
"1614","36992","36992","36992","1","1","1","37327","37327","37327","1","1","1","37492","37492","37492","1","1","1"
"1615","36994","36994","36994","1","1","1","37329","37329","37329","1","1","1","37494","37494","37494","1","1","1"
"1616","36996","36996","36996","1","1","1","37331","37331","37331","1","1","1","37496","37496","37496","1","1","1"
"1617","36998","36998","36998","1","1","1","37333","37333","37333","1","1","1","37498","37498","37498","1","1","1"
"1618","37000","37000","37000","1","1","1","37335","37335","37335","1","1","1","37500","37500","37500","1","1","1"
"1619","37002","37002","37002","1","1","1","37337","37337","37337","1","1","1","37502","37502","37502","0.8","0.8","0.8"
"1620","37165","37165","37165","0.8","0.8","0.8","37495","37495","37495","1","1","1","37659","37659","37659","1","1","1"
"1621","37167","37167","37167","1","1","1","37497","37497","37497","1","1","1","37661","37661","37661","1","1","1"
"1622","37169","37169","37169","1","1","1","37499","37499","37499","1","1","1","37663","37663","37663","1","1","1"
"1623","37171","37171","37171","1","1","1","37501","37501","37501","1","1","1","37665","37665","37665","1","1","1"
"1624","37173","37173","37173","1","1","1","37503","37503","37503","1","1","1","37667","37667","37667","1","1","1"
"1625","37175","37175","37175","1","1","1","37505","37505","37505","1","1","1","37669","37669","37669","1","1","1"
"1626","37177","37177","37177","1","1","1","37507","37507","37507","1","1","1","37671","37671","37671","1","1","1"
"1627","37179","37179","37179","1","1","1","37509","37509","37509","1","1","1","37673","37673","37673","1","1","1"
"1628","37181","37181","37181","1","1","1","37511","37511","37511","1","1","1","37675","37675","37675","1","1","1"
"1629","37339","37339","37339","0.8","0.8","0.8","37668","37668","37668","1","1","1","37834","37834","37834","1","1","1"
"1630","37341","37341","37341","1","1","1","37670","37670","37670","1","1","1","37836","37836","37836","1","1","1"
"1631","37343","37343","37343","1","1","1","37672","37672","37672","1","1","1","37838","37838","37838","1","1","1"
"1632","37345","37345","37345","1","1","1","37674","37674","37674","1","1","1","37840","37840","37840","1","1","1"
"1633","37347","37347","37347","1","1","1","37676","37676","37676","1","1","1","37842","37842","37842","1","1","1"
"1634","37349","37349","37349","1","1","1","37678","37678","37678","1","1","1","37844","37844","37844","1","1","1"
"1635","37351","37351","37351","1","1","1","37680","37680","37680","1","1","1","37846","37846","37846","1","1","1"
"1636","37353","37353","37353","1","1","1","37682","37682","37682","1","1","1","37848","37848","37848","1","1","1"
"1637","37355","37355","37355","1","1","1","37684","37684","37684","1","1","1","37850","37850","37850","1","1","1"
"1638","37512","37512","37512","0.8","0.8","0.8","37842","37842","37842","1","1","1","38007","38007","38007","1","1","1"
"1639","37514","37514","37514","1","1","1","37844","37844","37844","1","1","1","38009","38009","38009","1","1","1"
"1640","37516","37516","37516","1","1","1","37846","37846","37846","1","1","1","38011","38011","38011","1","1","1"
"1641","37518","37518","37518","1","1","1","37848","37848","37848","1","1","1","38013","38013","38013","1","1","1"
"1642","37520","37520","37520","1","1","1","37850","37850","37850","1","1","1","38015","38015","38015","1","1","1"
"1643","37522","37522","37522","1","1","1","37852","37852","37852","1","1","1","38017","38017","38017","1","1","1"
"1644","37524","37524","37524","1","1","1","37854","37854","37854","1","1","1","38019","38019","38019","1","1","1"
"1645","37526","37526","37526","1","1","1","37856","37856","37856","1","1","1","38021","38021","38021","1","1","1"
"1646","37528","37528","37528","1","1","1","37858","37858","37858","1","1","1","38023","38023","38023","1","1","1"
"1647","37690","37690","37690","0.8","0.8","0.8","38015","38015","38015","1","1","1","38185","38185","38185","1","1","1"
"1648","37692","37692","37692","1","1","1","38017","38017","38017","1","1","1","38187","38187","38187","1","1","1"
"1649","37694","37694","37694","1","1","1","38019","38019","38019","1","1","1","38189","38189","38189","1","1","1"
"1650","37696","37696","37696","1","1","1","38021","38021","38021","1","1","1","38191","38191","38191","1","1","1"
"1651","37698","37698","37698","1","1","1","38023","38023","38023","1","1","1","38193","38193","38193","1","1","1"
"1652","37700","37700","37700","1","1","1","38025","38025","38025","1","1","1","38195","38195","38195","1","1","1"
"1653","37702","37702","37702","1","1","1","38027","38027","38027","1","1","1","38197","38197","38197","1","1","1"
"1654","37704","37704","37704","1","1","1","38029","38029","38029","1","1","1","38199","38199","38199","1","1","1"
"1655","37706","37706","37706","1","1","1","38031","38031","38031","1","1","1","38201","38201","38201","1","1","1"
"1656","37865","37865","37865","0.8","0.8","0.8","38191","38191","38191","1","1","1","38362","38362","38362","1","1","1"
"1657","37867","37867","37867","1","1","1","38193","38193","38193","1","1","1","38364","38364","38364","1","1","1"
"1658","37869","37869","37869","1","1","1","38195","38195","38195","1","1","1","38366","38366","38366","1","1","1"
"1659","37871","37871","37871","1","1","1","38197","38197","38197","1","1","1","38368","38368","38368","1","1","1"
"1660","37873","37873","37873","1","1","1","38199","38199","38199","1","1","1","38370","38370","38370","1","1","1"
"1661","37875","37875","37875","1","1","1","38201","38201","38201","1","1","1","38372","38372","38372","1","1","1"
"1662","37877","37877","37877","1","1","1","38203","38203","38203","1","1","1","38374","38374","38374","1","1","1"
"1663","37879","37879","37879","1","1","1","38205","38205","38205","1","1","1","38376","38376","38376","1","1","1"
"1664","37881","37881","37881","1","1","1","38207","38207","38207","1","1","1","38378","38378","38378","1","1","1"
"1665","38039","38039","38039","0.8","0.8","0.8","38364","38364","38364","1","1","1","38538","38538","38538","1","1","1"
"1666","38041","38041","38041","1","1","1","38366","38366","38366","1","1","1","38540","38540","38540","1","1","1"
"1667","38043","38043","38043","1","1","1","38368","38368","38368","1","1","1","38542","38542","38542","1","1","1"
"1668","38045","38045","38045","1","1","1","38370","38370","38370","1","1","1","38544","38544","38544","1","1","1"
"1669","38047","38047","38047","1","1","1","38372","38372","38372","1","1","1","38546","38546","38546","1","1","1"
"1670","38049","38049","38049","1","1","1","38374","38374","38374","1","1","1","38548","38548","38548","1","1","1"
"1671","38051","38051","38051","1","1","1","38376","38376","38376","1","1","1","38550","38550","38550","1","1","1"
"1672","38053","38053","38053","1","1","1","38378","38378","38378","1","1","1","38552","38552","38552","1","1","1"
"1673","38055","38055","38055","1","1","1","38380","38380","38380","1","1","1","38554","38554","38554","1","1","1"
"1674","38218","38218","38218","0.8","0.8","0.8","38538","38538","38538","1","1","1","38711","38711","38711","1","1","1"
"1675","38220","38220","38220","1","1","1","38540","38540","38540","1","1","1","38713","38713","38713","1","1","1"
"1676","38222","38222","38222","1","1","1","38542","38542","38542","1","1","1","38715","38715","38715","1","1","1"
"1677","38224","38224","38224","1","1","1","38544","38544","38544","1","1","1","38717","38717","38717","1","1","1"
"1678","38226","38226","38226","1","1","1","38546","38546","38546","1","1","1","38719","38719","38719","1","1","1"
