"Evaluate/step_episode","b256_rainbowepsilon_2024-12-17_13-08-41 - _step","b256_rainbowepsilon_2024-12-17_13-08-41 - _step__MIN","b256_rainbowepsilon_2024-12-17_13-08-41 - _step__MAX","b256_rainbowepsilon_2024-12-17_13-08-41 - Evaluate/EpProgress","b256_rainbowepsilon_2024-12-17_13-08-41 - Evaluate/EpProgress__MIN","b256_rainbowepsilon_2024-12-17_13-08-41 - Evaluate/EpProgress__MAX","b128_rainbowepsilon_2024-12-16_18-07-34 - _step","b128_rainbowepsilon_2024-12-16_18-07-34 - _step__MIN","b128_rainbowepsilon_2024-12-16_18-07-34 - _step__MAX","b128_rainbowepsilon_2024-12-16_18-07-34 - Evaluate/EpProgress","b128_rainbowepsilon_2024-12-16_18-07-34 - Evaluate/EpProgress__MIN","b128_rainbowepsilon_2024-12-16_18-07-34 - Evaluate/EpProgress__MAX","b64_rainbowepsilon_2024-12-16_00-29-47 - _step","b64_rainbowepsilon_2024-12-16_00-29-47 - _step__MIN","b64_rainbowepsilon_2024-12-16_00-29-47 - _step__MAX","b64_rainbowepsilon_2024-12-16_00-29-47 - Evaluate/EpProgress","b64_rainbowepsilon_2024-12-16_00-29-47 - Evaluate/EpProgress__MIN","b64_rainbowepsilon_2024-12-16_00-29-47 - Evaluate/EpProgress__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress__MAX"
"1362","32192","32192","32192","1","1","1","32166","32166","32166","1","1","1","32298","32298","32298","1","1","1","32552","32552","32552","1","1","1"
"1363","32194","32194","32194","1","1","1","32168","32168","32168","1","1","1","32300","32300","32300","1","1","1","32554","32554","32554","1","1","1"
"1364","32196","32196","32196","1","1","1","32170","32170","32170","1","1","1","32302","32302","32302","1","1","1","32556","32556","32556","1","1","1"
"1365","32198","32198","32198","1","1","1","32172","32172","32172","1","1","1","32304","32304","32304","1","1","1","32558","32558","32558","1","1","1"
"1366","32200","32200","32200","1","1","1","32174","32174","32174","1","1","1","32306","32306","32306","1","1","1","32560","32560","32560","1","1","1"
"1367","32202","32202","32202","1","1","1","32176","32176","32176","1","1","1","32308","32308","32308","1","1","1","32562","32562","32562","1","1","1"
"1368","32359","32359","32359","0.8","0.8","0.8","32334","32334","32334","0.8","0.8","0.8","32468","32468","32468","1","1","1","32725","32725","32725","1","1","1"
"1369","32361","32361","32361","1","1","1","32336","32336","32336","1","1","1","32470","32470","32470","1","1","1","32727","32727","32727","1","1","1"
"1370","32363","32363","32363","1","1","1","32338","32338","32338","1","1","1","32472","32472","32472","1","1","1","32729","32729","32729","1","1","1"
"1371","32365","32365","32365","1","1","1","32340","32340","32340","1","1","1","32474","32474","32474","1","1","1","32731","32731","32731","1","1","1"
"1372","32367","32367","32367","1","1","1","32342","32342","32342","1","1","1","32476","32476","32476","0.8","0.8","0.8","32733","32733","32733","1","1","1"
"1373","32369","32369","32369","1","1","1","32344","32344","32344","1","1","1","32478","32478","32478","1","1","1","32735","32735","32735","1","1","1"
"1374","32371","32371","32371","1","1","1","32346","32346","32346","1","1","1","32480","32480","32480","1","1","1","32737","32737","32737","1","1","1"
"1375","32373","32373","32373","1","1","1","32348","32348","32348","1","1","1","32482","32482","32482","1","1","1","32739","32739","32739","1","1","1"
"1376","32375","32375","32375","1","1","1","32350","32350","32350","1","1","1","32484","32484","32484","1","1","1","32741","32741","32741","0.8","0.8","0.8"
"1377","32534","32534","32534","0.8","0.8","0.8","32507","32507","32507","1","1","1","32645","32645","32645","0.8","0.8","0.8","32897","32897","32897","1","1","1"
"1378","32536","32536","32536","1","1","1","32509","32509","32509","1","1","1","32647","32647","32647","1","1","1","32899","32899","32899","1","1","1"
"1379","32538","32538","32538","1","1","1","32511","32511","32511","1","1","1","32649","32649","32649","1","1","1","32901","32901","32901","1","1","1"
"1380","32540","32540","32540","1","1","1","32513","32513","32513","1","1","1","32651","32651","32651","1","1","1","32903","32903","32903","1","1","1"
"1381","32542","32542","32542","1","1","1","32515","32515","32515","1","1","1","32653","32653","32653","1","1","1","32905","32905","32905","1","1","1"
"1382","32544","32544","32544","1","1","1","32517","32517","32517","1","1","1","32655","32655","32655","1","1","1","32907","32907","32907","1","1","1"
"1383","32546","32546","32546","1","1","1","32519","32519","32519","1","1","1","32657","32657","32657","1","1","1","32909","32909","32909","1","1","1"
"1384","32548","32548","32548","1","1","1","32521","32521","32521","1","1","1","32659","32659","32659","1","1","1","32911","32911","32911","1","1","1"
"1385","32550","32550","32550","1","1","1","32523","32523","32523","1","1","1","32661","32661","32661","1","1","1","32913","32913","32913","1","1","1"
"1386","32708","32708","32708","0.8","0.8","0.8","32682","32682","32682","1","1","1","32821","32821","32821","0.8","0.8","0.8","33073","33073","33073","0.8","0.8","0.8"
"1387","32710","32710","32710","1","1","1","32684","32684","32684","1","1","1","32823","32823","32823","1","1","1","33075","33075","33075","1","1","1"
"1388","32712","32712","32712","1","1","1","32686","32686","32686","1","1","1","32825","32825","32825","1","1","1","33077","33077","33077","1","1","1"
"1389","32714","32714","32714","1","1","1","32688","32688","32688","1","1","1","32827","32827","32827","1","1","1","33079","33079","33079","1","1","1"
"1390","32716","32716","32716","1","1","1","32690","32690","32690","1","1","1","32829","32829","32829","1","1","1","33081","33081","33081","1","1","1"
"1391","32718","32718","32718","1","1","1","32692","32692","32692","1","1","1","32831","32831","32831","1","1","1","33083","33083","33083","1","1","1"
"1392","32720","32720","32720","1","1","1","32694","32694","32694","1","1","1","32833","32833","32833","1","1","1","33085","33085","33085","1","1","1"
"1393","32722","32722","32722","1","1","1","32696","32696","32696","1","1","1","32835","32835","32835","1","1","1","33087","33087","33087","1","1","1"
"1394","32724","32724","32724","1","1","1","32698","32698","32698","1","1","1","32837","32837","32837","1","1","1","33089","33089","33089","1","1","1"
"1395","32881","32881","32881","0.8","0.8","0.8","32855","32855","32855","0.8","0.8","0.8","32998","32998","32998","1","1","1","33249","33249","33249","1","1","1"
"1396","32883","32883","32883","1","1","1","32857","32857","32857","1","1","1","33000","33000","33000","1","1","1","33251","33251","33251","1","1","1"
"1397","32885","32885","32885","1","1","1","32859","32859","32859","1","1","1","33002","33002","33002","1","1","1","33253","33253","33253","1","1","1"
"1398","32887","32887","32887","1","1","1","32861","32861","32861","1","1","1","33004","33004","33004","1","1","1","33255","33255","33255","1","1","1"
"1399","32889","32889","32889","1","1","1","32863","32863","32863","1","1","1","33006","33006","33006","1","1","1","33257","33257","33257","1","1","1"
"1400","32891","32891","32891","1","1","1","32865","32865","32865","1","1","1","33008","33008","33008","1","1","1","33259","33259","33259","1","1","1"
"1401","32893","32893","32893","1","1","1","32867","32867","32867","1","1","1","33010","33010","33010","1","1","1","33261","33261","33261","1","1","1"
"1402","32895","32895","32895","1","1","1","32869","32869","32869","1","1","1","33012","33012","33012","1","1","1","33263","33263","33263","1","1","1"
"1403","32897","32897","32897","1","1","1","32871","32871","32871","1","1","1","33014","33014","33014","1","1","1","33265","33265","33265","1","1","1"
"1404","33059","33059","33059","1","1","1","33030","33030","33030","0.8","0.8","0.8","33175","33175","33175","1","1","1","33427","33427","33427","0.8","0.8","0.8"
"1405","33061","33061","33061","1","1","1","33032","33032","33032","1","1","1","33177","33177","33177","1","1","1","33429","33429","33429","1","1","1"
"1406","33063","33063","33063","1","1","1","33034","33034","33034","1","1","1","33179","33179","33179","1","1","1","33431","33431","33431","1","1","1"
"1407","33065","33065","33065","1","1","1","33036","33036","33036","1","1","1","33181","33181","33181","1","1","1","33433","33433","33433","1","1","1"
"1408","33067","33067","33067","1","1","1","33038","33038","33038","1","1","1","33183","33183","33183","1","1","1","33435","33435","33435","1","1","1"
"1409","33069","33069","33069","1","1","1","33040","33040","33040","1","1","1","33185","33185","33185","0.8","0.8","0.8","33437","33437","33437","1","1","1"
"1410","33071","33071","33071","1","1","1","33042","33042","33042","1","1","1","33187","33187","33187","1","1","1","33439","33439","33439","1","1","1"
"1411","33073","33073","33073","1","1","1","33044","33044","33044","1","1","1","33189","33189","33189","1","1","1","33441","33441","33441","1","1","1"
"1412","33075","33075","33075","1","1","1","33046","33046","33046","1","1","1","33191","33191","33191","1","1","1","33443","33443","33443","1","1","1"
"1413","33235","33235","33235","1","1","1","33204","33204","33204","0.8","0.8","0.8","33348","33348","33348","0.8","0.8","0.8","33599","33599","33599","1","1","1"
"1414","33237","33237","33237","1","1","1","33206","33206","33206","1","1","1","33350","33350","33350","1","1","1","33601","33601","33601","1","1","1"
"1415","33239","33239","33239","1","1","1","33208","33208","33208","1","1","1","33352","33352","33352","1","1","1","33603","33603","33603","1","1","1"
"1416","33241","33241","33241","1","1","1","33210","33210","33210","1","1","1","33354","33354","33354","1","1","1","33605","33605","33605","1","1","1"
"1417","33243","33243","33243","1","1","1","33212","33212","33212","1","1","1","33356","33356","33356","1","1","1","33607","33607","33607","1","1","1"
"1418","33245","33245","33245","1","1","1","33214","33214","33214","1","1","1","33358","33358","33358","1","1","1","33609","33609","33609","1","1","1"
"1419","33247","33247","33247","1","1","1","33216","33216","33216","1","1","1","33360","33360","33360","1","1","1","33611","33611","33611","1","1","1"
"1420","33249","33249","33249","1","1","1","33218","33218","33218","1","1","1","33362","33362","33362","1","1","1","33613","33613","33613","1","1","1"
"1421","33251","33251","33251","1","1","1","33220","33220","33220","1","1","1","33364","33364","33364","1","1","1","33615","33615","33615","1","1","1"
"1422","33412","33412","33412","1","1","1","33377","33377","33377","0.8","0.8","0.8","33524","33524","33524","0.8","0.8","0.8","33773","33773","33773","1","1","1"
"1423","33414","33414","33414","1","1","1","33379","33379","33379","1","1","1","33526","33526","33526","1","1","1","33775","33775","33775","1","1","1"
"1424","33416","33416","33416","1","1","1","33381","33381","33381","1","1","1","33528","33528","33528","1","1","1","33777","33777","33777","1","1","1"
"1425","33418","33418","33418","1","1","1","33383","33383","33383","1","1","1","33530","33530","33530","1","1","1","33779","33779","33779","1","1","1"
"1426","33420","33420","33420","1","1","1","33385","33385","33385","1","1","1","33532","33532","33532","1","1","1","33781","33781","33781","1","1","1"
"1427","33422","33422","33422","1","1","1","33387","33387","33387","1","1","1","33534","33534","33534","1","1","1","33783","33783","33783","1","1","1"
"1428","33424","33424","33424","1","1","1","33389","33389","33389","1","1","1","33536","33536","33536","1","1","1","33785","33785","33785","1","1","1"
"1429","33426","33426","33426","1","1","1","33391","33391","33391","1","1","1","33538","33538","33538","1","1","1","33787","33787","33787","1","1","1"
"1430","33428","33428","33428","1","1","1","33393","33393","33393","1","1","1","33540","33540","33540","1","1","1","33789","33789","33789","1","1","1"
"1431","33587","33587","33587","1","1","1","33551","33551","33551","1","1","1","33698","33698","33698","1","1","1","33950","33950","33950","1","1","1"
"1432","33589","33589","33589","1","1","1","33553","33553","33553","0.8","0.8","0.8","33700","33700","33700","1","1","1","33952","33952","33952","1","1","1"
"1433","33591","33591","33591","1","1","1","33555","33555","33555","1","1","1","33702","33702","33702","1","1","1","33954","33954","33954","1","1","1"
"1434","33593","33593","33593","1","1","1","33557","33557","33557","1","1","1","33704","33704","33704","1","1","1","33956","33956","33956","1","1","1"
"1435","33595","33595","33595","1","1","1","33559","33559","33559","1","1","1","33706","33706","33706","0.8","0.8","0.8","33958","33958","33958","1","1","1"
"1436","33597","33597","33597","1","1","1","33561","33561","33561","1","1","1","33708","33708","33708","1","1","1","33960","33960","33960","1","1","1"
"1437","33599","33599","33599","1","1","1","33563","33563","33563","1","1","1","33710","33710","33710","1","1","1","33962","33962","33962","1","1","1"
"1438","33601","33601","33601","1","1","1","33565","33565","33565","1","1","1","33712","33712","33712","1","1","1","33964","33964","33964","1","1","1"
"1439","33603","33603","33603","1","1","1","33567","33567","33567","1","1","1","33714","33714","33714","1","1","1","33966","33966","33966","1","1","1"
"1440","33761","33761","33761","1","1","1","33726","33726","33726","0.8","0.8","0.8","33873","33873","33873","1","1","1","34128","34128","34128","1","1","1"
"1441","33763","33763","33763","1","1","1","33728","33728","33728","1","1","1","33875","33875","33875","1","1","1","34130","34130","34130","1","1","1"
"1442","33765","33765","33765","1","1","1","33730","33730","33730","1","1","1","33877","33877","33877","1","1","1","34132","34132","34132","1","1","1"
"1443","33767","33767","33767","1","1","1","33732","33732","33732","1","1","1","33879","33879","33879","1","1","1","34134","34134","34134","1","1","1"
"1444","33769","33769","33769","1","1","1","33734","33734","33734","1","1","1","33881","33881","33881","1","1","1","34136","34136","34136","1","1","1"
"1445","33771","33771","33771","1","1","1","33736","33736","33736","1","1","1","33883","33883","33883","1","1","1","34138","34138","34138","1","1","1"
"1446","33773","33773","33773","1","1","1","33738","33738","33738","1","1","1","33885","33885","33885","1","1","1","34140","34140","34140","1","1","1"
"1447","33775","33775","33775","1","1","1","33740","33740","33740","1","1","1","33887","33887","33887","1","1","1","34142","34142","34142","1","1","1"
"1448","33777","33777","33777","1","1","1","33742","33742","33742","1","1","1","33889","33889","33889","1","1","1","34144","34144","34144","1","1","1"
"1449","33936","33936","33936","1","1","1","33904","33904","33904","0.8","0.8","0.8","34046","34046","34046","1","1","1","34301","34301","34301","1","1","1"
"1450","33938","33938","33938","1","1","1","33906","33906","33906","1","1","1","34048","34048","34048","1","1","1","34303","34303","34303","1","1","1"
"1451","33940","33940","33940","1","1","1","33908","33908","33908","1","1","1","34050","34050","34050","1","1","1","34305","34305","34305","1","1","1"
"1452","33942","33942","33942","1","1","1","33910","33910","33910","1","1","1","34052","34052","34052","1","1","1","34307","34307","34307","1","1","1"
"1453","33944","33944","33944","1","1","1","33912","33912","33912","1","1","1","34054","34054","34054","1","1","1","34309","34309","34309","1","1","1"
"1454","33946","33946","33946","1","1","1","33914","33914","33914","1","1","1","34056","34056","34056","1","1","1","34311","34311","34311","1","1","1"
"1455","33948","33948","33948","1","1","1","33916","33916","33916","1","1","1","34058","34058","34058","1","1","1","34313","34313","34313","1","1","1"
"1456","33950","33950","33950","1","1","1","33918","33918","33918","1","1","1","34060","34060","34060","1","1","1","34315","34315","34315","1","1","1"
"1457","33952","33952","33952","1","1","1","33920","33920","33920","1","1","1","34062","34062","34062","1","1","1","34317","34317","34317","1","1","1"
"1458","34110","34110","34110","1","1","1","34077","34077","34077","1","1","1","34222","34222","34222","1","1","1","34479","34479","34479","0.8","0.8","0.8"
"1459","34112","34112","34112","0.8","0.8","0.8","34079","34079","34079","1","1","1","34224","34224","34224","1","1","1","34481","34481","34481","1","1","1"
"1460","34114","34114","34114","1","1","1","34081","34081","34081","1","1","1","34226","34226","34226","1","1","1","34483","34483","34483","1","1","1"
"1461","34116","34116","34116","1","1","1","34083","34083","34083","1","1","1","34228","34228","34228","1","1","1","34485","34485","34485","1","1","1"
"1462","34118","34118","34118","1","1","1","34085","34085","34085","1","1","1","34230","34230","34230","1","1","1","34487","34487","34487","1","1","1"
"1463","34120","34120","34120","1","1","1","34087","34087","34087","1","1","1","34232","34232","34232","1","1","1","34489","34489","34489","1","1","1"
"1464","34122","34122","34122","1","1","1","34089","34089","34089","1","1","1","34234","34234","34234","1","1","1","34491","34491","34491","1","1","1"
"1465","34124","34124","34124","1","1","1","34091","34091","34091","1","1","1","34236","34236","34236","1","1","1","34493","34493","34493","1","1","1"
"1466","34126","34126","34126","1","1","1","34093","34093","34093","1","1","1","34238","34238","34238","1","1","1","34495","34495","34495","1","1","1"
"1467","34290","34290","34290","1","1","1","34254","34254","34254","0.8","0.8","0.8","34395","34395","34395","1","1","1","34659","34659","34659","1","1","1"
"1468","34292","34292","34292","1","1","1","34256","34256","34256","1","1","1","34397","34397","34397","1","1","1","34661","34661","34661","1","1","1"
"1469","34294","34294","34294","1","1","1","34258","34258","34258","1","1","1","34399","34399","34399","1","1","1","34663","34663","34663","1","1","1"
"1470","34296","34296","34296","1","1","1","34260","34260","34260","1","1","1","34401","34401","34401","1","1","1","34665","34665","34665","1","1","1"
"1471","34298","34298","34298","1","1","1","34262","34262","34262","1","1","1","34403","34403","34403","1","1","1","34667","34667","34667","1","1","1"
"1472","34300","34300","34300","1","1","1","34264","34264","34264","1","1","1","34405","34405","34405","1","1","1","34669","34669","34669","1","1","1"
"1473","34302","34302","34302","1","1","1","34266","34266","34266","1","1","1","34407","34407","34407","1","1","1","34671","34671","34671","1","1","1"
"1474","34304","34304","34304","1","1","1","34268","34268","34268","1","1","1","34409","34409","34409","1","1","1","34673","34673","34673","1","1","1"
"1475","34306","34306","34306","1","1","1","34270","34270","34270","1","1","1","34411","34411","34411","1","1","1","34675","34675","34675","1","1","1"
"1476","34464","34464","34464","1","1","1","34431","34431","34431","0.8","0.8","0.8","34571","34571","34571","0.8","0.8","0.8","34834","34834","34834","1","1","1"
"1477","34466","34466","34466","1","1","1","34433","34433","34433","1","1","1","34573","34573","34573","1","1","1","34836","34836","34836","1","1","1"
"1478","34468","34468","34468","1","1","1","34435","34435","34435","1","1","1","34575","34575","34575","1","1","1","34838","34838","34838","1","1","1"
"1479","34470","34470","34470","1","1","1","34437","34437","34437","1","1","1","34577","34577","34577","1","1","1","34840","34840","34840","1","1","1"
"1480","34472","34472","34472","1","1","1","34439","34439","34439","1","1","1","34579","34579","34579","1","1","1","34842","34842","34842","1","1","1"
"1481","34474","34474","34474","1","1","1","34441","34441","34441","1","1","1","34581","34581","34581","1","1","1","34844","34844","34844","1","1","1"
"1482","34476","34476","34476","1","1","1","34443","34443","34443","1","1","1","34583","34583","34583","1","1","1","34846","34846","34846","1","1","1"
"1483","34478","34478","34478","1","1","1","34445","34445","34445","1","1","1","34585","34585","34585","1","1","1","34848","34848","34848","1","1","1"
"1484","34480","34480","34480","1","1","1","34447","34447","34447","1","1","1","34587","34587","34587","1","1","1","34850","34850","34850","1","1","1"
"1485","34639","34639","34639","1","1","1","34607","34607","34607","1","1","1","34745","34745","34745","0.8","0.8","0.8","35010","35010","35010","1","1","1"
"1486","34641","34641","34641","1","1","1","34609","34609","34609","1","1","1","34747","34747","34747","1","1","1","35012","35012","35012","1","1","1"
"1487","34643","34643","34643","1","1","1","34611","34611","34611","1","1","1","34749","34749","34749","1","1","1","35014","35014","35014","1","1","1"
"1488","34645","34645","34645","1","1","1","34613","34613","34613","1","1","1","34751","34751","34751","1","1","1","35016","35016","35016","1","1","1"
"1489","34647","34647","34647","1","1","1","34615","34615","34615","1","1","1","34753","34753","34753","1","1","1","35018","35018","35018","1","1","1"
"1490","34649","34649","34649","1","1","1","34617","34617","34617","1","1","1","34755","34755","34755","1","1","1","35020","35020","35020","1","1","1"
"1491","34651","34651","34651","1","1","1","34619","34619","34619","1","1","1","34757","34757","34757","1","1","1","35022","35022","35022","1","1","1"
"1492","34653","34653","34653","1","1","1","34621","34621","34621","1","1","1","34759","34759","34759","1","1","1","35024","35024","35024","1","1","1"
"1493","34655","34655","34655","1","1","1","34623","34623","34623","1","1","1","34761","34761","34761","1","1","1","35026","35026","35026","0.9","0.9","0.9"
"1494","34817","34817","34817","0.8","0.8","0.8","34784","34784","34784","0.8","0.8","0.8","34918","34918","34918","1","1","1","35184","35184","35184","1","1","1"
"1495","34819","34819","34819","1","1","1","34786","34786","34786","1","1","1","34920","34920","34920","1","1","1","35186","35186","35186","1","1","1"
"1496","34821","34821","34821","1","1","1","34788","34788","34788","1","1","1","34922","34922","34922","1","1","1","35188","35188","35188","1","1","1"
"1497","34823","34823","34823","1","1","1","34790","34790","34790","1","1","1","34924","34924","34924","1","1","1","35190","35190","35190","1","1","1"
"1498","34825","34825","34825","1","1","1","34792","34792","34792","1","1","1","34926","34926","34926","1","1","1","35192","35192","35192","1","1","1"
"1499","34827","34827","34827","1","1","1","34794","34794","34794","1","1","1","34928","34928","34928","1","1","1","35194","35194","35194","1","1","1"
"1500","34829","34829","34829","1","1","1","34796","34796","34796","1","1","1","34930","34930","34930","1","1","1","35196","35196","35196","1","1","1"
"1501","34831","34831","34831","1","1","1","34798","34798","34798","1","1","1","34932","34932","34932","1","1","1","35198","35198","35198","1","1","1"
"1502","34833","34833","34833","1","1","1","34800","34800","34800","1","1","1","34934","34934","34934","1","1","1","35200","35200","35200","1","1","1"
"1503","34991","34991","34991","0.8","0.8","0.8","34957","34957","34957","1","1","1","35097","35097","35097","0.8","0.8","0.8","35364","35364","35364","1","1","1"
"1504","34993","34993","34993","1","1","1","34959","34959","34959","1","1","1","35099","35099","35099","1","1","1","35366","35366","35366","1","1","1"
"1505","34995","34995","34995","1","1","1","34961","34961","34961","1","1","1","35101","35101","35101","1","1","1","35368","35368","35368","1","1","1"
"1506","34997","34997","34997","1","1","1","34963","34963","34963","1","1","1","35103","35103","35103","1","1","1","35370","35370","35370","1","1","1"
"1507","34999","34999","34999","1","1","1","34965","34965","34965","1","1","1","35105","35105","35105","1","1","1","35372","35372","35372","1","1","1"
"1508","35001","35001","35001","1","1","1","34967","34967","34967","1","1","1","35107","35107","35107","1","1","1","35374","35374","35374","1","1","1"
"1509","35003","35003","35003","1","1","1","34969","34969","34969","1","1","1","35109","35109","35109","1","1","1","35376","35376","35376","1","1","1"
"1510","35005","35005","35005","1","1","1","34971","34971","34971","1","1","1","35111","35111","35111","1","1","1","35378","35378","35378","1","1","1"
"1511","35007","35007","35007","1","1","1","34973","34973","34973","1","1","1","35113","35113","35113","1","1","1","35380","35380","35380","1","1","1"
"1512","35165","35165","35165","0.8","0.8","0.8","35134","35134","35134","1","1","1","35272","35272","35272","1","1","1","35545","35545","35545","1","1","1"
"1513","35167","35167","35167","1","1","1","35136","35136","35136","1","1","1","35274","35274","35274","1","1","1","35547","35547","35547","1","1","1"
"1514","35169","35169","35169","1","1","1","35138","35138","35138","1","1","1","35276","35276","35276","1","1","1","35549","35549","35549","1","1","1"
"1515","35171","35171","35171","1","1","1","35140","35140","35140","1","1","1","35278","35278","35278","1","1","1","35551","35551","35551","1","1","1"
"1516","35173","35173","35173","1","1","1","35142","35142","35142","1","1","1","35280","35280","35280","1","1","1","35553","35553","35553","1","1","1"
"1517","35175","35175","35175","1","1","1","35144","35144","35144","1","1","1","35282","35282","35282","1","1","1","35555","35555","35555","1","1","1"
"1518","35177","35177","35177","1","1","1","35146","35146","35146","1","1","1","35284","35284","35284","1","1","1","35557","35557","35557","1","1","1"
"1519","35179","35179","35179","1","1","1","35148","35148","35148","1","1","1","35286","35286","35286","1","1","1","35559","35559","35559","1","1","1"
"1520","35181","35181","35181","1","1","1","35150","35150","35150","1","1","1","35288","35288","35288","1","1","1","35561","35561","35561","1","1","1"
"1521","35338","35338","35338","1","1","1","35308","35308","35308","1","1","1","35451","35451","35451","1","1","1","35723","35723","35723","1","1","1"
"1522","35340","35340","35340","1","1","1","35310","35310","35310","1","1","1","35453","35453","35453","1","1","1","35725","35725","35725","1","1","1"
"1523","35342","35342","35342","1","1","1","35312","35312","35312","1","1","1","35455","35455","35455","1","1","1","35727","35727","35727","1","1","1"
"1524","35344","35344","35344","1","1","1","35314","35314","35314","1","1","1","35457","35457","35457","1","1","1","35729","35729","35729","1","1","1"
"1525","35346","35346","35346","0.8","0.8","0.8","35316","35316","35316","1","1","1","35459","35459","35459","1","1","1","35731","35731","35731","1","1","1"
"1526","35348","35348","35348","1","1","1","35318","35318","35318","1","1","1","35461","35461","35461","1","1","1","35733","35733","35733","1","1","1"
"1527","35350","35350","35350","1","1","1","35320","35320","35320","1","1","1","35463","35463","35463","1","1","1","35735","35735","35735","1","1","1"
"1528","35352","35352","35352","1","1","1","35322","35322","35322","1","1","1","35465","35465","35465","1","1","1","35737","35737","35737","1","1","1"
"1529","35354","35354","35354","1","1","1","35324","35324","35324","1","1","1","35467","35467","35467","1","1","1","35739","35739","35739","1","1","1"
"1530","35514","35514","35514","1","1","1","35481","35481","35481","1","1","1","35625","35625","35625","1","1","1","35900","35900","35900","1","1","1"
"1531","35516","35516","35516","1","1","1","35483","35483","35483","1","1","1","35627","35627","35627","0.8","0.8","0.8","35902","35902","35902","1","1","1"
"1532","35518","35518","35518","1","1","1","35485","35485","35485","1","1","1","35629","35629","35629","1","1","1","35904","35904","35904","1","1","1"
"1533","35520","35520","35520","1","1","1","35487","35487","35487","1","1","1","35631","35631","35631","1","1","1","35906","35906","35906","1","1","1"
"1534","35522","35522","35522","1","1","1","35489","35489","35489","1","1","1","35633","35633","35633","1","1","1","35908","35908","35908","1","1","1"
"1535","35524","35524","35524","1","1","1","35491","35491","35491","1","1","1","35635","35635","35635","1","1","1","35910","35910","35910","1","1","1"
"1536","35526","35526","35526","1","1","1","35493","35493","35493","1","1","1","35637","35637","35637","1","1","1","35912","35912","35912","1","1","1"
"1537","35528","35528","35528","1","1","1","35495","35495","35495","1","1","1","35639","35639","35639","1","1","1","35914","35914","35914","1","1","1"
"1538","35530","35530","35530","1","1","1","35497","35497","35497","1","1","1","35641","35641","35641","1","1","1","35916","35916","35916","1","1","1"
"1539","35690","35690","35690","1","1","1","35657","35657","35657","1","1","1","35801","35801","35801","1","1","1","36074","36074","36074","1","1","1"
"1540","35692","35692","35692","1","1","1","35659","35659","35659","1","1","1","35803","35803","35803","1","1","1","36076","36076","36076","1","1","1"
"1541","35694","35694","35694","1","1","1","35661","35661","35661","1","1","1","35805","35805","35805","1","1","1","36078","36078","36078","1","1","1"
"1542","35696","35696","35696","1","1","1","35663","35663","35663","1","1","1","35807","35807","35807","1","1","1","36080","36080","36080","1","1","1"
"1543","35698","35698","35698","1","1","1","35665","35665","35665","1","1","1","35809","35809","35809","1","1","1","36082","36082","36082","1","1","1"
"1544","35700","35700","35700","1","1","1","35667","35667","35667","1","1","1","35811","35811","35811","1","1","1","36084","36084","36084","1","1","1"
"1545","35702","35702","35702","1","1","1","35669","35669","35669","1","1","1","35813","35813","35813","1","1","1","36086","36086","36086","1","1","1"
"1546","35704","35704","35704","1","1","1","35671","35671","35671","1","1","1","35815","35815","35815","1","1","1","36088","36088","36088","1","1","1"
"1547","35706","35706","35706","1","1","1","35673","35673","35673","1","1","1","35817","35817","35817","1","1","1","36090","36090","36090","1","1","1"
"1548","35871","35871","35871","1","1","1","35832","35832","35832","1","1","1","35977","35977","35977","0.8","0.8","0.8","36255","36255","36255","1","1","1"
"1549","35873","35873","35873","1","1","1","35834","35834","35834","1","1","1","35979","35979","35979","1","1","1","36257","36257","36257","1","1","1"
"1550","35875","35875","35875","1","1","1","35836","35836","35836","1","1","1","35981","35981","35981","1","1","1","36259","36259","36259","1","1","1"
"1551","35877","35877","35877","1","1","1","35838","35838","35838","1","1","1","35983","35983","35983","1","1","1","36261","36261","36261","1","1","1"
"1552","35879","35879","35879","1","1","1","35840","35840","35840","1","1","1","35985","35985","35985","1","1","1","36263","36263","36263","1","1","1"
"1553","35881","35881","35881","1","1","1","35842","35842","35842","1","1","1","35987","35987","35987","1","1","1","36265","36265","36265","1","1","1"
"1554","35883","35883","35883","1","1","1","35844","35844","35844","1","1","1","35989","35989","35989","1","1","1","36267","36267","36267","1","1","1"
"1555","35885","35885","35885","1","1","1","35846","35846","35846","1","1","1","35991","35991","35991","1","1","1","36269","36269","36269","1","1","1"
"1556","35887","35887","35887","1","1","1","35848","35848","35848","1","1","1","35993","35993","35993","1","1","1","36271","36271","36271","1","1","1"
"1557","36045","36045","36045","1","1","1","36005","36005","36005","1","1","1","36159","36159","36159","1","1","1","36428","36428","36428","1","1","1"
"1558","36047","36047","36047","1","1","1","36007","36007","36007","1","1","1","36161","36161","36161","1","1","1","36430","36430","36430","1","1","1"
